SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Avg_Power(mW)
20240309090009,19.29803276062012,57.19359970092773,9817.626953125,18.902250289916992,56.29709243774414,9465.1298828125,13.035944938659668,19.51854515075684,58.36274337768555,13279.9833984375,70.5660400390625,0.0710410326719284,-0.1010250747203826,324.79473876953125,-0.09268619120121,-1.246353030204773,-1665.575439453125,-16.22752571105957,0.0833064839243888,0.4057866036891937,3023.691650390625,10.684663772583008,26.89284363679087
20240309091009,19.53433990478516,56.36226272583008,10426.1572265625,19.1335563659668,55.481056213378906,9886.609375,15.01205348968506,19.75785255432129,57.48945999145508,14175.7919921875,81.42486572265625,0.0697772949934005,-0.1040602251887321,348.8939819335937,-0.0966261774301529,-1.2671059370040894,-1751.18505859375,-21.221847534179688,0.0894102081656456,0.4344772100448608,3299.11767578125,15.315627098083496,31.984061350115553
20240309092009,19.776254653930664,55.635650634765625,11204.517578125,19.37160873413086,54.80333709716797,10324.0732421875,17.69439697265625,19.97638511657715,56.7220458984375,15190.0205078125,95.78467559814452,0.0668516755104065,-0.103326492011547,349.0192565917969,-0.0998997837305069,-1.2583403587341309,-1931.886474609375,-28.242698669433597,0.0917287096381187,0.4731513857841491,3617.092529296875,22.62803268432617,40.56313562565154
20240309093009,20.01993560791016,54.93251419067383,12006.25,19.607755661010746,54.14420318603516,10784.7900390625,20.859413146972656,20.19677352905273,55.98421478271485,16211.158203125,110.06487274169922,0.0639861971139907,-0.1038571894168853,343.64703369140625,-0.1039646491408348,-1.2569093704223633,-2143.50390625,-35.23684310913086,0.0938585922122001,0.5102816820144653,3908.49658203125,29.847719192504883,49.59507975370643
20240309094009,20.2652645111084,54.24053955078125,12784.0390625,19.844301223754883,53.49481964111328,11241.759765625,24.22142219543457,20.41912651062012,55.26249313354492,17188.55078125,123.61109161376952,0.0609714090824127,-0.1046161949634552,333.8406982421875,-0.108797438442707,-1.2575169801712036,-2361.264892578125,-41.89200592041016,0.0952498763799667,0.5460517406463623,4163.576171875,36.67411422729492,58.46483488436519
20240309095009,20.506427764892575,53.56822967529297,13477.1318359375,20.077505111694336,52.86653137207031,11653.7587890625,27.381187438964844,20.63729476928711,54.56229019165039,18057.279296875,135.61277770996094,0.057634025812149,-0.1046475619077682,320.65777587890625,-0.1140725463628768,-1.2563618421554563,-2562.155517578125,-47.92618942260742,0.0954514592885971,0.5792832970619202,4371.06298828125,42.76726531982422,66.42458037435384
20240309100009,20.73141098022461,52.94226837158203,14009.2216796875,20.29779815673828,52.28814315795898,11968.16796875,29.81974601745605,20.838422775268555,53.90604782104492,18733.052734375,144.9801025390625,0.0538422167301178,-0.1029674634337425,305.2738037109375,-0.1192297786474227,-1.2505180835723877,-2721.62744140625,-52.98439025878906,0.0939327329397201,0.6071191430091858,4515.58349609375,47.67766571044922,72.52890896262156
20240309101009,20.92578887939453,52.40245056152344,14291.0361328125,20.49300575256348,51.80125045776367,12123.533203125,30.917604446411133,21.007041931152344,53.32963943481445,19115.134765625,150.31422424316406,0.0495610274374485,-0.0985685363411903,289.1440124511719,-0.1233845055103302,-1.2368119955062866,-2812.62353515625,-56.610107421875,0.0901477634906768,0.6264692544937134,4576.33251953125,50.83765411376953,75.62979535988441
20240309102009,21.059797286987305,51.98701858520508,14272.921875,20.637081146240234,51.43883895874024,12103.4482421875,30.471302032470703,21.131208419799805,52.90480041503906,19099.015625,149.88246154785156,0.0458047650754451,-0.0885437205433845,275.1336975097656,-0.1277481466531753,-1.2099316120147705,-2824.739501953125,-57.88968276977539,0.0864449292421341,0.6300113201141357,4511.2822265625,51.35749053955078,75.06928597118988
20240309103009,21.110675811767575,51.73357772827149,13912.2978515625,20.709997177124023,51.2344856262207,11893.3935546875,28.29889869689941,21.200136184692383,52.69215393066406,18600.07421875,142.21383666992188,0.0433575697243213,-0.071013368666172,265.4759216308594,-0.1328225135803222,-1.1662194728851318,-2745.425048828125,-56.04143524169922,0.0842978805303573,0.6125441193580627,4285.66357421875,48.482608795166016,70.23761417035773
20240309104009,21.07610893249512,51.69934844970703,13109.5302734375,20.70938491821289,51.25019073486328,11414.2451171875,23.639646530151367,21.194381713867188,52.71552658081055,17539.78125,126.31260681152344,0.0415318720042705,-0.0474501773715019,260.1328125,-0.1358428597450256,-1.1068347692489624,-2538.937255859375,-50.923583984375,0.0806754678487777,0.5749031901359558,3895.338134765625,41.91728973388672,59.83044879582856
