SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Avg_Power(mW)
20240125090002,15.324042320251465,73.49769592285156,7419.09912109375,15.094123840332031,72.36199951171875,6847.9951171875,-7.3101806640625,15.423721313476562,74.6358413696289,9384.685546875,33.87812042236328,0.0078066298738121,-0.1865691542625427,241.4019470214844,0.0044186594896018,-1.6733760833740234,-1958.025634765625,-27.24248695373535,0.060963898897171,0.6680024266242981,685.6571044921875,24.06101417541504,0.0
20240125091002,15.5242919921875,72.20478057861328,7834.03076171875,15.301810264587402,71.02825927734375,7200.61376953125,-5.556154727935791,15.674809455871582,73.36949157714844,9949.107421875,39.3414192199707,0.0091159949079155,-0.1592812091112136,286.678955078125,0.0033359099179506,-1.6906648874282837,-1866.260986328125,-24.82533073425293,0.0721990019083023,0.7440916299819946,843.3121337890625,27.81098175048828,0.0
20240125092002,15.719197273254396,70.91094207763672,8357.927734375,15.49752140045166,69.68449401855469,7668.564453125,-2.99777626991272,15.894916534423828,72.10749816894531,10580.1767578125,45.681922912597656,0.0098570650443434,-0.1379554122686386,297.1376037597656,-0.0011983920121565,-1.723758578300476,-1771.9876708984375,-23.34892463684082,0.0895625203847885,0.8125580549240112,940.4347534179688,30.18480110168457,0.25286643045080837
20240125093002,15.91807746887207,69.57003784179688,8945.076171875,15.69134521484375,68.29385375976562,8212.783203125,-0.1242716088891029,16.110553741455078,70.80370330810547,11275.51953125,53.13574981689453,0.0103236213326454,-0.1212517246603965,295.0947265625,-0.0078504467383027,-1.7593722343444824,-1699.93408203125,-22.648775100708008,0.108700506389141,0.875609815120697,1030.60009765625,32.42138671875,4.7616436865336595
20240125094002,16.124418258666992,68.15169525146484,9580.7138671875,15.891020774841309,66.84579467773438,8851.203125,3.9140703678131104,16.343313217163086,69.45189666748047,12039.701171875,61.20618438720703,0.0112025514245033,-0.1132053956389427,305.52734375,-0.0164793282747268,-1.7625882625579834,-1663.775146484375,-22.32113075256348,0.1248978301882743,0.9346444606781006,1128.820556640625,34.11981201171875,9.487320442005228
20240125095002,16.339412689208984,66.66339874267578,10241.6689453125,16.097612380981445,65.3313217163086,9533.8828125,8.26702880859375,16.585586547851562,68.03715515136719,12830.474609375,69.59013366699219,0.0121293412521481,-0.1092124804854393,316.4830627441406,-0.0263881012797355,-1.7558432817459106,-1632.6903076171875,-22.15061378479004,0.1395252645015716,0.9898495078086852,1229.5987548828125,35.67888259887695,14.31392499318747
20240125100002,16.557947158813477,65.11538696289062,10900.1328125,16.3072566986084,63.75666046142578,10223.677734375,12.59141445159912,16.829694747924805,66.5628433227539,13608.3828125,77.84317779541016,0.0130344582721591,-0.1068379059433937,325.6363830566406,-0.0369776375591754,-1.7446843385696411,-1592.9664306640625,-21.94058990478516,0.1526951044797897,1.041557788848877,1326.9156494140625,37.11946868896485,19.066845239954432
20240125101002,16.768030166625977,63.52303314208984,11517.125,16.510549545288086,62.13022232055664,10862.126953125,16.584300994873047,17.075998306274414,65.03315734863281,14359.041015625,85.95006561279297,0.0132204787805676,-0.0982531383633613,333.2773742675781,-0.047529436647892,-1.7119845151901243,-1546.8861083984375,-20.981538772583008,0.1648371666669845,1.091581106185913,1417.0025634765625,38.48913192749024,23.45718283366989
20240125102002,16.966381072998047,61.90509796142578,12068.921875,16.70429801940918,60.47594451904297,11375.94921875,20.64432907104492,17.318370819091797,63.439430236816406,15050.6337890625,93.51177215576172,0.0112353609874844,-0.0699609145522117,328.1924743652344,-0.058510947972536,-1.6313681602478027,-1511.2742919921875,-19.4973201751709,0.1770970225334167,1.1366527080535889,1484.9356689453125,39.71402740478516,28.13694607658755
20240125103002,17.150001525878906,60.2729377746582,12552.99609375,16.896427154541016,58.79521942138672,11766.8173828125,24.5758056640625,17.54963493347168,61.81052017211914,15627.3388671875,99.35481262207033,0.0093423491343855,-0.0305520519614219,306.9603271484375,-0.0704065561294555,-1.5496186017990112,-1476.586669921875,-18.31284713745117,0.190952256321907,1.1849851608276367,1519.3917236328125,40.23180770874024,33.078837819048545
