SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Avg_Power(mW)
20240215090015,24.469575881958008,51.82085418701172,26153.26953125,24.14679527282715,49.65451431274414,19559.251953125,55.34687805175781,25.280229568481445,54.3841552734375,36456.76171875,312.5995483398437,0.0813681408762931,0.1187830045819282,482.9407653808594,-0.2896642982959747,-1.8843793869018557,-5546.6064453125,-81.52249145507812,0.4049084484577179,3.0660786628723145,7718.59130859375,150.6351776123047,155.93688631894003
20240215091015,25.35371780395508,50.0639533996582,31977.34375,25.01156234741211,47.51483154296875,23635.77734375,103.9918441772461,26.392135620117188,53.10318756103516,44188.41796875,475.85986328125,0.0948560163378715,-0.3544723987579345,675.0743408203125,-0.2712872624397278,-2.495688199996948,-8121.93408203125,-145.66525268554688,0.5774132013320923,2.700490951538086,9989.5244140625,221.6732635498047,258.385689176189
20240215092015,26.903276443481445,46.6385612487793,41165.1953125,26.48743057250977,43.95338821411133,30622.16015625,204.52207946777344,28.07854652404785,50.20192337036133,55407.0078125,715.0966796875,0.0548460930585861,-0.8176172375679016,596.3156127929688,-0.2684808671474457,-3.366812467575073,-12211.6650390625,-253.2222442626953,0.7157142162322998,2.0969626903533936,12854.8828125,310.3042297363281,429.59627859784234
20240215093015,28.917142868041992,41.23604202270508,53585.9375,28.525230407714844,38.09819793701172,40011.6796875,376.4203186035156,30.24952507019043,45.33560180664063,69314.734375,1040.283203125,0.0007944056414999,-1.6724884510040283,455.3727416992188,-0.2508822083473205,-4.772030353546143,-16247.4140625,-360.6463623046875,0.963658332824707,1.7695143222808838,16057.763671875,401.6130981445313,691.5048970105258
20240215094015,31.144182205200195,36.23867416381836,66586.1796875,30.644031524658203,33.26176452636719,50782.09765625,597.5997314453125,32.64482879638672,40.74658203125,82527.6484375,1393.8604736328125,-0.0118802301585674,-2.364263772964477,172.0998077392578,-0.4664607644081116,-5.137482166290283,-19283.19921875,-457.9209899902344,1.180773138999939,1.7662657499313354,18171.1640625,483.0539855957031,995.4086657144796
20240215095015,33.2890625,33.69282150268555,76677.578125,32.38298416137695,30.51055145263672,61001.15625,821.8577880859375,34.780601501464844,37.980411529541016,93115.96875,1634.397216796875,-0.033194214105606,-1.6153905391693115,58.76816177368164,-0.5290038585662842,-4.583686828613281,-20192.150390625,-458.06048583984375,1.0268940925598145,2.46041202545166,19013.001953125,517.5022583007812,1222.1412626649471
20240215100015,34.50328826904297,32.318992614746094,84617.59375,33.39939880371094,29.066017150878903,68539.609375,1008.10791015625,36.2503662109375,36.40959167480469,100636.3828125,1799.768798828125,0.0216815900057554,-0.940710186958313,-127.20100402832033,-0.5779429078102112,-3.8310701847076416,-19902.7734375,-459.7521667480469,0.8445570468902588,2.711467742919922,19229.23046875,521.166015625,1408.0572569991814
20240215101015,35.13565826416016,31.78070640563965,89771.609375,33.96015167236328,28.66375541687012,73633.5546875,1140.7607421875,37.02909469604492,35.63426208496094,105212.2265625,1901.4798583984373,0.0626779273152351,-0.5591948628425598,-253.5982360839844,-0.6437455415725708,-3.316748142242432,-19564.572265625,-464.3109130859375,0.7279061675071716,2.7824227809906006,18968.775390625,513.6290893554688,1533.2271066016117
20240215102015,35.38975143432617,31.79793739318848,92427.765625,34.212894439697266,28.89165687561035,76204.203125,1216.9124755859375,37.31705093383789,35.40365219116211,107205.0234375,1950.6885986328125,0.0849703252315521,-0.3901105225086212,-343.3591003417969,-0.68592768907547,-2.9927971363067627,-19366.0625,-471.348388671875,0.6570040583610535,2.826869010925293,18531.85546875,502.3813781738281,1605.1126134345134
20240215103015,35.33745193481445,32.12216567993164,92845.8046875,34.19402313232422,29.488391876220703,76695.8828125,1243.2342529296875,37.21797943115234,35.590824127197266,107162.140625,1957.8785400390625,0.1006955429911613,-0.407971441745758,-453.57720947265625,-0.7221205234527588,-2.770749807357788,-19300.619140625,-479.8518371582031,0.6384391188621521,2.841944456100464,17979.828125,490.31689453125,1626.5797244192604
