SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Avg_Power(mW)
20240420090004,41.395782470703125,30.32427978515625,93064.8046875,41.14405059814453,28.27669334411621,80394.5859375,550.5364990234375,42.12699508666992,30.483068466186523,100473.484375,780.9451904296875,0.0956534147262573,-0.0170275066047906,125.2920150756836,-0.2813102602958679,-1.6513535976409912,-5917.87890625,-71.24877166748047,0.2617930471897125,1.2586098909378052,6572.84130859375,47.50053405761719,696.046680705349
20240420091004,41.51313781738281,30.689002990722656,92256.671875,41.08255386352539,28.635433197021484,77229.7421875,491.4308776855469,42.16131591796875,31.169586181640625,100636.6640625,771.4054565429688,0.071451298892498,0.0130262235179543,216.85304260253903,-0.2969421744346618,-1.7302366495132446,-7611.94580078125,-97.4172134399414,0.3081806600093841,1.2933595180511477,8661.3056640625,83.978271484375,668.2429178403355
20240420092004,41.60797500610352,30.747257232666016,90929.1640625,41.0180892944336,28.83247375488281,74539.7890625,451.03704833984375,42.20027923583984,31.64948272705078,100956.5859375,788.4242553710938,0.0451392009854316,-0.0647372528910636,230.019775390625,-0.326603502035141,-1.9080548286437988,-9857.970703125,-135.69883728027344,0.3563102781772613,1.3071600198745728,10714.4599609375,125.34495544433594,650.4394896999597
20240420093004,41.66344833374024,30.444971084594727,89401.03125,40.93416213989258,28.80848503112793,72270.4296875,423.3194580078125,42.20845031738281,31.80291748046875,101914.21875,832.1180419921875,0.0159342195838689,-0.2344733625650406,170.20394897460938,-0.3804838955402374,-2.279136180877685,-12845.2060546875,-192.1498870849609,0.4200063347816467,1.2862261533737185,12952.921875,175.4055938720703,641.1533619641581
20240420094004,41.78138732910156,29.71709632873535,87949.3359375,40.92507553100586,28.69232177734375,70796.5859375,409.0832214355469,42.23530578613281,31.764175415039062,103220.7734375,892.8917846679688,-0.0044223428703844,-0.4129219651222229,107.3909912109375,-0.4412032663822174,-2.589933395385742,-15870.939453125,-257.9969177246094,0.4840130805969238,1.230417013168335,15161.9111328125,227.2812957763672,640.798900915848
20240420095004,42.11485290527344,28.96817970275879,87189.3828125,41.0581169128418,28.31196594238281,69107.1953125,424.01068115234375,42.5269660949707,31.60899353027344,104216.1875,995.1891479492188,-0.0197131969034671,-0.5752692818641663,90.07904815673828,-0.4901784062385559,-2.790436029434204,-19056.29296875,-324.84918212890625,0.4921203553676605,1.2292081117630005,17721.54296875,296.2215270996094,689.8116634560809
20240420100004,42.48566055297852,28.165571212768555,86887.9453125,41.227874755859375,27.730541229248047,68027.5859375,457.5328369140625,42.88638305664063,31.27367401123047,105552.234375,1116.5504150390625,-0.0257377233356237,-0.7572857737541199,50.09907531738281,-0.5412923693656921,-3.028341770172119,-22216.744140625,-393.89886474609375,0.474191278219223,1.2298650741577148,20139.595703125,367.0720825195313,758.3809722708401
20240420101004,42.68819046020508,27.657588958740234,86615.25,41.3576774597168,27.090320587158203,67095.6953125,495.2542419433594,43.13167953491211,30.80218315124512,106336.953125,1229.2911376953125,-0.0106514887884259,-0.8752822279930115,32.46183013916016,-0.5676877498626709,-3.1644575595855717,-24749.015625,-446.9232482910156,0.4965511560440063,1.122565507888794,22003.26171875,424.6375732421875,828.6302591360077
20240420102004,42.72837829589844,27.399185180664062,85978.6484375,41.46128463745117,26.59395408630371,66436.421875,537.8536987304688,43.25364303588867,30.551942825317383,106164.0,1325.62548828125,0.0016939269844442,-0.8972578048706055,-4.795915126800537,-0.561383068561554,-3.1240715980529785,-26211.62109375,-486.7044372558594,0.4887029826641083,1.034216284751892,23044.083984375,472.5539245605469,893.3903197417354
20240420103004,42.72042465209961,27.14264488220215,84657.6484375,41.48754119873047,26.302330017089844,65659.7421875,582.0743408203125,43.31034851074219,30.381244659423828,105150.828125,1408.172607421875,0.0106852008029818,-0.9450079202651978,-26.323091506958008,-0.5587179064750671,-3.0575993061065674,-27050.265625,-515.7631225585938,0.4745591878890991,0.9756421446800232,23567.3984375,511.1807556152344,949.5859490446637
20240420104004,42.702667236328125,26.83560943603516,82981.03125,41.49422454833984,26.093021392822266,64361.8046875,619.482421875,43.284141540527344,30.297592163085938,103509.2421875,1467.3690185546875,0.0124285537749528,-0.9628546237945556,-20.54742813110352,-0.5554578900337219,-2.990579843521118,-27244.119140625,-533.4035034179688,0.4589191377162933,0.9098955988883972,23568.115234375,538.3186645507812,994.6676655649675
20240420105004,42.791412353515625,26.811981201171875,80710.03125,41.56019592285156,25.95492553710937,62347.7421875,649.4196166992188,43.30234909057617,30.23714256286621,101052.1015625,1513.3792724609375,0.0167904552072286,-0.8816442489624023,-43.23575973510742,-0.542248547077179,-2.7895002365112305,-26797.068359375,-545.3674926757812,0.4620562493801117,0.880497395992279,23248.974609375,555.5708618164062,1032.458772889475
20240420110004,42.83501052856445,26.83139419555664,77666.125,41.5640983581543,25.98191261291504,59634.1796875,668.48291015625,43.28589630126953,30.259981155395508,97914.2265625,1547.769287109375,0.0209616404026746,-0.8115665316581726,-54.01604080200195,-0.5320011377334595,-2.5460686683654785,-26175.25390625,-555.9400634765625,0.468866765499115,0.8757246732711792,22761.82421875,570.0242919921875,1057.9306955636644
20240420111004,42.80524826049805,26.95808219909668,74023.421875,41.52095413208008,26.16736602783203,56376.76953125,675.9586181640625,43.21688461303711,30.471296310424805,94160.390625,1568.74853515625,0.0203475933521986,-0.7157217264175415,-72.41975402832031,-0.5156975984573364,-2.2519900798797607,-25316.359375,-566.2788696289062,0.4605616331100464,0.9028523564338684,22080.361328125,583.4800415039062,1070.6783958928195
20240420112004,42.69430923461914,27.20528030395508,69962.265625,41.4453353881836,26.51071548461914,52809.9375,673.1075439453125,43.08853530883789,30.90387344360352,89872.6484375,1574.813720703125,0.0125762857496738,-0.5881730318069458,-108.51373291015624,-0.4912228584289551,-1.922003984451294,-24174.69140625,-575.8011474609375,0.4298424124717712,0.9610120058059692,21156.97265625,595.0317993164062,1070.8954505838606
20240420113004,42.54024124145508,27.492826461791992,65629.6796875,41.34074783325195,26.98307991027832,49103.296875,662.2378540039062,42.92573547363281,31.432313919067383,85223.6015625,1567.40087890625,0.0015770774334669,-0.4797874987125397,-149.39370727539062,-0.469783753156662,-1.6090272665023804,-22894.4921875,-582.88134765625,0.3962962031364441,1.0301984548568726,20049.96484375,601.281494140625,1060.0986711052194
20240420114004,42.36054229736328,27.777172088623047,61209.66796875,41.22518539428711,27.54694366455078,45474.8046875,645.6337890625,42.74324035644531,32.004608154296875,80357.109375,1546.4554443359375,-0.0126706194132566,-0.4003115892410278,-194.3377227783203,-0.4535581767559051,-1.3327484130859375,-21474.53125,-586.1444091796875,0.3605749011039734,1.1077065467834473,18752.416015625,600.6822509765625,1039.5143991703032
20240420115004,42.08045196533203,28.22538185119629,56816.7109375,41.08441162109375,28.12689208984375,41878.77734375,620.7152099609375,42.49876403808594,32.57109451293945,75149.359375,1505.5909423828125,-0.0181481000036001,-0.3094390034675598,-221.20201110839844,-0.4290217161178589,-1.046969294548035,-19788.126953125,-578.0620727539062,0.3477210700511932,1.1296383142471311,17175.5625,588.1912841796875,1007.6990274165873
20240420120004,41.73776245117188,28.691091537475582,52517.6171875,40.909423828125,28.77874755859375,38527.86328125,590.9249267578125,42.203590393066406,33.154544830322266,69849.6796875,1447.6331787109375,-0.0239410940557718,-0.2454996705055236,-235.0972595214844,-0.4076763987541199,-0.8052557110786438,-17927.693359375,-561.6629638671875,0.3362521827220917,1.1444920301437378,15413.8935546875,566.0100708007812,965.440639890708
20240420121004,41.3375129699707,29.18964385986328,48416.96484375,40.69356918334961,29.502391815185547,35489.06640625,557.59912109375,41.85885238647461,33.78286361694336,64610.62890625,1374.966552734375,-0.0301467608660459,-0.2111043483018875,-235.66343688964844,-0.3906319737434387,-0.6266298294067383,-15978.29296875,-537.8335571289062,0.3246372938156128,1.1561709642410278,13547.494140625,535.4507446289062,914.5085555169633
20240420122004,40.947296142578125,29.852182388305664,44674.82421875,40.41979598999024,30.164161682128903,32934.7734375,520.3074340820312,41.50326156616211,34.39906311035156,59538.62890625,1290.2816162109375,-0.0378391444683074,-0.1544694155454635,-262.3405456542969,-0.3772262930870056,-0.5224168300628662,-14078.40234375,-509.0614318847656,0.3241986334323883,1.1622329950332642,11812.994140625,501.0378112792969,855.6526719411843
20240420123004,40.55717086791992,30.76395034790039,41276.78125,40.1130485534668,30.873994827270508,30772.0625,478.9776916503906,41.15561294555664,35.05016326904297,54766.796875,1196.9246826171875,-0.0462445467710495,-0.1226299181580543,-285.59765625,-0.3729424178600311,-0.5728245377540588,-12387.3505859375,-477.0635986328125,0.3169263899326324,1.1624430418014526,10293.58203125,464.9918212890625,790.4072835446926
20240420124004,40.12527847290039,31.75892639160156,38211.4765625,39.75043487548828,31.616050720214844,28869.728515625,435.4369201660156,40.76654815673828,35.781822204589844,50375.4921875,1098.1923828125,-0.0536981709301471,-0.1030194535851478,-299.6513061523437,-0.3717182874679565,-0.6915209889411926,-10885.0380859375,-442.4805908203125,0.3115752339363098,1.161450743675232,8928.455078125,426.9939575195313,721.5751583999202
20240420125004,39.68021774291992,32.85702896118164,35400.6640625,39.34000396728516,32.377296447753906,27296.30078125,392.6641540527344,40.34346771240234,36.61327362060547,46377.8359375,996.0767822265624,-0.0600038915872573,-0.0893970057368278,-306.1449890136719,-0.3745674788951874,-0.8933357000350952,-9508.7119140625,-403.94732666015625,0.3087577223777771,1.1655230522155762,7686.41796875,386.9023742675781,650.0460222214159
20240420130004,39.22014999389648,34.03139114379883,32813.52734375,38.89043045043945,33.160640716552734,25960.513671875,350.8648986816406,39.8914794921875,37.52653121948242,42729.40234375,892.8342895507812,-0.0651348009705543,-0.0811575278639793,-306.1423645019531,-0.3795581758022308,-1.1498147249221802,-8268.365234375,-362.9911804199219,0.3072285056114197,1.1737197637557983,6556.7939453125,345.72808837890625,577.5393976977824
20240420131004,38.73122787475586,35.25685501098633,30404.94921875,38.404296875,33.98113250732422,24717.607421875,309.29595947265625,39.408111572265625,38.5074462890625,39343.58984375,790.1279907226562,-0.0692126154899597,-0.0785687118768692,-299.7167663574219,-0.3840902149677276,-1.4259355068206787,-7180.677734375,-321.5789489746094,0.3051930963993072,1.1834027767181396,5535.2724609375,304.685546875,505.4515031000734
20240420132004,38.207801818847656,36.53520202636719,28091.18359375,37.87865829467773,34.853214263916016,23492.87109375,268.1977844238281,38.88508605957031,39.56510543823242,36122.796875,688.6589965820312,-0.0724159479141235,-0.08020780980587,-287.60906982421875,-0.3870581090450287,-1.7088940143585205,-6209.60498046875,-280.1683959960937,0.3017700314521789,1.1946958303451538,4595.5244140625,264.1508178710937,434.2814722990043
20240420133004,37.67413330078125,37.9075813293457,25736.302734375,37.31598663330078,35.94312286376953,22211.42578125,226.6874847412109,38.29384231567383,40.78412628173828,32836.29296875,588.0090942382812,-0.0758246332406997,-0.0561384260654449,-258.4813537597656,-0.3722050786018371,-1.906905174255371,-5165.234375,-236.0247039794922,0.3021908104419708,1.2106211185455322,3692.293701171875,224.36756896972656,363.24392058411803
20240420134004,37.08066177368164,39.36848068237305,23318.439453125,36.69175338745117,37.13492965698242,20820.458984375,185.5001983642578,37.62962341308594,42.129791259765625,29501.142578125,488.4764099121094,-0.0785862207412719,-0.0354902371764183,-224.3608245849609,-0.3537956178188324,-2.0975229740142822,-4152.76025390625,-192.2786102294922,0.2991882562637329,1.2269067764282229,2820.005615234375,185.2987823486328,293.1624648176132
20240420135004,36.41897964477539,41.004669189453125,20838.701171875,36.01359176635742,38.54782104492188,19227.412109375,143.76622009277344,36.90056610107422,43.63277053833008,26234.0,389.6403198242188,-0.0803077220916748,-0.0563951097428798,-198.73558044433597,-0.3320715427398681,-2.307350873947144,-3311.98046875,-150.4320831298828,0.2826881110668182,1.2796809673309326,2002.15478515625,148.2486114501953,223.59650691624554
20240420140004,35.709110260009766,43.15082550048828,18354.46484375,35.256832122802734,40.550174713134766,17481.73046875,102.09937286376952,36.17041397094727,45.6684455871582,23422.23828125,296.35174560546875,-0.0733261853456497,-0.0342471674084663,-170.4973907470703,-0.3168231248855591,-2.258836269378662,-2432.3125,-113.03268432617188,0.2375591695308685,1.3244390487670898,1244.4139404296875,108.37684631347656,155.99160494258842
20240420141004,35.008201599121094,45.67616271972656,16172.865234375,34.46733474731445,43.00389862060547,15732.9453125,65.8725357055664,35.42807388305664,48.08378601074219,20804.873046875,205.3643341064453,-0.0599704831838607,0.0567060708999633,-175.64207458496094,-0.2932175397872925,-1.9688560962677,-1515.1971435546875,-81.04118347167969,0.1410125792026519,1.3365821838378906,726.0265502929688,69.69095611572266,97.12122206470173
20240420142004,34.11219787597656,48.63969802856445,14239.904296875,33.65996551513672,46.32609939575195,14239.7265625,39.77925109863281,34.49368667602539,50.92272567749024,18387.927734375,128.6724090576172,-0.0632639378309249,0.0421448983252048,-221.7086334228516,-0.2743493616580963,-1.8460612297058103,-1080.274658203125,-59.50980758666992,0.1002521738409996,1.2519651651382446,160.06173706054688,38.48505783081055,48.77585697281785
20240420143004,33.295753479003906,51.894161224365234,12926.759765625,32.889827728271484,49.97322082519531,12462.8515625,25.08988380432129,33.62223434448242,54.1099739074707,15928.9228515625,74.99467468261719,-0.072140172123909,0.0312836058437824,-218.7481384277344,-0.2479879856109619,-1.656798243522644,-820.3656616210938,-39.84090805053711,0.0519452691078186,1.1920883655548096,-38.5193977355957,18.032434463500977,27.93288492803009
20240420144004,32.53639602661133,55.21889877319336,11813.4267578125,32.13697052001953,53.42962265014648,10807.525390625,16.048118591308594,32.8517951965332,57.36893081665039,13940.33984375,37.34048843383789,-0.0698709040880203,0.0104924105107784,-221.6104431152344,-0.2240511327981948,-1.523545742034912,-804.6494750976562,-28.01278305053711,-0.0251433569937944,1.158450961112976,-83.70504760742188,6.4459075927734375,17.333381673372116
20240420145004,31.74971580505371,58.5034065246582,10805.0322265625,31.381425857543945,56.73862838745117,9560.7763671875,9.850512504577637,32.063358306884766,60.55104064941406,12221.34375,6.851952075958252,-0.0661835521459579,-0.0077356384135782,-218.652587890625,-0.2000830024480819,-1.4215506315231323,-819.4017333984375,-17.57878303527832,-0.078796163201332,1.092701077461243,-79.91371154785156,-0.8884450197219849,7.498433222032247
20240420150004,30.953950881958008,61.67987060546875,9853.6240234375,30.6364860534668,59.85544204711914,8591.8603515625,5.195302963256836,31.27203941345215,63.593971252441406,10666.4033203125,-19.16208267211914,-0.0614275783300399,-0.0236718896776437,-209.5302581787109,-0.1758520901203155,-1.3426761627197266,-838.2355346679688,-8.011236190795898,-0.115612119436264,1.0015461444854736,-55.50251770019531,-5.35579252243042,0.0
20240420151004,30.18849754333496,64.6662826538086,8988.08984375,29.923370361328125,62.77344131469727,7731.25,0.9336664080619812,30.506248474121094,66.45571899414062,9296.6083984375,-41.65174102783203,-0.0561805479228496,-0.047337919473648,-197.5639495849609,-0.153871551156044,-1.2914050817489624,-878.7889404296875,-0.6007173657417297,-0.1466974765062332,0.9062880873680116,-32.83240509033203,-8.764093399047852,0.0
