SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Avg_Power(mW)
20240526090007,32.169803619384766,61.54442596435547,26172.2421875,31.72455406188965,59.217681884765625,25251.37109375,125.2930679321289,32.5535774230957,62.96479034423828,28833.587890625,168.31910705566406,0.0526983849704265,-0.111223816871643,361.0487976074219,-0.1902989000082016,-1.804110050201416,-512.538818359375,2.975039482116699,0.2084646075963974,1.2581984996795654,986.0947265625,19.11606216430664,129.49514282350395
20240526091007,32.92374420166016,58.59605026245117,30043.2734375,32.39006805419922,56.34538650512695,28105.619140625,157.9065704345703,33.297271728515625,60.22005844116211,33456.71875,242.30746459960935,0.0578285120427608,-0.3255094587802887,267.4808044433594,-0.2857556343078613,-2.193323373794556,-2074.370849609375,-30.277162551879883,0.2327004671096801,1.1940006017684937,1897.8814697265625,34.38137435913086,184.2458696929786
20240526092007,33.898887634277344,55.119590759277344,34028.015625,33.281097412109375,52.9525146484375,31349.576171875,192.37144470214844,34.25397109985352,56.88315200805664,38174.71484375,311.3504638671875,0.0644966438412666,-0.4045758247375488,234.812744140625,-0.3212541341781616,-2.27803373336792,-3004.012939453125,-49.567325592041016,0.247774451971054,1.2093205451965332,2663.1259765625,47.20900344848633,235.92710211591032
20240526093007,34.966094970703125,51.45855712890625,38173.77734375,34.32645034790039,49.38920593261719,34784.6328125,228.25567626953125,35.330291748046875,53.26172256469727,43276.0,389.8181457519531,0.0719685927033424,-0.4157672524452209,227.79849243164065,-0.314995139837265,-2.4029030799865723,-3761.015625,-73.1080322265625,0.2570562958717346,1.2163395881652832,3543.146240234375,62.11484909057617,290.0382400200246
20240526094007,35.97835159301758,47.89339065551758,42231.1875,35.47379684448242,45.71440887451172,38397.12890625,265.78155517578125,36.450157165527344,49.71771240234375,48729.296875,480.8414916992188,0.0783675089478492,-0.328766256570816,162.15554809570312,-0.262673556804657,-2.3966076374053955,-4774.68359375,-107.11686706542967,0.2568535804748535,1.334422945976257,4402.57861328125,88.57007598876953,341.1923255572226
20240526095007,36.97908020019531,44.41516876220703,46192.28515625,36.60429763793945,42.11368179321289,41753.33984375,300.6549987792969,37.56192398071289,46.254581451416016,54105.859375,573.8762817382812,0.0796517878770828,-0.2710785865783691,93.05517578125,-0.226618692278862,-2.426234483718872,-5977.93896484375,-145.70504760742188,0.2567911744117737,1.4333014488220217,5377.12548828125,117.6020278930664,392.955505719088
20240526100007,37.9271240234375,41.12971496582031,49932.609375,37.67140197753906,38.69954299926758,44756.6484375,332.2031555175781,38.619258880615234,42.97628402709961,59240.578125,666.2167358398438,0.0762370899319648,-0.2440684139728546,22.886898040771484,-0.2072169333696365,-2.4956705570220947,-7331.2060546875,-187.67681884765625,0.2576324939727783,1.510079026222229,6430.04931640625,148.26882934570312,443.91971945218825
20240526101007,38.85535430908203,38.05121612548828,53429.11328125,38.6439323425293,35.558380126953125,47363.578125,362.1404113769531,39.6361083984375,39.88133239746094,64056.171875,753.9978637695312,0.0688364431262016,-0.2041763067245483,5.073565483093262,-0.189221516251564,-2.6375980377197266,-8807.697265625,-229.2009735107422,0.2625661492347717,1.541671872138977,7606.71240234375,184.3441162109375,495.296766583342
20240526102007,39.77923202514648,35.660770416259766,57240.33984375,39.62114334106445,33.05567932128906,49835.15625,400.582275390625,40.53024291992188,37.45546340942383,69069.4453125,844.921142578125,0.0581620372831821,-0.1864354759454727,45.61638259887695,-0.1933941692113876,-2.7847728729248047,-10709.271484375,-266.9726867675781,0.2787340581417084,1.4833930730819702,8868.708984375,223.00515747070312,558.6493512392294
20240526103007,40.66034698486328,33.41472625732422,61047.484375,40.542091369628906,30.704513549804688,52208.31640625,438.2537841796875,41.39085006713867,35.19537734985352,74067.4140625,937.7675170898438,0.0450838282704353,-0.195673257112503,66.04891204833984,-0.2076849788427353,-2.997689962387085,-12751.1943359375,-308.5174865722656,0.2967267334461212,1.4109647274017334,10210.2060546875,263.3658752441406,623.3955815245993
20240526104007,41.43971252441406,31.48848533630371,64626.23046875,41.33173751831055,28.71829032897949,54377.41796875,476.7787780761719,42.2672119140625,33.18275833129883,78656.2421875,1027.4652099609375,0.0266089495271444,-0.2753227651119232,-9.873726844787598,-0.2444993108510971,-3.050536632537842,-14466.3349609375,-349.09381103515625,0.2916377782821655,1.299781084060669,11632.6767578125,303.5523986816406,687.9365662921945
20240526105007,42.09020614624024,29.98726463317871,67637.2734375,41.95600509643555,27.23694229125977,56115.46875,512.7797241210938,43.13169860839844,31.51566696166992,82422.9375,1105.935302734375,0.0031382138840854,-0.4164788126945495,-180.0757293701172,-0.3024330139160156,-2.871713161468506,-15662.1083984375,-384.19964599609375,0.2578408420085907,1.1545968055725098,13055.7451171875,340.70367431640625,746.5550469691946
