SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Avg_Power(mW)
20240106090001,28.80197525024414,50.493438720703125,68624.6328125,27.55603790283203,49.67106246948242,52420.51171875,691.9411010742188,29.554542541503903,52.71443939208984,86390.9296875,1461.5638427734375,0.1856515407562255,-0.3082355856895447,-223.1112060546875,0.2893944978713989,-1.2061035633087158,-22700.076171875,-504.9764099121094,0.497247964143753,1.0507770776748655,21026.892578125,508.74456787109375,1052.0006252427997
20240106091001,29.645099639892575,48.852787017822266,73230.25,28.431840896606445,48.30909729003906,57796.41015625,789.5299682617188,30.47453498840332,50.47938919067383,89999.7890625,1521.5277099609375,0.1522651314735412,-0.2765365242958069,-326.9090881347656,0.2310840487480163,-1.1379092931747437,-21765.708984375,-482.7974853515625,0.5407593846321106,0.8625243902206421,20332.0859375,485.4688720703125,1133.3103746790684
20240106092001,30.26858901977539,47.49456024169922,77975.1953125,29.095539093017575,47.18193435668945,63782.75,901.7915649414062,31.20016098022461,48.71781921386719,93164.1328125,1574.340087890625,0.1197491213679313,-0.2365931719541549,-418.5872192382813,0.1145606487989425,-1.4041025638580322,-20202.384765625,-447.2461242675781,0.5684922933578491,0.6532318592071533,18850.54296875,442.9774169921875,1219.7345027848874
20240106093001,31.01178932189941,45.56631851196289,81980.484375,29.90108108520508,45.4417839050293,68923.0625,1001.2208251953124,32.06349182128906,46.44540786743164,95689.2109375,1619.8616943359375,0.0759410485625267,-0.1979188770055771,-516.7137451171875,-0.0301074925810098,-1.8599933385849,-18752.322265625,-414.3936462402344,0.5841079950332642,0.4478283226490021,17476.634765625,402.4709777832031,1295.8801106091973
20240106094001,31.925386428833008,43.237491607666016,85492.15625,30.873273849487305,43.28873443603516,73259.9296875,1086.4210205078125,33.06840133666992,43.88084030151367,97962.8984375,1661.8719482421875,0.0297666862607002,-0.1622281819581985,-627.2415161132812,-0.1650243103504181,-2.4023468494415283,-17699.03125,-388.4082336425781,0.5877259373664856,0.3119992911815643,16347.177734375,368.2391052246094,1363.8991358399712
20240106095001,33.06660842895508,41.04938888549805,88308.859375,31.963064193725582,41.30014419555664,76314.0546875,1148.0550537109375,34.060752868652344,41.7458381652832,99899.3984375,1692.862548828125,0.0081636756658554,-0.1200550198554992,-659.7265625,-0.1461018770933151,-2.658482074737549,-17278.5625,-371.7055969238281,0.5525005459785461,0.5106478333473206,15525.2783203125,345.8432312011719,1417.8106138310986
20240106100001,34.22191619873047,39.16886901855469,89923.015625,33.07268142700195,39.404911041259766,77655.96875,1172.86328125,35.04281997680664,40.11507415771485,101585.796875,1712.91015625,-0.005610782187432,-0.1206467896699905,-657.2320556640625,-0.1711286306381225,-2.776589155197144,-17408.26171875,-371.4610290527344,0.4852053523063659,0.641534686088562,15485.1376953125,341.5580444335937,1443.181382649062
20240106101001,35.29710388183594,37.61474609375,90139.1015625,34.11827850341797,37.691593170166016,76991.859375,1154.2708740234375,35.95982360839844,38.95166015625,102817.2890625,1720.5050048828125,-0.0183879751712083,-0.1493982523679733,-653.1641845703125,-0.2307091951370239,-2.837757110595703,-18327.201171875,-390.76763916015625,0.3943003118038177,0.7509732842445374,16342.193359375,358.0528869628906,1436.9480458437315
20240106102001,36.20374298095703,36.12067413330078,88947.765625,35.02664566040039,36.089874267578125,74309.5078125,1092.4493408203125,36.78360748291016,37.87884140014648,103243.234375,1715.030517578125,-0.0439954213798046,-0.1693519204854965,-716.1024780273438,-0.2957383096218109,-3.0431337356567383,-20251.4140625,-428.9440307617188,0.3006362318992615,0.9477394223213196,17993.115234375,392.9920349121094,1402.3316008349443
20240106103001,36.90837097167969,34.679351806640625,86211.6953125,35.761253356933594,34.604793548583984,69682.53125,989.6614990234376,37.468074798583984,36.888092041015625,102532.8046875,1691.1844482421875,-0.0789215490221977,-0.1742368340492248,-824.073974609375,-0.3546338677406311,-3.343261480331421,-22867.517578125,-480.0489807128906,0.2057365328073501,1.2187438011169434,20215.287109375,441.2643737792969,1337.5811276678387
