SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),MA6_Temperature(°C),MA6_Max_Temperature(°C),MA6_Min_Temperature(°C),MA6_Humidity(%),MA6_Max_Humidity(%),MA6_Min_Humidity(%),MA6_Sunlight(Lux),MA6_Max_Sunlight(Lux),MA6_Min_Sunlight(Lux),MA6_Power(mW),MA6_Max_Power(mW),MA6_Min_Power(mW),Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50,Avg_Power(mW)
20240307090010,16.914047241210938,95.9687728881836,336.1810607910156,17.373327255249023,96.76079559326172,2226.080810546875,0.0,16.951717376708984,94.90650177001953,86.67000579833984,0.0,16.994827270507812,17.23637580871582,95.805908203125,96.32122802734375,96.41999816894531,858.46630859375,0.0,0.0,17.250917434692383,17.65157699584961,96.79084777832031,96.87734985351562,1865.8790283203125,3233.49072265625,0.0,0.0,16.712793350219727,16.85689926147461,94.94954681396484,95.00330352783203,20.0,803.4517211914062,0.0,0.0,16.571495056152344,17.110612869262695,16.866479873657227,97.1754150390625,97.64149475097656,96.6995849609375,115.25000762939453,290.17352294921875,671.2619018554688,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.490561659036985
20240307091010,16.947290420532227,95.20687866210938,760.3876953125,17.419370651245117,96.03704833984375,2252.266357421875,0.0,17.080259323120117,94.02045440673828,86.67000579833984,0.0,17.07706642150879,17.250673294067383,94.78276062011719,95.46244812011719,217.24058532714844,1246.0615234375,0.0,0.0,17.315011978149414,17.69362449645996,96.22730255126953,96.27320861816406,2228.864990234375,3356.8173828125,0.0,0.0,16.782739639282227,16.924673080444336,94.18489837646484,94.25582122802734,20.0,1273.616455078125,0.0,0.0,16.483734130859375,17.018310546875,16.77004051208496,96.82427978515625,97.57872009277344,96.13932037353516,115.25000762939453,150.6999969482422,81.81000518798828,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.9008834976882
20240307092010,17.01810646057129,94.6904067993164,1377.3497314453125,17.466012954711914,95.50546264648438,2667.2373046875,0.0,17.18510627746582,93.50334167480469,86.67000579833984,0.0,17.161521911621094,17.398893356323242,94.2533187866211,95.05968475341797,398.4184265136719,1451.1822509765625,0.0,0.0,17.40361976623535,17.6825008392334,95.73760986328125,95.6747817993164,2727.309326171875,3896.896240234375,0.0,0.0,16.862199783325195,17.050029754638672,93.83421325683594,93.82128143310547,20.0,1195.499755859375,0.0,0.0,16.615488052368164,17.106645584106445,16.891698837280273,96.11280059814453,96.67034149169922,95.41175079345703,115.25000762939453,150.6999969482422,479.7588195800781,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36.535781824298226
20240307093010,16.983922958374023,94.313232421875,1513.4156494140625,17.362951278686523,95.17926788330078,2907.553955078125,0.0,17.140790939331055,93.21513366699219,86.67000579833984,0.0,17.038410186767578,17.38284683227539,93.9294204711914,94.79973602294922,590.0765991210938,1388.7921142578125,0.0,0.0,17.344114303588867,17.56200408935547,95.59266662597656,95.50619506835938,2973.87158203125,4305.607421875,0.0,0.0,16.8692684173584,17.06787872314453,93.61103057861328,93.81403350830078,20.0,1253.1368408203125,0.0,0.0,16.723295211791992,17.203542709350586,16.991363525390625,95.42303466796875,95.97767639160156,94.87281036376953,115.25000762939453,150.6999969482422,200.906982421875,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31.46986578385841
20240307094010,16.921659469604492,94.0171890258789,1357.6949462890625,17.163240432739258,94.9090576171875,2476.755859375,0.0,17.127185821533203,92.94409942626953,86.67000579833984,0.0,16.91460418701172,17.387752532958984,93.73180389404297,94.39788818359375,360.27105712890625,956.4230346679688,0.0,0.0,17.249074935913086,17.46949005126953,95.31815338134766,95.36752319335938,2408.601806640625,3590.4833984375,0.0,0.0,16.83932113647461,17.033382415771484,93.42676544189453,93.65589141845703,20.0,878.43017578125,0.0,0.0,16.857297897338867,17.222728729248047,16.985795974731445,94.73357391357422,95.45952606201172,94.23888397216797,115.25000762939453,150.6999969482422,81.81000518798828,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28.403610111083253
20240307095010,16.94098663330078,93.67474365234375,2033.6336669921875,17.143081665039062,94.5703125,3071.360595703125,0.0,17.177804946899414,92.51380920410156,86.67000579833984,0.0,16.893877029418945,17.42534828186035,93.47889709472656,93.8823471069336,862.31103515625,1392.4210205078125,0.0,0.0,17.256397247314453,17.517677307128906,94.87699890136719,95.0150146484375,3363.46875,4754.23583984375,0.0,0.0,16.866836547851562,17.10174560546875,93.06729125976562,93.52515411376953,504.55987548828125,918.3299560546875,0.0,0.0,16.94687843322754,17.263397216796875,17.03896713256836,94.05828094482422,94.7325668334961,93.70033264160156,115.25000762939453,150.6999969482422,182.4442138671875,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32.71385378334162
20240307100010,16.989492416381836,94.00727844238281,1491.0203857421875,17.154802322387695,94.83250427246094,2549.318359375,0.0,17.18992805480957,92.74620819091797,86.67000579833984,0.0,16.96639060974121,17.428499221801758,93.84942626953125,94.348388671875,589.0631713867188,1223.21533203125,0.0,0.0,17.248733520507812,17.532155990600586,95.22840118408203,95.45528411865234,2987.1455078125,4282.29736328125,0.0,0.0,16.90865707397461,17.178768157958984,93.35032653808594,93.86795043945312,699.657958984375,520.6866455078125,0.0,0.0,17.13506317138672,17.406423568725586,17.211742401123047,93.93110656738281,94.53042602539062,93.7067642211914,115.25000762939453,150.6999969482422,252.44189453125,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,28.607597140256814
20240307101010,16.657878875732422,95.50672149658203,697.9508666992188,16.760311126708984,96.24853515625,1525.6427001953125,0.0,16.8009033203125,94.44017791748047,86.67000579833984,0.0,16.58778953552246,16.997739791870117,95.27411651611328,95.82081604003906,96.41999816894531,439.63702392578125,0.0,0.0,16.86565399169922,17.181903839111328,96.49967193603516,96.7874755859375,2016.386962890625,3219.632568359375,0.0,0.0,16.572986602783203,16.840503692626953,94.96501159667969,95.48037719726562,20.0,20.0,0.0,0.0,16.80286407470703,17.033329010009766,16.987831115722656,95.24354553222656,95.94644927978516,95.17827606201172,115.25000762939453,150.6999969482422,81.81000518798828,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.253019437763214
20240307102010,16.4714412689209,96.66126251220703,193.6128692626953,16.505401611328125,97.2764892578125,1353.9544677734375,0.0,16.566978454589844,95.91873931884766,86.67000579833984,0.0,16.362529754638672,16.80731201171875,96.44963073730469,97.08110809326172,96.41999816894531,81.66000366210938,0.0,0.0,16.66439437866211,16.923643112182617,97.30297088623047,97.50564575195312,1520.1953125,2883.25634765625,0.0,0.0,16.342103958129883,16.654287338256836,96.38333129882812,96.74647521972656,20.0,20.0,0.0,0.0,16.69391632080078,16.88813591003418,16.978586196899414,95.99419403076172,96.43763732910156,96.22184753417969,115.25000762939453,150.6999969482422,81.81000518798828,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.004994153752392
20240307103010,16.28925323486328,97.62771606445312,94.5,16.263446807861328,98.14910888671875,1251.6983642578125,0.0,16.33991241455078,97.15147399902344,86.67000579833984,0.0,16.06610679626465,16.581560134887695,97.37390899658203,98.05465698242188,96.41999816894531,81.66000366210938,0.0,0.0,16.46127700805664,16.688676834106445,98.1969223022461,98.32038116455078,1044.03125,2653.04052734375,0.0,0.0,16.170602798461914,16.46991729736328,97.44166564941406,97.9957046508789,20.0,20.0,0.0,0.0,16.61799430847168,16.84044647216797,16.997037887573242,96.63960266113281,97.05347442626953,97.22884368896484,115.25000762939453,150.6999969482422,81.81000518798828,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
