SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_3_Temperature(°C),Avg_Lag_4_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_3_Humidity(%),Avg_Lag_4_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_3_Sunlight(Lux),Avg_Lag_4_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Avg_Lag_3_Power(mW),Avg_Lag_4_Power(mW),Avg_Sin_Hour,Avg_Cos_Hour,Avg_Sin_Minute,Avg_Cos_Minute,Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_3_Temperature(°C),Max_Lag_4_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_3_Humidity(%),Max_Lag_4_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_3_Sunlight(Lux),Max_Lag_4_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Max_Lag_3_Power(mW),Max_Lag_4_Power(mW),Max_Sin_Hour,Max_Cos_Hour,Max_Sin_Minute,Max_Cos_Minute,Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_3_Temperature(°C),Min_Lag_4_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_3_Humidity(%),Min_Lag_4_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_3_Sunlight(Lux),Min_Lag_4_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),Min_Lag_3_Power(mW),Min_Lag_4_Power(mW),Min_Sin_Hour,Min_Cos_Hour,Min_Sin_Minute,Min_Cos_Minute,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50
20240526090007,31.219921112060547,62.264190673828125,23314.802734375,96.89323625112075,0.018753161653876305,-0.92319655418396,319.4869384765625,4.3131232261657715,31.296566009521484,30.871135711669922,30.930490493774414,31.04834747314453,61.96710205078125,62.28288269042969,63.009830474853516,62.465789794921875,22511.138671875,22213.490234375,22130.63671875,20857.40625,90.71990966796875,92.64518737792969,78.68860626220703,64.6462631225586,0.6436352729797363,-0.5003091096878052,-0.019637571647763252,0.6519355773925781,31.645889282226562,63.397525787353516,29184.318359375,194.1905517578125,0.024347985163331032,0.05464833602309227,0.2091972678899765,0.8660910725593567,3113.316162109375,51.74699401855469,31.606279373168945,31.50555992126465,31.422758102416992,31.365217208862305,63.712825775146484,64.05892944335938,64.34881591796875,64.75117492675781,27834.375,27200.54296875,26506.494140625,26285.986328125,173.80606079101562,173.9514617919922,156.26742553710938,144.09568786621094,0.6387524604797363,-0.5041098594665527,-0.03068798966705799,0.6336450576782227,30.75377082824707,60.139976501464844,20298.748046875,74.65495300292969,-0.33506253361701965,-3.304426431655884,-5105.47900390625,-100.24317169189453,30.325204849243164,30.579153060913086,30.46957778930664,30.42513656616211,59.878597259521484,60.29289245605469,60.389102935791016,61.10453796386719,19883.310546875,19142.810546875,18289.716796875,17695.76953125,54.69945526123047,46.579620361328125,32.107078552246094,41.6134147644043,0.6553409099578857,-0.5010198354721069,-0.00802280381321907,0.6455423831939697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20240526091007,31.253314971923828,61.493072509765625,25518.48828125,124.78525757304584,0.020940886810421944,-1.1398042440414429,271.77557373046875,3.1898012161254883,31.304643630981445,30.882728576660156,30.78752899169922,30.95716667175293,61.433040618896484,61.802520751953125,62.476436614990234,61.76893997192383,24718.41015625,24693.501953125,24246.01171875,22903.494140625,121.22992706298828,121.8121337890625,105.70836639404297,97.12989044189453,0.7542257905006409,-0.503738284111023,0.6126426458358765,0.16502416133880615,31.6616153717041,62.81539535522461,31807.689453125,242.93609619140625,-9.976802539313212e-05,0.05282558873295784,0.23789359629154205,0.8070434331893921,3796.63818359375,67.81859588623047,31.612812042236328,31.462968826293945,31.50191307067871,31.26834487915039,63.31694412231445,63.34722137451172,63.93574142456055,64.34774017333984,30590.16015625,29953.89453125,29071.494140625,28920.115234375,223.4801788330078,219.03196716308594,197.27194213867188,193.30357360839844,0.7484514117240906,-0.505685567855835,0.6024172306060791,0.13307440280914307,30.718610763549805,59.439903259277344,21937.435546875,90.74159240722656,-0.3730602264404297,-3.7388081550598145,-6360.3212890625,-128.41790771484375,30.2552433013916,30.42171287536621,30.51734733581543,30.289867401123047,59.03564453125,59.72663116455078,59.85745620727539,60.59266662597656,21981.056640625,20850.478515625,19955.787109375,19111.55859375,76.90486907958984,68.24496459960938,52.60066604614258,66.6506118774414,0.767087996006012,-0.5042095184326172,0.6253620982170105,0.15294158458709717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20240526092007,31.622095108032227,60.04210662841797,27052.43359375,148.79087617190578,0.015340129844844341,-1.2274073362350464,188.8155517578125,1.5561466217041016,31.615966796875,31.21637725830078,31.07699203491211,31.30942153930664,60.05603790283203,60.47496795654297,61.118812561035156,60.51118087768555,26237.953125,26284.748046875,26015.376953125,24437.26953125,145.9155731201172,151.2705841064453,138.04974365234375,121.99303436279297,0.7784284353256226,-0.5101637840270996,0.5328401327133179,-0.578914999961853,32.072235107421875,61.58362579345703,33764.96484375,283.7252502441406,-0.014194360934197903,0.050291091203689575,0.24467773735523224,0.8345557451248169,4662.3134765625,88.81291961669922,32.01168441772461,31.849956512451172,31.902706146240234,31.641324996948242,62.0380973815918,62.30402755737305,62.6279411315918,63.0815315246582,32765.234375,32086.234375,31385.09375,31266.431640625,269.05621337890625,261.48846435546875,241.3740234375,239.89024353027344,0.7763936519622803,-0.5131124258041382,0.5245392918586731,-0.6137179732322693,31.05831527709961,58.152915954589844,22977.521484375,100.59959411621094,-0.444382905960083,-3.8893351554870605,-7651.10400390625,-160.5633087158203,30.552236557006836,30.727182388305664,30.801652908325195,30.584747314453125,57.791595458984375,58.3380012512207,58.38800048828125,59.01791763305664,22871.37109375,21949.28125,21276.458984375,20237.927734375,83.09317779541016,78.1477279663086,64.87637329101562,74.41471862792969,0.7911795377731323,-0.511418342590332,0.547264814376831,-0.5894906520843506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20240526093007,32.00164794921875,58.38701248168945,29153.42578125,180.58855448522252,0.010189179331064224,-1.288509726524353,159.37265014648438,1.1965150833129883,31.954076766967773,31.695873260498047,31.54860496520996,31.782711029052734,58.30408477783203,58.77579116821289,59.16049575805664,59.130088806152344,27955.4375,28434.57421875,28357.1953125,26671.072265625,178.83010864257812,185.0618133544922,169.9232635498047,148.89944458007812,0.7897886633872986,-0.5149084329605103,-0.1979845017194748,-0.9194025993347168,32.60913848876953,60.25844955444336,36056.546875,317.40447998046875,-0.01432257890701294,0.04897396266460419,0.2306527942419052,0.8323807120323181,5272.541015625,97.41172790527344,32.48878860473633,32.3798828125,32.30327606201172,32.10557174682617,60.371498107910156,60.85234832763672,60.8586311340332,61.41553497314453,35108.6484375,34424.81640625,34048.953125,33722.59765625,313.7613830566406,302.57598876953125,287.78448486328125,276.55804443359375,0.7950055003166199,-0.5189207196235657,-0.20940040051937103,-0.9562757015228271,31.396377563476562,56.29695510864258,24275.32421875,121.67582702636719,-0.5080082416534424,-4.108949184417725,-8571.9365234375,-181.23402404785156,30.980560302734375,31.12823486328125,31.177762985229492,31.083288192749023,56.03964614868164,56.534385681152344,56.54814529418945,57.261878967285156,24340.337890625,23244.822265625,22708.939453125,21795.15625,98.52114868164062,93.04264831542969,85.71156311035156,85.59494018554688,0.806742787361145,-0.5181139707565308,-0.1870497167110443,-0.9269004464149475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240526094007,32.354034423828125,56.820796966552734,31120.20703125,211.25792802703955,-0.003512257942929864,-1.4314215183258057,132.0372772216797,0.7757309079170227,32.35630416870117,32.10514450073242,31.82123374938965,32.125457763671875,56.801029205322266,57.348026275634766,57.677513122558594,57.53949737548828,29874.736328125,30282.974609375,30263.7578125,28550.59375,209.9969024658203,212.1080780029297,201.99205017089844,181.36026000976562,0.81767737865448,-0.5135352611541748,-0.9042283892631531,-0.4712827205657959,33.018428802490234,58.86138153076172,37994.7265625,353.17510986328125,-0.012451970018446445,0.04558422043919563,0.20697647333145142,0.8135012984275818,5680.7578125,106.71460723876953,32.859310150146484,32.79972457885742,32.695045471191406,32.48967742919922,58.973995208740234,59.244319915771484,59.36532974243164,59.92261505126953,37275.9140625,36719.18359375,36176.65234375,36098.20703125,361.66278076171875,345.9042663574219,328.6841735839844,316.2452087402344,0.816114604473114,-0.5202170610427856,-0.912517786026001,-0.503954291343689,31.76190757751465,54.80782699584961,25780.521484375,144.81979370117188,-0.5874863862991333,-4.394624710083008,-9447.0966796875,-205.15919494628906,31.32461929321289,31.461774826049805,31.446807861328125,31.40145492553711,54.46779251098633,54.97421646118164,54.921085357666016,55.6527099609375,25906.443359375,24851.353515625,24218.125,23298.75,123.65434265136719,116.43954467773438,105.33477020263672,105.40531158447266,0.8319472074508667,-0.5159505009651184,-0.8866958618164062,-0.4763624668121338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240526095007,32.92005157470703,54.91050720214844,33939.14453125,244.29730546298885,0.003027428174391389,-1.473673701286316,161.81529235839844,0.47603803873062134,32.923095703125,32.607730865478516,32.39167404174805,32.67622756958008,54.99128723144531,55.36058807373047,55.8046760559082,55.74395751953125,32577.1953125,32974.4765625,32995.296875,31091.1171875,243.6812744140625,242.78887939453125,235.22540283203125,219.7240447998047,0.8132184147834778,-0.5388238430023193,-0.8599762320518494,0.35726284980773926,33.5018196105957,56.59049987792969,41581.140625,408.9884033203125,-0.010317839682102203,0.046051859855651855,0.22289663553237915,0.7887656092643738,6324.44580078125,128.85556030273438,33.39664840698242,33.32933807373047,33.185646057128906,33.04197692871094,56.821556091308594,57.25093078613281,57.454978942871094,57.98539733886719,40426.26171875,39924.6640625,39455.48828125,39286.6328125,409.3546142578125,390.91510009765625,381.565673828125,364.4641418457031,0.8153255581855774,-0.5414324998855591,-0.869928777217865,0.3207806348800659,32.252559661865234,52.862552642822266,28082.275390625,162.2218475341797,-0.585678219795227,-4.33614444732666,-10174.294921875,-218.3297119140625,31.88941192626953,32.00079345703125,32.012752532958984,31.92578887939453,52.552711486816406,53.039955139160156,53.17234802246094,53.63386535644531,27637.537109375,27214.9921875,26358.77734375,25200.341796875,140.5244903564453,134.2469024658203,123.54375457763672,125.02893829345703,0.8292366862297058,-0.5418732166290283,-0.8405591249465942,0.3460359573364258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20240526100007,33.27150344848633,53.52682876586914,35266.9765625,266.04986230279656,0.0025832857936620712,-1.2887623310089111,149.51548767089844,0.1489899605512619,33.325340270996094,33.022621154785156,32.96135330200195,33.090370178222656,53.53424072265625,53.78559112548828,54.11096954345703,54.089359283447266,34163.1953125,34550.64453125,34490.09375,32882.66796875,266.2806701660156,264.2367858886719,256.75994873046875,241.04864501953125,0.6367738842964172,-0.6088293790817261,-0.06891564279794693,0.7597682476043701,33.80340576171875,55.12741470336914,43052.36328125,432.76239013671875,-0.0001363650953862816,0.050840169191360474,0.22665013372898102,0.8405224084854126,6696.962890625,145.43663024902344,33.7344970703125,33.63774108886719,33.59539031982422,33.412113189697266,55.3562126159668,55.61341857910156,55.746360778808594,56.3901252746582,42103.9921875,41877.3515625,41474.16796875,41224.08984375,429.0788269042969,416.752685546875,414.3957214355469,393.4015808105469,0.6358960866928101,-0.6115253567695618,-0.08469896018505096,0.7238614559173584,32.72383499145508,51.51306915283203,29241.361328125,173.16905212402344,-0.5419667959213257,-4.228548526763916,-10271.001953125,-218.79476928710938,32.27231216430664,32.431915283203125,32.45347213745117,32.39801788330078,51.24940490722656,51.71074676513672,51.63718795776367,52.28723907470703,28849.41015625,28386.021484375,27509.91015625,26668.294921875,148.0054931640625,143.65782165527344,139.07762145996094,138.43809509277344,0.6583001613616943,-0.6092638969421387,-0.05651452764868736,0.7475171089172363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20240526101007,33.78046417236328,51.75826644897461,36335.03515625,274.66119845436464,0.008274669758975506,-1.1942498683929443,118.56842803955078,0.9586935043334961,33.82511901855469,33.43916320800781,33.36030197143555,33.53567123413086,51.90327072143555,52.204856872558594,52.678951263427734,52.222900390625,35190.45703125,35685.73046875,35505.0078125,34036.2109375,273.9669189453125,273.9783020019531,260.6416931152344,258.8505554199219,0.693786084651947,-0.6184378862380981,0.6254280209541321,0.24720191955566406,34.403465270996094,53.299285888671875,44803.00390625,458.1168212890625,-0.0060546244494616985,0.051062941551208496,0.2473703771829605,0.8659007549285889,6961.34033203125,157.462890625,34.23224639892578,34.15372085571289,34.11521911621094,33.8127555847168,53.58108139038086,53.914207458496094,54.13412857055664,54.766483306884766,43591.68359375,43484.4609375,42585.65625,42490.76953125,441.7743835449219,435.5621032714844,422.8017883300781,417.5123596191406,0.6866294145584106,-0.6209864616394043,0.6162545680999756,0.21152687072753906,33.17422866821289,49.808956146240234,29972.29296875,171.7772674560547,-0.4553709030151367,-3.918255567550659,-10340.9287109375,-225.42333984375,32.76445007324219,32.8537483215332,32.922996520996094,32.90091323852539,49.29926300048828,49.9860954284668,49.94105911254883,50.78660202026367,29455.4375,29072.599609375,28366.576171875,27164.52734375,163.9464874267578,149.56982421875,142.70831298828125,146.226318359375,0.7103642225265503,-0.620442271232605,0.6434125304222107,0.23429155349731445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20240526102007,34.20609664916992,50.473690032958984,37331.93359375,293.5932631379043,0.004058317746967077,-1.182100534439087,3.493129253387451,-0.9840697050094604,34.174556732177734,33.78382873535156,33.69519805908203,34.00905990600586,50.495052337646484,50.89396286010742,51.50328826904297,50.88484573364258,36351.953125,36869.30859375,36830.2421875,35334.8984375,293.2916564941406,301.7226867675781,292.6638488769531,285.7677917480469,0.6923550963401794,-0.6242040395736694,0.570938766002655,-0.5581152439117432,34.871055603027344,51.91394805908203,46680.1953125,504.73382568359375,-0.009367628954350948,0.050817955285310745,0.2629118263721466,0.8635115027427673,7951.2880859375,182.3605499267578,34.70893478393555,34.62366485595703,34.591270446777344,34.28982925415039,52.18616485595703,52.89168167114258,52.97698974609375,53.42505645751953,45403.19921875,45376.78515625,44610.22265625,44668.06640625,487.4207458496094,481.7829895019531,467.05072021484375,471.8838195800781,0.688489556312561,-0.6301718950271606,0.5645987391471863,-0.5842236876487732,33.600406646728516,48.68162155151367,30283.556640625,174.53250122070312,-0.5032008290290833,-3.7929294109344482,-11598.66015625,-262.3744201660156,33.130096435546875,33.25146484375,33.235191345214844,33.27696990966797,48.169517517089844,48.625633239746094,48.519344329833984,49.28325653076172,29468.71875,29359.4140625,28998.548828125,27475.873046875,171.26483154296875,157.1859588623047,147.77976989746094,150.69973754882812,0.7079843282699585,-0.6286789178848267,0.5940961837768555,-0.564428985118866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20240526103007,34.591819763183594,49.001033782958984,38693.1875,320.20624668627926,-0.002961828140541911,-1.2076897621154785,-31.26189422607422,-1.585834264755249,34.52284240722656,34.25156021118164,34.12399673461914,34.508033752441406,48.82536697387695,49.334991455078125,49.8246955871582,49.570125579833984,37502.85546875,38452.109375,38345.8828125,37031.31640625,321.46142578125,332.5915222167969,322.7673034667969,310.6136779785156,0.6882776618003845,-0.6245855093002319,-0.17200523614883423,-0.9251644015312195,35.38722229003906,50.628963470458984,48407.64453125,541.8565673828125,-0.006671281065791845,0.05159430205821991,0.2569759488105774,0.8072360157966614,8661.794921875,191.9438934326172,35.191932678222656,35.168880462646484,35.02954864501953,34.80488586425781,50.594688415527344,51.587852478027344,51.41889190673828,51.81189727783203,47189.65625,47103.578125,46768.51171875,46636.30859375,531.2547607421875,523.1384887695312,512.2476196289062,514.96728515625,0.6893308758735657,-0.6330198049545288,-0.18141649663448334,-0.9461644887924194,33.939884185791016,47.1141242980957,30882.24609375,191.58291625976562,-0.5437120199203491,-3.8628079891204834,-12492.140625,-286.49176025390625,33.55482482910156,33.68256759643555,33.61952209472656,33.75292205810547,46.69876480102539,47.04943084716797,46.933101654052734,47.719661712646484,30244.576171875,29844.982421875,29636.408203125,28134.14453125,184.78579711914062,170.94692993164062,161.94459533691406,159.42086791992188,0.7057105898857117,-0.6310326457023621,-0.15077896416187286,-0.9234657883644104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
