SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_3_Temperature(°C),Avg_Lag_4_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_3_Humidity(%),Avg_Lag_4_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_3_Sunlight(Lux),Avg_Lag_4_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Avg_Sin_Hour,Avg_Cos_Hour,Avg_Sin_Minute,Avg_Cos_Minute,Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_3_Temperature(°C),Max_Lag_4_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_3_Humidity(%),Max_Lag_4_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_3_Sunlight(Lux),Max_Lag_4_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Max_Sin_Hour,Max_Cos_Hour,Max_Sin_Minute,Max_Cos_Minute,Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_3_Temperature(°C),Min_Lag_4_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_3_Humidity(%),Min_Lag_4_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_3_Sunlight(Lux),Min_Lag_4_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),Min_Sin_Hour,Min_Cos_Hour,Min_Sin_Minute,Min_Cos_Minute,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50
20240106090001,26.86188316345215,54.556495666503906,60017.07421875,969.7661743164062,0.18732543289661407,-0.4449748992919922,26.648473739624023,5.044849395751953,26.134153366088867,26.260400772094727,26.54839324951172,26.03597068786621,53.520023345947266,54.76634979248047,56.368961334228516,54.40425109863281,58999.38671875,59347.84765625,25.0,59667.6328125,941.1008911132812,965.9160766601562,0.728851318359375,-0.5918087959289551,-0.05477704107761383,0.704282283782959,28.014652252197266,57.04340744018555,69140.7421875,1171.7777099609375,1.026806354522705,-0.2900000214576721,0.9976600408554077,-3.0999999046325684,11701.4423828125,335.4904479980469,27.774709701538086,27.277400970458984,27.457565307617188,27.576086044311523,59.72593307495117,60.645042419433594,56.67338180541992,58.94169998168945,65.83000183105469,71992.1640625,70354.125,69604.6484375,1216.8951416015625,0.0,0.743578314781189,-0.575621485710144,-0.07225631177425385,0.710908055305481,25.48299789428711,52.790679931640625,51465.2890625,685.8367309570312,-0.8985600471496582,-3.273076295852661,-13062.6083984375,-317.5404357910156,25.729328155517578,25.593788146972656,24.71367835998535,24.771345138549805,51.938724517822266,52.20851135253906,52.399715423583984,18.899999618530273,49147.8828125,49095.61328125,48290.578125,49060.06640625,682.3580932617188,655.2272338867188,0.7441282868385315,-0.5905517339706421,-0.0870652049779892,0.6871803998947144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20240106091001,25.200397491455078,55.100093841552734,62294.98828125,1054.30859375,0.1330753117799759,-0.33731329441070557,63.37710952758789,3.7560181617736816,24.92863655090332,24.924304962158203,24.84670066833496,24.655414581298828,54.439208984375,55.17339324951172,57.350440979003906,55.112205505371094,62857.84765625,62652.109375,25.0,61463.84765625,1063.3502197265625,1050.6400146484375,0.7967799305915833,-0.5849871635437012,0.6452808380126953,0.3094686269760132,26.5042781829834,54.969078063964844,70350.4921875,1218.37060546875,1.1680755615234375,-0.2900000214576721,0.8301714062690735,-3.0999999046325684,7340.10400390625,254.621826171875,25.60651969909668,25.576196670532227,26.008533477783203,25.818946838378906,60.1043701171875,59.59489059448242,56.294071197509766,59.06703186035156,65.83000183105469,70679.9375,68399.390625,67030.0859375,1271.3277587890625,0.0,0.8130237460136414,-0.5597546100616455,0.6270657777786255,0.3157094717025757,24.470008850097656,53.515628814697266,57350.890625,832.7232055664062,-0.45663756132125854,-2.2821056842803955,-6890.2978515625,-214.75181579589844,24.792423248291016,24.074085235595703,23.753904342651367,24.114364624023438,53.415767669677734,53.806182861328125,53.156494140625,18.899999618530273,54119.06640625,55607.8359375,54868.75390625,55673.94921875,841.6979370117188,837.900390625,0.8100860118865967,-0.5933367013931274,0.605224072933197,0.3045729398727417,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20240106092001,23.997228622436523,55.054412841796875,62881.05078125,1094.609130859375,0.10541990399360657,-0.08311553299427032,47.46406936645508,2.204648971557617,23.888187408447266,23.947540283203125,23.393617630004883,23.493396759033203,54.658660888671875,54.34077072143555,57.802146911621094,55.68232727050781,63247.76171875,63404.7109375,25.0,61085.015625,1126.698974609375,1095.78466796875,0.7997350692749023,-0.555351197719574,0.6645545363426208,-0.573201596736908,25.061267852783203,54.23763656616211,69038.6171875,1213.5791015625,1.1876760721206665,-0.2900000214576721,0.5995029807090759,3.080482244491577,4207.64306640625,180.1888427734375,24.407331466674805,24.427249908447266,24.404199600219727,24.458906173706055,58.68403625488281,58.89790725708008,57.2586555480957,58.89737319946289,65.83000183105469,67222.203125,65826.6953125,63830.72265625,1288.8216552734375,0.0,0.8316426277160645,-0.5259538888931274,0.656313419342041,-0.5781452655792236,23.37715721130371,53.74213409423828,61349.41796875,950.7442626953125,-0.20162588357925415,-0.9744564294815063,-2209.514404296875,-119.47645568847656,23.886474609375,23.115711212158203,23.015512466430664,23.189651489257812,53.68918228149414,54.146080017089844,53.49555206298828,18.899999618530273,57461.00390625,60453.359375,58079.71484375,59680.57421875,940.0062255859375,942.601806640625,0.8272182941436768,-0.5692733526229858,0.6287364363670349,-0.5708507299423218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20240106093001,22.680904388427734,55.82059097290039,63033.28515625,1099.986083984375,0.13828960061073303,-0.13718709349632263,155.21998596191406,1.0790989398956299,22.71312141418457,22.71514892578125,22.111968994140625,22.24358558654785,55.6473274230957,54.13608932495117,58.33918380737305,56.65100860595703,62124.20703125,62341.65625,25.0,59483.76171875,1128.0032958984375,1103.496826171875,0.8062435984611511,-0.5301943421363831,-0.14186407625675201,-1.0,23.651744842529297,55.05794143676758,66100.359375,1171.93115234375,1.222054362297058,-0.2900000214576721,0.35630273818969727,2.158888578414917,872.79833984375,90.62483215332031,23.0794734954834,23.397239685058594,22.829805374145508,22.724817276000977,58.34550094604492,58.37800598144531,58.294776916503906,60.140899658203125,65.83000183105469,62512.23046875,62289.12109375,59981.27734375,1258.5631103515625,0.0,0.8589097261428833,-0.49920111894607544,-0.13622550666332245,-1.0,22.237728118896484,54.983428955078125,64410.74609375,1043.1136474609375,-0.17224760353565216,-0.7609866261482239,3167.042724609375,-10.690489768981934,22.840682983398438,22.0203800201416,22.04383087158203,22.19498062133789,55.2798957824707,55.50520324707031,54.903873443603516,18.899999618530273,59296.98828125,63152.546875,60264.15625,62554.42578125,1016.3050537109375,1021.5816040039062,0.8373020887374878,-0.545509934425354,-0.16851496696472168,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240106094001,22.203691482543945,56.969478607177734,65404.28515625,1144.9439697265625,0.17859725654125214,-0.17430883646011353,137.5194549560547,-4.111103534698486,22.466196060180664,22.26639747619629,21.32938575744629,21.570587158203125,56.90550994873047,55.10807418823242,59.68500900268555,56.95063018798828,64178.59765625,63776.9765625,25.0,60443.3984375,1162.1177978515625,1142.556640625,0.7694208025932312,-0.5357682704925537,-0.8700000047683716,-0.5848702788352966,23.00518035888672,55.267982482910156,65905.25,1174.7318115234375,1.2055643796920776,-0.2900000214576721,0.29166379570961,-3.0999999046325684,-1799.6552734375,17.657567977905273,22.65712547302246,22.697757720947266,22.053407669067383,21.920528411865234,58.68931579589844,59.55461120605469,58.62334442138672,61.39276885986328,65.83000183105469,61320.3125,62282.53125,59963.55859375,1257.3204345703125,0.0,0.8334918022155762,-0.5015347003936768,-0.8700000047683716,-0.6103074550628662,21.893220901489258,55.58064270019531,68679.0,1153.2564697265625,-0.06846187263727188,-1.4581531286239624,5804.67041015625,67.97457885742188,22.414531707763672,21.550622940063477,21.552284240722656,21.8507137298584,56.34193420410156,56.702213287353516,55.834712982177734,18.899999618530273,63180.98828125,66488.34375,64012.13671875,65786.9921875,1114.3978271484375,1122.749755859375,0.7933445572853088,-0.5445884466171265,-0.8700000047683716,-0.5748517513275146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240106095001,22.346338272094727,55.45082092285156,69818.1953125,1221.0157470703125,0.23262132704257965,-0.3811200261116028,-129.97369384765625,-5.516386032104492,22.526206970214844,22.201162338256836,20.99901008605957,21.289644241333008,55.934608459472656,55.138328552246094,57.97221755981445,56.258323669433594,68282.234375,67920.34375,25.0,63736.3671875,1223.447021484375,1220.2274169921875,0.7431411147117615,-0.5498521327972412,-0.8700000047683716,0.35712337493896484,22.55885887145996,53.326229095458984,66690.578125,1185.227294921875,1.24784255027771,-0.2900000214576721,0.30515387654304504,-3.0999999046325684,-4957.58154296875,-59.743064880371094,22.54138946533203,22.079910278320312,21.53011703491211,21.59186363220215,57.86274337768555,58.782814025878906,57.4915657043457,61.085418701171875,65.83000183105469,62201.9765625,63871.6875,61606.55859375,1278.887451171875,0.0,0.8259673118591309,-0.5118739604949951,-0.8700000047683716,0.31770575046539307,21.89080238342285,53.68190002441406,74747.2109375,1285.869873046875,0.009158634580671787,-3.7765896320343018,8187.115234375,161.7188720703125,22.36433219909668,21.333683013916016,21.525747299194336,21.606367111206055,54.237770080566406,55.39646530151367,54.33277130126953,18.899999618530273,68744.140625,71373.359375,70083.0390625,70900.4453125,1240.6456298828125,1246.8150634765625,0.7690543532371521,-0.5529200434684753,-0.8700000047683716,0.3832055330276489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20240106100001,22.651708602905273,53.786224365234375,74398.9140625,1333.652099609375,0.20267151296138763,-0.38190752267837524,-211.0683135986328,2.0652716159820557,22.768234252929688,22.49703598022461,21.335790634155273,21.573246002197266,53.74427032470703,53.876739501953125,55.03868103027344,55.997528076171875,73085.21875,73139.9921875,25.0,68306.8203125,1339.1888427734375,1313.760009765625,0.5696767568588257,-0.7228409051895142,-0.07246632874011993,0.7902693748474121,22.84513282775879,50.69745635986328,69744.4765625,1227.2677001953125,1.0967150926589966,-0.2900000214576721,0.6092302203178406,-3.0999999046325684,-8621.9345703125,-167.73179626464844,22.80817985534668,22.3615665435791,21.720291137695312,22.184907913208008,56.019351959228516,56.73876953125,56.74575424194336,58.965484619140625,65.83000183105469,63789.4140625,64797.5546875,62279.31640625,1314.5655517578125,0.0,0.6285398602485657,-0.6840049028396606,-0.08089656382799149,0.756432056427002,22.419597625732422,51.99211502075195,82982.6328125,1462.9056396484375,0.2890678346157074,-4.628998756408691,12242.8330078125,259.4706115722656,22.944564819335938,22.090560913085938,22.13044548034668,21.849153518676758,52.58890151977539,53.79448318481445,52.308414459228516,18.899999618530273,75846.7734375,78834.4140625,77268.640625,78351.2421875,1428.618896484375,1428.8865966796875,0.5864834785461426,-0.7261954545974731,-0.08861871063709259,0.8146846294403076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20240106101001,22.62880516052246,53.61458969116211,74667.9453125,1356.0107421875,0.2056579291820526,-0.16311921179294586,-13.818512916564941,1.0930055379867554,22.614168167114258,22.402851104736328,21.356334686279297,21.649372100830078,52.56100845336914,53.46827697753906,55.28618240356445,56.81389617919922,74146.65625,74644.9765625,25.0,69390.515625,1370.0469970703125,1340.9368896484375,0.594573438167572,-0.7005456686019897,0.6783369779586792,0.3468186855316162,22.74983024597168,50.746219635009766,69476.328125,1217.5350341796875,1.0537887811660767,-0.2900000214576721,0.49108901619911194,-3.0999999046325684,-10843.125,-208.09803771972656,22.376144409179688,22.150075912475586,21.358278274536133,22.423824310302734,55.065155029296875,56.0048713684082,57.049400329589844,58.550357818603516,65.83000183105469,63185.0078125,63499.06640625,60912.875,1293.391357421875,0.0,0.6257546544075012,-0.6554882526397705,0.6706569790840149,0.3159559965133667,21.899887084960938,52.31897735595703,85052.2890625,1504.967529296875,0.5658663511276245,-5.6706109046936035,14473.2431640625,312.6137390136719,23.02484893798828,22.194852828979492,22.113645553588867,21.911701202392578,52.47554397583008,53.53217315673828,52.37947082519531,18.899999618530273,78791.7890625,82411.8984375,81648.0390625,81993.984375,1490.73486328125,1499.555419921875,0.5998510718345642,-0.7072795629501343,0.6603924632072449,0.35618162155151367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20240106102001,22.61689567565918,53.34792709350586,75249.0234375,1395.4906005859375,0.20281146466732025,0.03580095246434212,197.3961944580078,-1.7926467657089233,22.786663055419922,22.559385299682617,21.529747009277344,21.986064910888672,52.596412658691406,52.564903259277344,55.88625717163086,57.14657211303711,73912.1953125,74877.6640625,25.0,69596.5234375,1409.0845947265625,1376.28271484375,0.5640783309936523,-0.6910583972930908,0.69842928647995,-0.5236921310424805,22.81242561340332,51.61536407470703,69139.5859375,1241.5089111328125,1.0630824565887451,-0.2900000214576721,0.2876560091972351,3.0760226249694824,-10957.419921875,-198.59799194335938,22.345195770263672,22.58914566040039,21.351726531982422,22.707260131835938,54.545711517333984,55.99039840698242,57.0307731628418,58.917884826660156,65.83000183105469,63921.02734375,62879.6640625,60581.60546875,1334.1480712890625,0.0,0.5903911590576172,-0.6503822803497314,0.7024843692779541,-0.5514765381813049,21.73770523071289,52.4223518371582,85805.9609375,1540.1026611328125,0.4366028606891632,-5.454720973968506,15306.3154296875,307.4765319824219,23.01540756225586,22.245759963989258,22.453842163085938,22.010000228881836,51.88282775878906,52.89407730102539,52.40550231933594,18.899999618530273,80191.5390625,84288.84375,82526.765625,83424.109375,1516.68896484375,1533.0606689453125,0.5747950077056885,-0.7021430730819702,0.6773863434791565,-0.513307511806488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20240106103001,22.71368980407715,53.55411911010742,77717.9375,1449.6884765625,0.2618902623653412,-0.19231843948364258,466.7605895996094,-9.399763107299805,23.201053619384766,22.72972869873047,21.878786087036133,22.237262725830078,53.08148956298828,51.93921661376953,55.88796615600586,57.10293960571289,75694.703125,75990.84375,25.0,71509.8359375,1461.76953125,1435.4320068359375,0.5799351334571838,-0.6963769197463989,-0.09415517002344131,-1.0,23.078651428222656,51.698219299316406,70205.375,1304.7811279296875,1.1225947141647339,-0.2900000214576721,0.08722143620252609,1.4990475177764893,-11731.27734375,-200.9068145751953,22.529457092285156,23.188377380371094,21.44571876525879,22.478731155395508,54.30392074584961,55.059844970703125,56.19043731689453,60.535037994384766,65.83000183105469,65487.47265625,64129.51953125,62117.37890625,1398.2735595703125,0.0,0.6100777387619019,-0.6624259948730469,-0.080753855407238,-1.0,21.973567962646484,52.81072998046875,87918.953125,1602.170166015625,0.4254034757614136,-5.194669246673584,16630.705078125,310.1521301269531,23.27279281616211,22.340055465698242,22.7536563873291,22.468219757080078,52.66105651855469,53.13945007324219,52.89011764526367,18.899999618530273,82243.1171875,86490.625,85012.4140625,86258.5546875,1569.05859375,1604.689697265625,0.5885941386222839,-0.7040688991546631,-0.10966261476278305,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
