SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),MA6_Temperature(°C),MA6_Max_Temperature(°C),MA6_Min_Temperature(°C),MA6_Humidity(%),MA6_Max_Humidity(%),MA6_Min_Humidity(%),MA6_Sunlight(Lux),MA6_Max_Sunlight(Lux),MA6_Min_Sunlight(Lux),MA6_Power(mW),MA6_Max_Power(mW),MA6_Min_Power(mW),Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50,Avg_Power(mW)
20240214090013,29.96547508239746,36.47184371948242,24551.521484375,31.174257278442383,38.54291915893555,28463.33984375,360.503662109375,29.048246383666992,32.887847900390625,22587.146484375,248.4826202392578,29.752595901489258,30.202863693237305,36.232608795166016,36.63809585571289,28238.91015625,25987.283203125,274.6729431152344,306.5412292480469,31.017478942871094,31.398942947387695,38.58769607543945,39.050559997558594,28194.697265625,29713.138671875,347.6810607910156,384.9889221191406,28.82750129699707,28.730514526367188,34.47003936767578,32.6065559387207,23543.244140625,23150.75390625,234.09518432617188,214.32220458984375,28.485755920410156,28.948705673217773,27.75676727294922,41.99776840209961,43.76022720336914,39.83831024169922,18574.705078125,19485.376953125,18177.896484375,126.9979248046875,100.68099975585938,81.8079605102539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,275.740981308238
20240214091013,30.179716110229492,36.661598205566406,26309.84375,31.41505241394043,38.516048431396484,29297.626953125,389.8874206542969,29.26372528076172,32.94899368286133,24193.69140625,282.19512939453125,30.112977981567383,30.431835174560547,36.319000244140625,36.76042556762695,29866.091796875,27360.9453125,315.6324462890625,337.19317626953125,31.168046951293945,31.654367446899414,38.68212127685547,39.19209671020508,29497.634765625,31171.921875,369.9969177246094,409.8697814941406,29.051525115966797,28.943099975585938,34.623939514160156,32.83127975463867,25288.41796875,24655.623046875,279.6708679199219,266.1055908203125,28.999013900756836,29.371667861938477,28.24320411682129,41.86054992675781,43.361671447753906,39.551788330078125,19985.65234375,20803.876953125,20103.001953125,161.00216674804688,133.67889404296875,128.24241638183594,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,319.2270637494793
20240214092013,30.784669876098633,36.393245697021484,28773.794921875,31.79323387145996,37.99155044555664,31171.611328125,446.24993896484375,29.692913055419922,32.70253372192383,26572.78125,346.6496276855469,30.628677368164062,30.876802444458008,35.70866775512695,36.44697952270508,32080.76953125,29801.369140625,378.74078369140625,393.4833068847656,31.630483627319336,32.158748626708984,38.1771125793457,38.79559326171875,31722.212890625,33516.03515625,429.3926696777344,468.9237060546875,29.54571533203125,29.36443328857422,34.14238739013672,32.364349365234375,27406.3203125,26653.79296875,334.3769226074219,320.7357482910156,29.700960159301758,30.054645538330078,28.994386672973633,40.83639907836914,42.23839569091797,38.402435302734375,22424.86328125,23027.26171875,22406.5078125,209.1371307373047,191.99899291992188,175.61314392089844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,381.0355220617695
20240214093013,31.440603256225586,36.11884689331055,31021.8359375,32.284210205078125,37.473358154296875,33739.94140625,499.1361389160156,30.200389862060547,32.585121154785156,28665.587890625,399.49346923828125,31.21574592590332,31.38999366760254,35.320213317871094,36.100582122802734,34101.44921875,32166.44921875,432.9374694824219,445.7345275878906,32.21534729003906,32.82182693481445,37.92802429199219,38.259151458740234,34080.45703125,36096.11328125,492.0854797363281,534.2621459960938,30.145078659057617,29.97087287902832,33.49824142456055,31.886215209960938,29329.7421875,28492.24609375,374.64007568359375,358.48553466796875,30.405250549316406,30.88107681274414,29.774700164794922,39.75951385498047,41.30994415283203,37.24138641357422,25061.8203125,25836.017578125,24499.73046875,266.1591491699219,257.36346435546875,224.6175079345703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,432.957035377638
20240214094013,31.59404182434082,36.170921325683594,33787.00390625,32.414920806884766,37.52334976196289,36782.16015625,569.755859375,30.23779296875,32.86969757080078,30933.5234375,451.548583984375,31.46169662475586,31.552324295043945,35.39961242675781,36.347267150878906,36702.30859375,34718.9609375,496.48956298828125,512.7144775390625,32.42206954956055,32.919891357421875,38.087276458740234,38.382240295410156,37245.54296875,38969.65234375,565.66748046875,610.603515625,30.294754028320312,30.14615821838379,33.671634674072266,32.058353424072266,31441.595703125,30573.95703125,426.9310607910156,411.8860168457031,30.95195960998535,31.308609008789062,30.21449851989746,39.1589469909668,40.496726989746094,36.537288665771484,27694.59375,28803.2421875,26822.224609375,331.4173278808594,327.2762451171875,273.24346923828125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,498.290004982434
20240214095013,31.923999786376953,36.060733795166016,36041.37109375,32.626712799072266,37.414005279541016,39394.31640625,637.5982055664062,30.510557174682617,32.8943977355957,33090.58984375,501.697509765625,31.7818660736084,31.869544982910156,35.17910385131836,36.222835540771484,39224.03515625,37285.83984375,555.3197021484375,572.8255004882812,32.778221130371094,33.19252395629883,37.91636276245117,38.302215576171875,39856.484375,41941.37109375,628.564208984375,676.8587036132812,30.687482833862305,30.433399200439453,33.384429931640625,31.933210372924805,33691.22265625,32709.646484375,489.5643310546875,473.8259582519531,31.480371475219727,31.96554183959961,30.71132469177246,38.182559967041016,39.73779296875,35.551822662353516,30395.626953125,31743.28125,29159.9453125,391.4742736816406,395.7781066894531,328.7514343261719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,552.6643757969844
20240214100013,31.927438735961914,36.00990676879883,38150.4140625,32.7344970703125,37.49299240112305,42166.12890625,696.0767211914062,30.368518829345703,33.12885665893555,34831.19140625,544.8780517578125,31.844226837158203,31.879730224609375,35.64890670776367,36.72102737426758,41720.48828125,39833.15625,608.8189086914062,632.206298828125,32.78761672973633,33.08418655395508,38.03276443481445,38.52812576293945,42609.02734375,44893.73046875,689.2044677734375,746.6513671875,30.677127838134766,30.45221519470215,33.609230041503906,32.2546501159668,35939.0859375,34801.4453125,535.8157348632812,532.4693603515625,31.67224884033203,32.16044616699219,30.82044219970703,37.987911224365234,39.37551498413086,35.37809371948242,33132.32421875,34604.84765625,31632.978515625,455.3485412597656,459.6727294921875,381.2810363769531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,600.461924083545
20240214101013,31.872676849365234,36.54081726074219,40724.875,32.87831497192383,38.20728302001953,44789.5390625,762.0436401367188,30.328306198120117,33.5045280456543,36853.3125,585.1342163085938,31.96390724182129,31.931604385375977,36.283992767333984,37.309085845947266,44175.703125,42143.0,664.8872680664062,690.5447998046875,32.701717376708984,33.11802291870117,38.51327896118164,39.242835998535156,45275.59375,47878.21484375,745.3201904296875,805.115966796875,30.682531356811523,30.48002052307129,34.18980407714844,32.979515075683594,38261.9296875,36960.03515625,584.04248046875,593.5504760742188,31.84085464477539,32.37237548828125,30.842140197753906,38.67673110961914,39.841033935546875,35.89213562011719,35618.53515625,37209.14453125,34135.15625,507.5641174316406,508.11907958984375,439.6591491699219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,659.2638743859286
20240214102013,31.85694694519043,37.328155517578125,42417.3359375,32.84333038330078,38.87654113769531,46739.13671875,819.5531616210938,30.321086883544922,34.05039596557617,38127.8203125,613.5535278320312,31.836606979370117,31.85459327697754,36.86618423461914,38.09033966064453,45534.52734375,43818.09375,708.1197509765625,734.3656005859375,32.58552932739258,33.046485900878906,39.1933479309082,39.94389724731445,47206.828125,50016.546875,796.0034790039062,857.6921997070312,30.677453994750977,30.375425338745117,34.84952163696289,33.616294860839844,39317.61328125,37802.93359375,600.873291015625,615.8162841796875,31.966123580932617,32.55170440673828,30.926067352294922,38.8535270690918,40.035072326660156,36.01518249511719,38195.91796875,40041.140625,36094.60546875,560.1804809570312,571.9437866210938,476.9449768066406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,703.143770093666
20240214103013,31.85910415649414,38.30113983154297,42923.94921875,32.84303283691406,39.67208480834961,48124.9375,844.712646484375,30.41217803955078,34.874671936035156,38265.6171875,608.6182861328125,31.734420776367188,31.825708389282227,37.870208740234375,38.926204681396484,45835.84765625,44311.265625,720.29296875,747.2468872070312,32.54188537597656,33.113502502441406,40.31109619140625,40.58946228027344,48137.1875,51258.42578125,826.6449584960938,886.8781127929688,30.723329544067383,30.391098022460938,35.52888870239258,34.324039459228516,39192.703125,37685.18359375,579.3705444335938,597.6109619140625,32.063385009765625,32.7933464050293,31.071195602416992,39.00373458862305,40.53948211669922,36.19561004638672,40230.6796875,42760.015625,37116.2734375,606.84912109375,632.9578857421875,499.86102294921875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,716.308639989239
