SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_3_Temperature(°C),Avg_Lag_4_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_3_Humidity(%),Avg_Lag_4_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_3_Sunlight(Lux),Avg_Lag_4_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Avg_Lag_3_Power(mW),Avg_Lag_4_Power(mW),Avg_Sin_Hour,Avg_Cos_Hour,Avg_Sin_Minute,Avg_Cos_Minute,Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_3_Temperature(°C),Max_Lag_4_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_3_Humidity(%),Max_Lag_4_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_3_Sunlight(Lux),Max_Lag_4_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Max_Lag_3_Power(mW),Max_Lag_4_Power(mW),Max_Sin_Hour,Max_Cos_Hour,Max_Sin_Minute,Max_Cos_Minute,Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_3_Temperature(°C),Min_Lag_4_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_3_Humidity(%),Min_Lag_4_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_3_Sunlight(Lux),Min_Lag_4_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),Min_Lag_3_Power(mW),Min_Lag_4_Power(mW),Min_Sin_Hour,Min_Cos_Hour,Min_Sin_Minute,Min_Cos_Minute,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50
20240316090016,32.790828704833984,43.018245697021484,48494.5703125,533.4184088559905,0.033316608518362045,-0.005342619493603706,60.650718688964844,0.6972163319587708,32.76983642578125,32.804264068603516,32.61180877685547,32.590885162353516,43.4433708190918,43.73198699951172,43.68064880371094,43.94015884399414,48084.125,48151.15625,48914.8203125,48153.79296875,533.7007446289062,539.5335083007812,533.8799438476562,522.2518920898438,0.7116424441337585,-0.6223007440567017,0.0466313362121582,0.8137611150741577,33.876869201660156,45.67357635498047,67763.03125,958.9085083007812,0.45890963077545166,0.07177124172449112,0.4884691536426544,2.4475293159484863,19171.53125,460.7648620605469,33.83238983154297,33.88070297241211,33.7470817565918,33.8536262512207,46.277286529541016,46.231689453125,46.41946029663086,46.4498405456543,68806.8359375,68472.984375,68762.125,69539.0546875,969.8717041015625,968.8097534179688,974.1118774414062,986.7949829101562,0.7099043726921082,-0.6227579116821289,0.04689839482307434,0.8131504058837891,31.663068771362305,40.42000961303711,32149.888671875,220.25848388671875,-0.2749519944190979,-1.8765825033187866,-16021.73828125,-337.2798767089844,31.7150936126709,31.68033218383789,31.608020782470703,31.289493560791016,40.48587417602539,40.14170837402344,40.39722442626953,40.85399627685547,31818.982421875,31226.59765625,29869.359375,29974.73046875,208.6377716064453,209.17971801757812,199.00363159179688,174.02618408203125,0.7114635109901428,-0.6177482604980469,0.04663766548037529,0.8142495155334473,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20240316091016,32.42864227294922,43.94097900390625,49888.91015625,561.693927428429,0.027376411482691765,0.01859796606004238,110.1795883178711,2.4809517860412598,32.465782165527344,32.394657135009766,32.259220123291016,32.25420379638672,44.32085418701172,44.71842956542969,44.62308120727539,44.87885665893555,49883.91015625,50213.28515625,50483.484375,49993.3125,558.0277709960938,571.7025756835938,566.1177978515625,555.722412109375,0.7393664121627808,-0.6380163431167603,0.7467169165611267,0.41561710834503174,33.361629486083984,46.66727828979492,67171.984375,910.1714477539062,0.47577640414237976,0.07274797558784485,0.44128847122192383,2.365015745162964,15689.53515625,376.95196533203125,33.3995246887207,33.40829849243164,33.30085754394531,33.41360092163086,47.33333969116211,47.027198791503906,47.344242095947266,47.2113037109375,68046.890625,67502.2578125,67617.78125,68050.234375,917.6575317382812,917.5322875976562,918.2649536132812,926.336181640625,0.7402021884918213,-0.6381139755249023,0.748417317867279,0.4129754304885864,31.4310359954834,41.639610290527344,35995.01171875,298.2417297363281,-0.24536123871803284,-1.5061919689178467,-11934.2685546875,-242.08926391601562,31.45414924621582,31.36478614807129,31.407190322875977,31.11253547668457,41.3133430480957,41.40571975708008,41.432762145996094,41.9765510559082,35973.01953125,35523.54296875,34667.85546875,34368.33203125,282.02349853515625,290.8211669921875,278.64727783203125,266.8587646484375,0.7400595545768738,-0.6345564126968384,0.7501556873321533,0.41382360458374023,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20240316092016,32.48079299926758,43.77756118774414,54161.39453125,649.6788733421374,0.02073490433394909,0.0005414211773313582,-0.2604272663593292,1.084794282913208,32.550697326660156,32.461273193359375,32.40454864501953,32.360469818115234,43.88103485107422,44.23957824707031,44.03853225708008,44.40452194213867,54510.48828125,54706.734375,55100.8203125,54744.3203125,649.4510498046875,658.7227783203125,658.1951293945312,649.5548095703125,0.723722517490387,-0.6511064767837524,0.733111560344696,-0.4763193726539612,33.43074417114258,46.15827178955078,70401.375,961.1535034179688,0.49305012822151184,0.07480520009994507,0.4325048625469208,2.292032480239868,14517.4248046875,350.2008056640625,33.47744369506836,33.49016189575195,33.414215087890625,33.43825149536133,46.641685485839844,46.55718231201172,46.75557327270508,46.55302810668945,71172.6484375,70764.2265625,70876.578125,71070.859375,973.9290161132812,973.2473754882812,966.705078125,978.3092651367188,0.7261426448822021,-0.6524612903594971,0.7347589135169983,-0.48394376039505005,31.554475784301758,41.39850616455078,40642.4375,388.39111328125,-0.3161255419254303,-1.8095239400863647,-12050.375,-249.85887145996094,31.56365203857422,31.536211013793945,31.56494903564453,31.309677124023438,40.90921401977539,41.15130615234375,41.19995880126953,41.58255386352539,40587.98046875,40382.09765625,39812.03515625,39441.07421875,377.1317443847656,383.85003662109375,372.7676086425781,370.0757751464844,0.7254106402397156,-0.6493006944656372,0.7359744310379028,-0.48348861932754517,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20240316093016,32.791439056396484,42.946041107177734,59914.9609375,754.2308042047375,0.020881345495581627,-0.06142331659793854,-141.58372497558594,-1.7391490936279297,32.886165618896484,32.86032485961914,32.77625274658203,32.68611526489258,42.988033294677734,43.49097442626953,43.13957214355469,43.56998062133789,60254.7265625,60334.69140625,60787.94140625,60688.09765625,756.7852172851562,764.6841430664062,765.8355712890625,758.14208984375,0.7187033295631409,-0.6493699550628662,0.003934940323233604,-0.8740186095237732,33.87314224243164,45.08457565307617,75795.9140625,1061.34814453125,0.49237319827079773,0.07719684392213821,0.46098101139068604,2.2617268562316895,15133.111328125,363.6858215332031,33.874053955078125,33.830352783203125,33.800601959228516,33.7863883972168,45.78586196899414,45.58694839477539,45.723533630371094,45.38472366333008,76551.1328125,76218.65625,76206.6640625,76353.65625,1077.385986328125,1074.4989013671875,1073.298583984375,1084.2076416015625,0.723483681678772,-0.6512083411216736,0.01007148064672947,-0.8843289613723755,31.91480255126953,40.489322662353516,45630.921875,471.57904052734375,-0.4599795937538147,-2.6546030044555664,-14534.1728515625,-319.62994384765625,31.8890380859375,31.83161163330078,31.904483795166016,31.61196517944336,39.9697265625,40.23479080200195,40.309532165527344,40.70680618286133,45545.53125,45279.08203125,44725.0625,44609.4140625,469.1906433105469,466.8475036621094,466.622802734375,463.274169921875,0.7211270332336426,-0.6476448774337769,0.007136739324778318,-0.8863909840583801,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240316094016,33.059139251708984,42.508243560791016,62729.8984375,807.4043200557558,0.025071142241358757,-0.002085405634716153,-64.5868911743164,-0.4506323039531708,33.146827697753906,33.10271453857422,32.99472427368164,32.88291549682617,42.396724700927734,42.70420455932617,42.49241638183594,42.91830062866211,62953.32421875,62923.8984375,63297.1875,63276.94140625,807.3418579101562,815.6884765625,813.44189453125,810.66552734375,0.7260475754737854,-0.6485762596130371,-0.7981687188148499,-0.39028674364089966,34.10886001586914,44.619266510009766,77760.4140625,1090.0699462890625,0.5104715824127197,0.07825183868408203,0.46580418944358826,2.2258310317993164,14642.3447265625,355.9391174316406,34.0794677734375,33.993736267089844,34.00191879272461,34.0188102722168,45.05521774291992,45.076759338378906,45.15034103393555,44.84944534301758,78396.0078125,78139.421875,78051.8203125,78240.4296875,1107.0865478515625,1102.12109375,1101.440185546875,1114.9500732421875,0.7322334051132202,-0.6493811011314392,-0.7928774952888489,-0.396928071975708,32.16740036010742,39.9282112121582,48408.296875,522.2754516601562,-0.35993802547454834,-2.500504732131958,-13382.5234375,-307.2646789550781,32.10663986206055,32.05738830566406,32.04734802246094,31.837894439697266,39.398277282714844,39.62964630126953,39.73976135253906,40.0361213684082,48412.6953125,48198.31640625,47692.3828125,47764.8359375,524.114013671875,522.1593017578125,524.8822021484375,519.36572265625,0.7284674644470215,-0.645187497138977,-0.7999997138977051,-0.40165865421295166,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240316095016,33.52729034423828,41.97550582885742,69180.84375,928.5451355752455,0.03335021063685417,0.014606371521949768,-45.35145950317383,0.6840360760688782,33.58656692504883,33.514827728271484,33.42523956298828,33.30205154418945,42.004947662353516,41.97383499145508,42.01786422729492,42.35014343261719,69220.5390625,69267.6484375,69622.9921875,69497.796875,926.5693969726562,934.7225341796875,935.4772338867188,931.1090087890625,0.7381554245948792,-0.68522709608078,-0.7722834348678589,0.5320529937744141,34.52708435058594,44.04076385498047,82959.171875,1187.661865234375,0.5164905786514282,0.07926268130540848,0.4920824468135834,2.229773759841919,14525.3193359375,351.2981872558594,34.516441345214844,34.45167922973633,34.40730285644531,34.5161018371582,44.415958404541016,44.63840866088867,44.61586380004883,44.42096710205078,83632.109375,83148.8984375,83183.7109375,83394.7734375,1202.998046875,1196.7288818359375,1198.67333984375,1210.65380859375,0.7443690299987793,-0.6860641241073608,-0.7702207565307617,0.5314878225326538,32.57075881958008,39.37248992919922,54711.50390625,635.2486572265625,-0.2822270393371582,-1.8701136112213135,-11933.4580078125,-264.0907897949219,32.525001525878906,32.50261306762695,32.408668518066406,32.19100570678711,38.92360305786133,38.90863037109375,39.220733642578125,39.31568908691406,54843.08203125,54613.81640625,54244.51953125,54232.98046875,638.7722778320312,640.9718017578125,646.550537109375,634.9820556640625,0.7391909956932068,-0.6819855570793152,-0.7791720628738403,0.5315579175949097,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20240316100016,33.484989166259766,42.32682800292969,71740.8359375,983.7485211862552,0.019730545580387115,0.06450644880533218,-106.18131256103516,0.45411595702171326,33.4969482421875,33.443389892578125,33.381771087646484,33.27493667602539,42.260231018066406,42.48774337768555,42.302921295166016,42.5883903503418,71787.140625,71973.53125,72386.84375,72087.7734375,982.3507690429688,988.3292846679688,996.3473510742188,991.2350463867188,0.5517114400863647,-0.8298444747924805,0.13224607706069946,0.8479114770889282,34.34915542602539,43.865447998046875,84008.8359375,1207.1199951171875,0.5251473784446716,0.07987011969089508,0.46014872193336487,2.17836594581604,12888.076171875,309.72210693359375,34.3673210144043,34.35894775390625,34.2672004699707,34.48236083984375,44.501365661621094,44.69646453857422,44.487789154052734,44.07087707519531,84777.7265625,84182.390625,84382.4765625,84594.2421875,1207.6513671875,1206.82666015625,1209.77392578125,1219.002685546875,0.554850697517395,-0.8343231081962585,0.13694381713867188,0.8481026887893677,32.596405029296875,39.87021255493164,58163.2265625,708.3945922851562,-0.29018041491508484,-1.3482919931411743,-9629.833984375,-206.8639373779297,32.55269241333008,32.549686431884766,32.517818450927734,32.232784271240234,39.740989685058594,39.323368072509766,39.640079498291016,39.499019622802734,58268.0546875,58260.30078125,58018.90625,57805.18359375,711.3108520507812,721.2850341796875,724.1128540039062,715.7904663085938,0.551651656627655,-0.8275725841522217,0.1331481635570526,0.848008394241333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20240316101016,33.85392379760742,41.929996490478516,75861.8203125,1064.153884683861,0.010774733498692513,0.04226187616586685,-206.79811096191406,-1.8570191860198975,33.900177001953125,33.8096923828125,33.7235107421875,33.69944763183594,42.000396728515625,42.1233024597168,42.37527084350586,42.27834701538086,76260.0625,76850.921875,76995.453125,76955.65625,1064.002197265625,1077.271240234375,1084.45947265625,1082.239501953125,0.5691023468971252,-0.845871090888977,0.7675982117652893,0.46143031120300293,34.720890045166016,44.00164794921875,87793.96875,1271.534423828125,0.5307443141937256,0.08486487716436386,0.46346035599708557,2.1934332847595215,11805.326171875,282.3622741699219,34.76670837402344,34.73609924316406,34.65753936767578,34.779579162597656,44.43986892700195,44.55389404296875,44.42271423339844,44.04007339477539,88404.171875,87904.703125,88210.375,88274.6953125,1275.09228515625,1279.3822021484375,1283.408935546875,1289.0037841796875,0.5756030082702637,-0.8483163118362427,0.7698585987091064,0.46225953102111816,32.948890686035156,39.61343002319336,62862.91796875,800.0396728515625,-0.3963903486728668,-1.2563574314117432,-9245.7890625,-185.6744842529297,32.92081069946289,32.83951187133789,32.944725036621094,32.671566009521484,39.39185333251953,39.41722869873047,39.567710876464844,39.53907775878906,63297.578125,63293.39453125,63548.16796875,63009.18359375,802.4505004882812,814.0306396484375,813.9971313476562,813.7474365234375,0.573112964630127,-0.8432029485702515,0.7705367803573608,0.4619952440261841,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20240316102016,34.505096435546875,40.88210678100586,78701.0546875,1122.3778104090213,0.0017228559590876102,0.0379197783768177,-288.5335693359375,-4.3367109298706055,34.56428527832031,34.487457275390625,34.43232727050781,34.41156005859375,40.82748794555664,40.93374252319336,40.91636657714844,40.9675407409668,79409.4375,79897.296875,80182.546875,80234.2734375,1126.649169921875,1138.18798828125,1145.1756591796875,1147.0809326171875,0.5414084196090698,-0.8557170629501343,0.7469807863235474,-0.44658440351486206,35.488380432128906,43.04597854614258,90890.328125,1345.1973876953125,0.5316973328590393,0.08767346292734146,0.4804014563560486,2.230194568634033,12526.693359375,302.54443359375,35.49594497680664,35.48799133300781,35.4560546875,35.46745300292969,43.113914489746094,43.369407653808594,43.24237823486328,42.86029815673828,91371.375,91035.7109375,91413.5625,91393.015625,1354.8194580078125,1360.3941650390625,1360.30712890625,1369.915771484375,0.5488466024398804,-0.8569931983947754,0.7490010857582092,-0.443433940410614,33.584449768066406,38.551334381103516,65429.5703125,847.9093627929688,-0.47456347942352295,-1.6154142618179321,-11174.3232421875,-230.08258056640625,33.560035705566406,33.54178237915039,33.64236831665039,33.41868209838867,38.21216583251953,38.41000747680664,38.5355339050293,38.51708221435547,65848.2109375,65968.40625,66368.2265625,65814.59375,851.36767578125,859.9468383789062,858.2804565429688,864.36376953125,0.5480422377586365,-0.8529337048530579,0.7494925856590271,-0.44463157653808594,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20240316103016,34.93404769897461,39.87082290649414,80027.1875,1141.7795862170592,-0.0024310790468007326,-0.008340489119291306,-407.11578369140625,-7.307483673095703,35.013126373291016,35.004844665527344,34.89563751220703,34.85710144042969,39.78969192504883,40.096622467041016,39.7688102722168,39.89359664916992,80712.1875,81045.8515625,81435.453125,81629.0390625,1149.505859375,1160.5146484375,1165.1630859375,1169.7442626953125,0.5339458584785461,-0.8546755909919739,0.0451730415225029,-0.8555401563644409,36.071197509765625,42.08761978149414,92990.7734375,1406.3861083984375,0.5120158791542053,0.089597687125206,0.5191364288330078,2.2921059131622314,14862.689453125,358.80096435546875,36.028934478759766,35.992515563964844,36.01689529418945,35.988346099853516,42.31953811645508,42.293087005615234,42.232521057128906,41.70868682861328,93433.3203125,93216.796875,93473.40625,93479.0234375,1417.4644775390625,1423.3116455078125,1429.0081787109375,1439.5069580078125,0.5418157577514648,-0.85540771484375,0.051578402519226074,-0.8549765348434448,33.99451446533203,37.464725494384766,65739.671875,840.9096069335938,-0.5994921326637268,-2.5334277153015137,-15325.5205078125,-340.0044250488281,33.93758010864258,33.92751693725586,34.06396484375,33.80562973022461,37.14936828613281,37.27890396118164,37.3737678527832,37.52444839477539,66021.4140625,65991.3828125,66241.3671875,65959.3984375,847.9286499023438,847.3646240234375,851.3040771484375,857.2633666992188,0.5389874577522278,-0.8519261479377747,0.04831935465335846,-0.8553584814071655,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
