SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),MA6_Temperature(°C),MA6_Max_Temperature(°C),MA6_Min_Temperature(°C),MA6_Humidity(%),MA6_Max_Humidity(%),MA6_Min_Humidity(%),MA6_Sunlight(Lux),MA6_Max_Sunlight(Lux),MA6_Min_Sunlight(Lux),MA6_Power(mW),MA6_Max_Power(mW),MA6_Min_Power(mW),Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50,Avg_Power(mW)
20240309090009,19.20636558532715,57.55949401855469,10171.7255859375,19.23859977722168,58.64427947998047,12605.8720703125,3.2030937671661377,18.733177185058594,56.9348258972168,7964.66552734375,0.0,18.93438720703125,18.758440017700195,57.964599609375,58.18414306640625,9808.3505859375,9824.8203125,0.0,0.0,19.171518325805664,19.134498596191406,59.07360076904297,59.05170440673828,11994.5263671875,13132.6171875,3.3483145236968994,0.009999999776482582,18.97785758972168,18.642616271972656,56.5561637878418,56.45016860961914,8511.5615234375,8420.7509765625,0.0,0.0,17.886934280395508,17.613969802856445,17.4534854888916,62.322147369384766,63.63543701171875,60.77579879760742,6511.71875,5960.45703125,6128.10986328125,0.009999999776482582,0.019999999552965164,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.881148067994502
20240309091009,19.406536102294922,56.75009536743164,11495.7236328125,19.566139221191406,57.69366455078125,14904.6513671875,31.94108009338379,18.94411849975586,55.757843017578125,9289.86328125,0.0,19.15922737121582,19.04010581970215,56.758358001708984,57.398677825927734,11022.5078125,11913.4921875,0.6543956995010376,0.0,19.41158103942871,19.345006942749023,58.31922149658203,58.19272994995117,14051.703125,15227.623046875,27.17522430419922,3.9575138092041016,19.20226287841797,18.843280792236328,55.55902099609375,55.56919479370117,9119.349609375,8851.1279296875,0.0,0.0,18.09187126159668,17.865711212158203,17.6409912109375,61.61806869506836,62.87104415893555,60.07817840576172,7633.228515625,7951.201171875,6815.41357421875,0.009999999776482582,0.019999999552965164,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.544020975285008
20240309092009,19.479372024536133,56.35911178588867,10822.173828125,19.690845489501953,56.793209075927734,15667.056640625,35.72869873046875,19.036983489990234,54.8838996887207,8639.2275390625,0.0,19.251220703125,19.120193481445312,55.79069900512695,56.97795867919922,10336.25,11665.0458984375,0.0,0.0,19.510427474975586,19.365360260009766,57.81207275390625,57.56082534790039,14314.3974609375,15512.841796875,21.158021926879883,8.694636344909668,19.221830368041992,18.885265350341797,54.942344665527344,54.860618591308594,7934.91748046875,7697.59130859375,0.0,0.0,18.34900665283203,18.115312576293945,17.867168426513672,60.42369842529297,62.098548889160156,58.93583297729492,8022.96923828125,9222.625,6443.8076171875,0.009999999776482582,0.019999999552965164,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.422149285426087
20240309093009,19.450740814208984,56.03630447387695,10395.8896484375,19.71721076965332,56.227569580078125,15725.359375,21.670513153076172,19.077547073364258,54.26325607299805,8181.49853515625,0.0,19.33167266845703,19.133909225463867,55.14639663696289,56.640811920166016,9770.96875,11201.8828125,0.0,0.0,19.552642822265625,19.365055084228516,57.553009033203125,57.0748405456543,14560.568359375,15375.810546875,0.009999999776482582,0.009999999776482582,19.256895065307617,18.943408966064453,54.32597351074219,54.45674133300781,7368.39306640625,6929.87158203125,0.0,0.0,18.650699615478516,18.4041690826416,18.079132080078125,59.31011962890625,61.06814193725586,57.853878021240234,8840.396484375,10081.9033203125,6696.453125,0.009999999776482582,0.019999999552965164,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.72807885775231
20240309094009,19.345840454101562,56.069091796875,9563.689453125,19.73273277282715,55.83198928833008,14856.49609375,0.009999999776482582,19.080204010009766,53.9320068359375,7774.74365234375,0.0,19.298046112060547,19.09899139404297,54.78574752807617,56.335845947265625,9185.2646484375,10182.26171875,0.0,0.0,19.560035705566406,19.294904708862305,57.54827880859375,56.75944900512695,13978.720703125,14654.650390625,0.009999999776482582,0.009999999776482582,19.21002197265625,18.92328453063965,54.16791534423828,54.27362823486328,6719.74462890625,6226.69677734375,0.0,0.0,18.88334846496582,18.5837459564209,18.31939125061035,58.11808776855469,60.00918960571289,56.92238998413086,8536.1826171875,10198.1533203125,6430.2109375,0.009999999776482582,0.019999999552965164,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.151342934052906
20240309095009,19.224294662475586,56.0543098449707,8864.9150390625,19.594575881958008,55.88520812988281,13618.2158203125,0.009999999776482582,18.973529815673828,53.9216194152832,6907.396484375,0.0,19.143062591552734,18.947425842285156,54.69023895263672,56.137359619140625,8355.279296875,9032.888671875,0.0,0.0,19.50516700744629,19.193525314331055,57.48114013671875,56.61198425292969,12821.5888671875,13733.517578125,0.009999999776482582,0.009999999776482582,19.122896194458008,18.852664947509766,54.17532730102539,54.222843170166016,6033.4892578125,5707.0712890625,0.0,0.0,18.981473922729492,18.661190032958984,18.46039390563965,57.23126983642578,59.22956466674805,56.08305358886719,8326.1328125,10097.1552734375,6516.56005859375,0.009999999776482582,0.019999999552965164,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.046608349642725
20240309100009,18.949161529541016,56.35036087036133,8300.173828125,19.300466537475586,56.28953170776367,12929.6376953125,0.009999999776482582,18.71775245666504,54.25564193725586,6483.38134765625,0.0,18.902767181396484,18.65900230407715,55.01512145996094,56.47608184814453,7977.56640625,8461.68359375,0.0,0.0,19.2971248626709,18.94621467590332,57.8177490234375,57.01313781738281,12213.849609375,12797.8671875,0.009999999776482582,0.009999999776482582,18.924367904663086,18.667261123657227,54.58770751953125,54.572715759277344,5682.318359375,5398.44873046875,0.0,0.0,18.940998077392578,18.626419067382812,18.394489288330078,57.129905700683594,58.992897033691406,55.964813232421875,7701.34130859375,9343.115234375,6072.69091796875,0.009999999776482582,0.019999999552965164,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.593316682102824
20240309101009,18.446117401123047,57.19975280761719,6652.9111328125,18.754409790039062,57.38570785522461,11337.5751953125,0.009999999776482582,18.222421646118164,55.433773040771484,5136.81396484375,0.0,18.30608558654785,18.16114044189453,56.082374572753906,57.40324401855469,6593.68896484375,6529.1650390625,0.0,0.0,18.724489212036133,18.441831588745117,58.704715728759766,57.75904846191406,10460.2470703125,10733.783203125,0.009999999776482582,0.009999999776482582,18.43065071105957,18.242895126342773,55.53902816772461,55.729286193847656,4422.05322265625,4275.033203125,0.0,0.0,18.637285232543945,18.342811584472656,18.051313400268555,57.65934371948242,59.32837677001953,56.60853576660156,6520.8466796875,8548.6875,5371.32666015625,0.009999999776482582,0.019999999552965164,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
20240309102009,18.06576156616211,58.08474349975586,4731.22119140625,18.236896514892578,58.273983001708984,9919.09765625,0.009999999776482582,17.7812557220459,56.517189025878906,3401.60498046875,0.0,17.800106048583984,17.6624813079834,57.12433624267578,58.27544021606445,4922.7666015625,4233.48046875,0.0,0.0,18.208057403564453,17.980438232421875,59.3773307800293,58.439579010009766,8823.349609375,8745.3427734375,0.009999999776482582,0.009999999776482582,17.923826217651367,17.83280372619629,56.45551300048828,56.67444610595703,2828.269775390625,2815.276611328125,0.0,0.0,18.257978439331055,17.9654541015625,17.716846466064453,58.16922378540039,60.1440315246582,57.188575744628906,5121.0390625,7419.13232421875,4032.18017578125,0.009999999776482582,0.019999999552965164,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
20240309103009,17.74407958984375,58.72284698486328,3644.291748046875,17.79414176940918,59.035430908203125,8547.6806640625,0.009999999776482582,17.4207706451416,57.443634033203125,2406.20263671875,0.0,17.461116790771484,17.26169776916504,58.094879150390625,58.94228744506836,3861.080322265625,2648.977783203125,0.0,0.0,17.782909393310547,17.63141632080078,59.93888473510742,59.0440788269043,7975.1328125,7176.07568359375,0.009999999776482582,0.009999999776482582,17.580175399780273,17.526716232299805,57.007102966308594,57.54261779785156,2211.132568359375,1975.4769287109375,0.0,0.0,17.885604858398438,17.603174209594727,17.356882095336914,58.85371398925781,60.92179870605469,57.87944793701172,4449.2197265625,6174.95947265625,3406.20556640625,0.009999999776482582,0.019999999552965164,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
