SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),MA6_Temperature(°C),MA6_Max_Temperature(°C),MA6_Min_Temperature(°C),MA6_Humidity(%),MA6_Max_Humidity(%),MA6_Min_Humidity(%),MA6_Sunlight(Lux),MA6_Max_Sunlight(Lux),MA6_Min_Sunlight(Lux),MA6_Power(mW),MA6_Max_Power(mW),MA6_Min_Power(mW),Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50,Avg_Power(mW)
20240322090011,23.715713500976562,59.879737854003906,14633.529296875,24.580421447753906,60.62320327758789,18041.767578125,306.7125549316406,23.461238861083984,54.735294342041016,10703.0751953125,71.32575225830078,23.74534034729004,24.26974868774414,56.95420455932617,60.360137939453125,15016.1767578125,15390.205078125,104.70389556884766,182.4591522216797,24.80438804626465,23.909576416015625,60.41360092163086,62.30348205566406,19701.921875,18388.41015625,410.4308166503906,355.7197570800781,23.37940216064453,22.860488891601562,56.96190643310547,58.23577880859375,6705.35205078125,10368.4921875,22.95180892944336,131.8424530029297,23.238285064697266,23.40940284729004,22.727523803710938,61.59773254394531,63.866722106933594,60.84861755371094,13740.419921875,24528.875,10833.6103515625,172.63906860351562,289.07476806640625,0.009999999776482582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44.93069759316206
20240322091011,23.333988189697266,60.67839431762695,12375.10546875,24.201932907104492,61.47722244262695,15574.3671875,238.03590393066406,23.14708137512207,55.65612030029297,8238.5771484375,6.35955286026001,23.613405227661133,23.996828079223633,57.85776901245117,61.31526565551758,12749.2470703125,13081.33203125,43.28195571899414,118.14322662353516,24.392518997192383,23.8089599609375,61.36404800415039,63.150054931640625,17266.46875,15411.8095703125,339.9041442871094,284.94879150390625,23.14921760559082,22.756057739257812,57.94004440307617,59.67229080200195,4407.056640625,8652.521484375,0.0,61.857547760009766,23.42748260498047,23.43111801147461,22.89423370361328,61.628807067871094,63.5596809387207,60.56172180175781,12627.3271484375,24002.568359375,10186.7919921875,156.3152313232422,284.20965576171875,0.009999999776482582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
20240322092011,23.311491012573242,61.40690994262695,11196.015625,24.173439025878906,62.31496810913086,15038.9169921875,204.62884521484375,23.210552215576172,56.635616302490234,7092.46875,0.0,23.738801956176758,23.926860809326172,58.67399978637695,61.944278717041016,11631.4619140625,11818.9775390625,18.18952751159668,84.26091003417969,24.29102897644043,23.89613151550293,61.95764923095703,63.93751907348633,16228.57421875,13664.177734375,299.2502136230469,255.25767517089844,23.240459442138672,22.876619338989258,58.787296295166016,60.53330993652344,3676.061279296875,7569.9111328125,0.0,21.534950256347656,23.640270233154297,23.637981414794922,23.137453079223633,62.159488677978516,63.647064208984375,60.813716888427734,11503.7109375,23001.96484375,9415.5888671875,138.35513305664062,262.72021484375,0.009999999776482582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
20240322093011,23.184492111206055,62.27738571166992,10140.8486328125,24.05742835998535,63.28129577636719,14646.748046875,166.4137420654297,23.226192474365234,57.68228530883789,6041.91748046875,0.0,23.764204025268555,23.790651321411133,59.60240173339844,62.714599609375,10499.498046875,10873.5009765625,0.0,53.2086067199707,24.195613861083984,23.88887596130371,62.6182746887207,64.75152587890625,15132.2041015625,11826.3525390625,256.7868957519531,213.71405029296875,23.17093276977539,22.91786766052246,59.629215240478516,61.54389953613281,2876.744384765625,6648.09326171875,0.0,0.0,23.605560302734375,23.69702911376953,23.198503494262695,62.5794792175293,63.96236801147461,61.487911224365234,10362.1748046875,21472.935546875,8701.9208984375,113.25186157226562,218.6226806640625,0.009999999776482582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
20240322094011,22.992551803588867,63.30921936035156,9718.8583984375,23.966154098510742,64.63655853271484,14379.9375,122.89827728271484,23.16014862060547,58.712974548339844,5079.3671875,0.0,23.770273208618164,23.72595977783203,60.84506607055664,63.60296630859375,9380.5146484375,10085.232421875,0.0,13.809020042419434,24.03725242614746,23.85075569152832,63.38401794433594,65.57149505615234,13746.328125,10294.56640625,211.94662475585938,171.080078125,23.087493896484375,22.947065353393555,60.979042053222656,62.87690734863281,1789.680908203125,5848.32763671875,0.0,0.0,23.615726470947266,23.712860107421875,23.26935577392578,63.01008605957031,64.51609802246094,62.133460998535156,9621.8720703125,19798.693359375,8407.3916015625,87.02245330810547,177.50262451171875,0.009999999776482582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
20240322095011,22.92538833618164,64.13172149658203,9718.26171875,23.988027572631836,65.7524185180664,14386.20703125,91.01773834228516,23.196144104003906,59.98822784423828,4337.64453125,0.0,23.78725242614746,23.818477630615234,62.1544189453125,64.1285629272461,8291.708984375,9682.79296875,0.0,0.0,24.013465881347656,23.898221969604492,64.04623413085938,66.31533813476562,13140.2783203125,8939.7216796875,174.49203491210938,150.73104858398438,23.086706161499023,22.95742416381836,62.04060363769531,64.1023941040039,1487.0966796875,5577.814453125,0.0,0.0,23.63426399230957,23.719873428344727,23.401992797851562,63.66622543334961,65.0209732055664,63.0621223449707,9052.4443359375,18649.41015625,8096.0009765625,65.91918182373047,145.8656768798828,0.009999999776482582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
20240322100011,22.981260299682617,65.04254913330078,9707.5341796875,24.059083938598633,66.59300994873047,14153.5263671875,69.22810363769531,23.30580711364746,61.05379104614258,3928.294189453125,0.0,23.88829231262207,23.841978073120117,63.26302719116211,64.67192840576172,7871.9755859375,9250.8681640625,0.0,0.0,24.14150619506836,24.010602951049805,64.83384704589844,67.0138931274414,12882.3232421875,8128.41357421875,153.6265411376953,133.46786499023438,23.15142250061035,23.030193328857422,63.002899169921875,64.90201568603516,1605.09326171875,5361.77099609375,0.0,0.0,23.629528045654297,23.721698760986328,23.515304565429688,64.28887176513672,65.34576416015625,63.79365158081055,8557.470703125,17485.765625,7404.80078125,41.441810607910156,116.02716827392578,0.009999999776482582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
20240322101011,22.740331649780273,66.49527740478516,8870.52734375,23.862247467041016,68.1794204711914,13174.609375,34.0922737121582,23.02553939819336,62.737342834472656,2589.22509765625,0.0,23.776206970214844,23.650554656982422,64.74113464355469,66.3040542602539,7226.5634765625,8196.9814453125,0.0,0.0,23.94208526611328,23.845224380493164,66.76551818847656,68.38790130615234,12372.5986328125,7716.2685546875,108.30801391601562,92.37680053710938,23.001436233520508,22.90740394592285,64.65184020996094,66.36351776123047,447.8867492675781,4410.11376953125,0.0,0.0,23.547327041625977,23.585376739501953,23.387975692749023,65.38990783691406,66.36124420166016,64.9260482788086,7950.517578125,17327.48828125,6957.57275390625,19.704376220703125,88.32634735107422,0.009999999776482582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
20240322102011,22.74383544921875,68.06560516357422,7981.07958984375,23.836483001708984,69.66963958740234,12908.9443359375,7.198287010192871,22.927736282348633,64.32865905761719,1524.1510009765625,0.0,23.701902389526367,23.513137817382812,66.12356567382812,67.88191986083984,6980.521484375,7015.53759765625,0.0,0.0,23.843582153320312,23.630733489990234,68.56266021728516,69.84185028076172,11927.9130859375,8348.107421875,69.7679214477539,62.029666900634766,23.002975463867188,22.830913543701172,66.11801147460938,67.37517547607422,20.0,3184.132080078125,0.0,0.0,23.532255172729492,23.66653823852539,23.300548553466797,66.63847351074219,67.54190826416016,66.18299102783203,7220.95068359375,17069.513671875,6209.15380859375,0.020000001415610313,47.537803649902344,0.009999999776482582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
20240322103011,22.514501571655273,69.79051971435547,6474.06201171875,23.557655334472656,71.2608413696289,11914.9130859375,0.0,22.627965927124023,65.88275146484375,20.829999923706055,0.0,23.37858009338379,23.170351028442383,67.59764099121094,69.7452163696289,6069.16845703125,5452.6552734375,0.0,0.0,23.59757423400879,23.208463668823242,70.42122650146484,71.40632629394531,10453.951171875,8008.48095703125,13.357562065124512,4.340932846069336,22.70326042175293,22.536142349243164,67.60537719726562,68.66706848144531,20.0,1676.6524658203125,0.0,0.0,23.23476219177246,23.496700286865234,22.977296829223633,67.69847869873047,68.72828674316406,67.68697357177734,6293.2236328125,16089.529296875,5385.70947265625,0.020000001415610313,0.029999999329447746,0.009999999776482582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
