SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),MA6_Temperature(°C),MA6_Max_Temperature(°C),MA6_Min_Temperature(°C),MA6_Humidity(%),MA6_Max_Humidity(%),MA6_Min_Humidity(%),MA6_Sunlight(Lux),MA6_Max_Sunlight(Lux),MA6_Min_Sunlight(Lux),MA6_Power(mW),MA6_Max_Power(mW),MA6_Min_Power(mW),Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50,Avg_Power(mW)
20240225090014,16.208227157592773,91.23401641845703,697.6699829101562,15.478188514709473,90.55387878417969,857.5,0.18000000715255737,15.900338172912598,91.4277114868164,580.0,0.07999999821186066,15.467584609985352,15.497034072875977,93.38993072509766,91.73300170898438,727.0800170898438,757.6699829101562,0.14999999105930328,0.1599999964237213,15.027576446533203,16.292850494384766,92.48957061767578,92.29256439208984,4407.44384765625,3535.867919921875,0.22999998927116394,0.20999999344348907,15.682491302490234,15.111329078674316,90.66239929199219,91.4021224975586,23.329999923706055,20.0,0.0,0.0,15.000093460083008,15.198969841003418,15.571981430053711,92.41641998291016,93.0406494140625,92.84555053710938,362.1300048828125,4143.2744140625,301.3899841308594,0.07999999821186066,0.09999999403953552,0.05000000074505806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.030353435001359
20240225091014,16.02935791015625,91.22390747070312,697.6699829101562,15.34106159210205,90.6573486328125,857.5,0.18000000715255737,15.673288345336914,91.29877471923828,580.0,0.07999999821186066,15.278421401977539,15.181546211242676,93.68681335449219,91.85789489746094,727.0800170898438,757.6699829101562,0.14999999105930328,0.1599999964237213,14.969948768615723,16.03862190246582,92.52750396728516,92.68609619140625,3603.772705078125,3093.61474609375,0.22999998927116394,0.20999999344348907,15.41595458984375,14.866045951843262,91.02981567382812,91.21373748779297,23.329999923706055,20.0,0.0,0.0,14.72634506225586,14.987933158874512,15.352197647094727,92.40495300292969,93.19173431396484,92.66009521484375,362.1300048828125,3600.25244140625,301.3899841308594,0.07999999821186066,0.09999999403953552,0.05000000074505806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9302270737247227
20240225092014,15.547981262207031,91.55562591552734,697.6699829101562,14.8825044631958,91.2610092163086,857.5,0.18000000715255737,15.292001724243164,91.3574447631836,580.0,0.07999999821186066,14.855308532714844,14.652478218078613,94.26585388183594,91.78703308105469,727.0800170898438,757.6699829101562,0.14999999105930328,0.1599999964237213,14.623774528503418,15.502363204956055,92.76898956298828,92.86862182617188,2316.9267578125,1932.9395751953125,0.22999998927116394,0.20999999344348907,15.092447280883789,14.504938125610352,91.56643676757812,91.33867645263672,23.329999923706055,20.0,0.0,0.0,14.3563232421875,14.595108985900879,15.022649765014648,91.92383575439453,92.8202133178711,92.37686920166016,362.1300048828125,2520.494873046875,301.3899841308594,0.07999999821186066,0.09999999403953552,0.05000000074505806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
20240225093014,14.957490921020508,91.53086853027344,697.6699829101562,14.569999694824219,91.52362823486328,857.5,0.18000000715255737,14.836581230163574,91.22913360595703,580.0,0.07999999821186066,14.440000534057617,14.420000076293945,94.50852966308594,91.63928985595703,727.0800170898438,757.6699829101562,0.14999999105930328,0.1599999964237213,14.539999961853027,15.011241912841797,92.92646789550781,92.85838317871094,1377.088134765625,891.6699829101562,0.22999998927116394,0.20999999344348907,14.7239351272583,14.300000190734863,91.7536849975586,91.11692810058594,23.329999923706055,20.0,0.0,0.0,14.119999885559082,14.229999542236328,14.609740257263184,91.5901107788086,92.5819320678711,92.26420593261719,362.1300048828125,1517.012451171875,301.3899841308594,0.07999999821186066,0.09999999403953552,0.05000000074505806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
20240225094014,14.470000267028809,91.30248260498047,697.6699829101562,14.569999694824219,91.53399658203125,857.5,0.18000000715255737,14.359999656677246,91.01764678955078,580.0,0.07999999821186066,14.440000534057617,14.420000076293945,94.54988861083984,91.53128814697266,727.0800170898438,757.6699829101562,0.14999999105930328,0.1599999964237213,14.539999961853027,14.510000228881836,92.93199920654297,92.63717651367188,1091.721435546875,891.6699829101562,0.22999998927116394,0.20999999344348907,14.319999694824219,14.300000190734863,91.8510971069336,90.79414367675781,23.329999923706055,20.0,0.0,0.0,14.119999885559082,14.229999542236328,14.176815032958984,91.05736541748047,92.41241455078125,91.88973999023438,362.1300048828125,989.4675903320312,301.3899841308594,0.07999999821186066,0.09999999403953552,0.05000000074505806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
20240225095014,14.470000267028809,91.12062072753906,697.6699829101562,14.569999694824219,91.67789459228516,857.5,0.18000000715255737,14.359999656677246,91.12785339355469,580.0,0.07999999821186066,14.440000534057617,14.420000076293945,94.56745910644531,91.12002563476562,727.0800170898438,757.6699829101562,0.14999999105930328,0.1599999964237213,14.539999961853027,14.510000228881836,93.0846176147461,92.52204132080078,874.1699829101562,891.6699829101562,0.22999998927116394,0.20999999344348907,14.319999694824219,14.300000190734863,91.67172241210938,90.53382110595703,23.329999923706055,20.0,0.0,0.0,14.119999885559082,14.229999542236328,14.010000228881836,90.78219604492188,92.04269409179688,91.60515594482422,362.1300048828125,447.7799987792969,301.3899841308594,0.07999999821186066,0.09999999403953552,0.05000000074505806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
20240225100014,14.470000267028809,91.08993530273438,697.6699829101562,14.569999694824219,91.7292251586914,857.5,0.18000000715255737,14.359999656677246,90.77115631103516,580.0,0.07999999821186066,14.440000534057617,14.420000076293945,94.36290740966797,90.77397155761719,727.0800170898438,757.6699829101562,0.14999999105930328,0.1599999964237213,14.539999961853027,14.510000228881836,92.69216918945312,92.11531066894531,874.1699829101562,891.6699829101562,0.22999998927116394,0.20999999344348907,14.319999694824219,14.300000190734863,91.42249298095703,90.11966705322266,23.329999923706055,20.0,0.0,0.0,14.119999885559082,14.229999542236328,14.010000228881836,90.42254638671875,91.59021759033203,90.9566421508789,362.1300048828125,447.7799987792969,301.3899841308594,0.07999999821186066,0.09999999403953552,0.05000000074505806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
20240225101014,14.470000267028809,91.06016540527344,697.6699829101562,14.569999694824219,91.51783752441406,857.5,0.18000000715255737,14.359999656677246,90.76661682128906,580.0,0.07999999821186066,14.440000534057617,14.420000076293945,94.33128356933594,90.80255889892578,727.0800170898438,757.6699829101562,0.14999999105930328,0.1599999964237213,14.539999961853027,14.510000228881836,92.5166244506836,91.78186798095703,874.1699829101562,891.6699829101562,0.22999998927116394,0.20999999344348907,14.319999694824219,14.300000190734863,91.33417510986328,89.98310852050781,23.329999923706055,20.0,0.0,0.0,14.119999885559082,14.229999542236328,14.010000228881836,90.5728988647461,91.56066131591797,91.0050048828125,362.1300048828125,447.7799987792969,301.3899841308594,0.07999999821186066,0.09999999403953552,0.05000000074505806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
20240225102014,14.470000267028809,91.17826080322266,697.6699829101562,14.569999694824219,91.3722152709961,857.5,0.18000000715255737,14.359999656677246,90.82035064697266,580.0,0.07999999821186066,14.440000534057617,14.420000076293945,94.22025299072266,90.61781311035156,727.0800170898438,757.6699829101562,0.14999999105930328,0.1599999964237213,14.539999961853027,14.510000228881836,92.3101577758789,91.36985778808594,874.1699829101562,891.6699829101562,0.22999998927116394,0.20999999344348907,14.319999694824219,14.300000190734863,91.20342254638672,90.26026153564453,23.329999923706055,20.0,0.0,0.0,14.119999885559082,14.229999542236328,14.010000228881836,90.2212905883789,91.09451293945312,91.02287292480469,362.1300048828125,447.7799987792969,301.3899841308594,0.07999999821186066,0.09999999403953552,0.05000000074505806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
20240225103014,14.470000267028809,90.84550476074219,697.6699829101562,14.569999694824219,90.83306884765625,857.5,0.18000000715255737,14.359999656677246,90.58332824707031,580.0,0.07999999821186066,14.440000534057617,14.420000076293945,93.63124084472656,90.36187744140625,727.0800170898438,757.6699829101562,0.14999999105930328,0.1599999964237213,14.539999961853027,14.510000228881836,91.96001434326172,90.83562469482422,874.1699829101562,891.6699829101562,0.22999998927116394,0.20999999344348907,14.319999694824219,14.300000190734863,90.66083526611328,90.21436309814453,23.329999923706055,20.0,0.0,0.0,14.119999885559082,14.229999542236328,14.010000228881836,89.87478637695312,90.70462799072266,91.05215454101562,362.1300048828125,447.7799987792969,301.3899841308594,0.07999999821186066,0.09999999403953552,0.05000000074505806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
