SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_3_Temperature(°C),Avg_Lag_4_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_3_Humidity(%),Avg_Lag_4_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_3_Sunlight(Lux),Avg_Lag_4_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Avg_Lag_3_Power(mW),Avg_Lag_4_Power(mW),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_3_Temperature(°C),Max_Lag_4_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_3_Humidity(%),Max_Lag_4_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_3_Sunlight(Lux),Max_Lag_4_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Max_Lag_3_Power(mW),Max_Lag_4_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_3_Temperature(°C),Min_Lag_4_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_3_Humidity(%),Min_Lag_4_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_3_Sunlight(Lux),Min_Lag_4_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),Min_Lag_3_Power(mW),Min_Lag_4_Power(mW),Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50
20240125090002,14.928916931152344,76.92047119140625,10649.263671875,0.0,-0.01699424907565117,-0.950289785861969,1472.5399169921875,-0.7301146388053894,14.862060546875,14.966153144836426,14.646149635314941,14.675069808959961,76.17436981201172,77.03495025634766,77.35539245605469,76.76461029052734,11526.5830078125,9471.384765625,8832.982421875,8770.068359375,0.0,0.0,0.0,0.0,15.042004585266113,78.04199981689453,13341.2841796875,70.6082763671875,0.8089630007743835,0.02494082599878311,0.13048958778381348,-0.21612580120563507,1239.5684814453125,-203.5399932861328,15.853365898132324,14.921394348144531,15.29460334777832,14.797310829162598,77.27342987060547,77.69908142089844,77.8955078125,78.50719451904297,12792.8427734375,12904.416015625,11322.2265625,30.829999923706055,62.854408264160156,31.92738151550293,11.193954467773438,0.0,15.055216789245605,75.76506805419922,9415.7353515625,0.0,0.07063502073287964,-2.020679473876953,-5692.80810546875,-78.19381713867188,14.63308048248291,14.369922637939453,14.972712516784668,14.8801851272583,76.11895751953125,76.1626205444336,75.67980194091797,76.05821990966797,9110.9169921875,9038.720703125,9590.2373046875,8680.9775390625,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20240125091002,15.273513793945312,75.82076263427734,12283.041015625,5.303565502166748,-0.00944086816161871,-0.604503333568573,1434.7415771484375,1.6539466381072998,15.345378875732422,15.165489196777344,14.725362777709961,15.194232940673828,75.86048889160156,76.19727325439453,76.28439331054688,76.10767364501953,13195.4931640625,10611.70703125,10276.4501953125,9620.9560546875,5.770026206970215,0.0,1.7153140306472778,0.0,15.146970748901367,77.35801696777344,14902.203125,79.44732666015625,0.8416646718978882,0.017635582014918327,0.17661833763122559,0.22496730089187622,777.2587280273438,-203.5399932861328,16.05750846862793,15.170917510986328,15.385616302490234,14.968613624572754,76.56023406982422,77.36502075195312,76.89148712158203,77.93153381347656,14546.4931640625,14303.2109375,12331.9091796875,30.829999923706055,77.2182846069336,57.74291229248047,9.687718391418457,0.0,15.322954177856445,74.9917221069336,11117.6474609375,27.91872215270996,0.08423330634832382,-1.5582953691482544,-4037.923095703125,-64.63274383544922,14.847886085510254,14.428526878356934,15.232348442077637,14.95619010925293,75.01151275634766,75.43118286132812,74.77767181396484,75.35292053222656,11476.7529296875,10458.1904296875,11264.4208984375,10637.943359375,0.0,15.170015335083008,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20240125092002,15.657973289489746,74.9272232055664,14148.021484375,46.88386535644531,0.018445897847414017,-0.4943835735321045,1255.1470947265625,5.4200544357299805,15.778594970703125,15.512968063354492,15.047547340393066,15.583244323730469,75.31401062011719,75.48186492919922,75.08564758300781,75.1346206665039,14745.1962890625,12617.09765625,13172.62109375,11996.4736328125,36.06252670288086,0.0,24.20032501220703,27.99961280822754,15.484125137329102,76.44332885742188,16744.0625,120.20620727539062,0.8765713572502136,0.027072178199887276,0.19188077747821808,0.2766876518726349,1042.681396484375,-203.5399932861328,16.432130813598633,15.500492095947266,15.638993263244629,15.283854484558105,75.97047424316406,76.71803283691406,75.98912048339844,77.37008666992188,17224.560546875,16324.619140625,14760.70703125,30.829999923706055,114.19245147705078,99.95799255371094,37.83954620361328,30.37318992614746,15.670405387878418,74.27722930908203,12495.72265625,47.812076568603516,0.02702239900827408,-1.5990352630615234,-3603.913330078125,-51.944576263427734,14.971357345581055,14.702868461608887,15.35220718383789,15.402979850769043,74.22465515136719,75.09165954589844,74.31132507324219,74.67827606201172,13437.2197265625,12212.7939453125,13823.517578125,12607.7490234375,11.213971138000488,57.40424346923828,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20240125093002,15.857563972473145,73.52310180664062,15752.7802734375,74.18954467773438,0.03717433288693428,-0.4521070718765259,900.139404296875,1.8858816623687744,16.095556259155273,15.69021987915039,15.265653610229492,15.699325561523438,74.35000610351562,74.45610046386719,74.24653625488281,74.42517852783203,16765.369140625,13938.9599609375,15298.171875,13911.873046875,60.95399475097656,37.26277542114258,56.87002182006836,64.28382873535156,15.72160816192627,75.935546875,19080.919921875,158.6993408203125,0.9041202664375305,0.01997826248407364,0.253595232963562,0.41560178995132446,1469.7315673828125,-203.5399932861328,16.654254913330078,15.661473274230957,15.830448150634766,15.430360794067383,75.24890899658203,75.7216796875,75.28802490234375,76.40464782714844,19236.74609375,18418.515625,16938.193359375,30.829999923706055,157.1625213623047,128.9517059326172,79.37076568603516,85.7154769897461,15.869766235351562,73.16316223144531,13916.115234375,72.16876983642578,-0.02701033651828766,-1.6426188945770264,-3439.74609375,-62.77356719970703,15.204042434692383,15.121850967407227,15.3871431350708,15.629471778869629,73.28519439697266,73.98613739013672,72.7963638305664,73.47755432128906,14608.4892578125,14094.3193359375,15591.08203125,14051.943359375,16.500782012939453,84.48075866699219,12.78346061706543,11.393631935119629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240125094002,16.250499725341797,72.29657745361328,17407.640625,90.03520965576172,0.030761756002902985,-0.46662071347236633,1016.4105224609375,-1.0678805112838745,16.4509220123291,16.037561416625977,15.451278686523438,16.020042419433594,73.17918395996094,72.91924285888672,72.69591522216797,73.56510162353516,18767.642578125,16267.6748046875,17640.69921875,15615.970703125,78.16621398925781,69.9018783569336,86.65699005126953,113.08004760742188,15.908170700073242,74.74363708496094,21159.98046875,177.37828063964844,0.8870858550071716,0.035947177559137344,0.23230943083763123,0.49609532952308655,2036.8428955078125,-203.5399932861328,16.994094848632812,15.955109596252441,16.020904541015625,15.85940170288086,74.13128662109375,74.46295928955078,73.96564483642578,74.85842895507812,21215.75390625,20528.77734375,18691.248046875,30.829999923706055,183.0635223388672,144.58265686035156,109.53900146484375,133.48594665527344,16.215726852416992,71.4933090209961,16074.98828125,100.49717712402344,-0.06734929233789444,-1.6984567642211914,-3032.595947265625,-54.7770881652832,15.453608512878418,15.313608169555664,15.575528144836426,15.978257179260254,72.08472442626953,72.60403442382812,71.3227767944336,72.04570007324219,17017.353515625,16198.9833984375,17445.39453125,15641.146484375,42.78538513183594,116.0201416015625,33.917625427246094,49.821868896484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240125095002,16.502649307250977,71.08877563476562,20008.861328125,139.29898071289062,0.05117610841989517,-0.3902713358402252,768.1276245117188,-0.8426127433776855,16.939517974853516,16.35484504699707,15.942877769470215,16.427640914916992,71.5964584350586,72.0384521484375,71.91770935058594,72.91741943359375,21026.076171875,19093.90234375,19484.033203125,19179.384765625,124.79415893554688,120.17169189453125,119.70964050292969,144.5909423828125,16.438331604003906,73.43667602539062,24175.205078125,232.26019287109375,0.9406163096427917,0.02569393813610077,0.22135569155216217,0.8086679577827454,1890.6080322265625,-203.5399932861328,17.335033416748047,16.275665283203125,16.267290115356445,16.109737396240234,73.34530639648438,73.62257385253906,73.5623779296875,73.92159271240234,23894.8046875,23692.482421875,22021.8671875,30.829999923706055,232.9326171875,199.62338256835938,168.0841064453125,185.62986755371094,16.546566009521484,70.37025451660156,17656.955078125,124.64371490478516,-0.10800861567258835,-1.753544569015503,-3234.025390625,-74.71873474121094,15.953819274902344,15.640984535217285,15.867405891418457,16.442386627197266,71.06524658203125,71.78675079345703,70.24250793457031,71.32270050048828,18421.728515625,17808.81640625,19640.673828125,18029.939453125,47.18935012817383,156.40223693847656,61.47952651977539,81.4519271850586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20240125100002,16.70216178894043,70.21672058105469,20899.59765625,175.3856201171875,0.005387766286730766,-0.5877482295036316,875.7313232421875,-9.629866600036621,17.2428035736084,16.50752830505371,16.36328887939453,16.645584106445312,70.2011489868164,70.84954071044922,70.847412109375,71.44786834716797,22449.349609375,21046.18359375,21099.18359375,21388.66796875,156.49862670898438,155.48426818847656,151.65794372558594,177.75262451171875,16.87163543701172,72.73342895507812,26422.173828125,254.15138244628906,0.9903860688209534,0.01296158879995346,0.16090455651283264,0.8032503128051758,1536.73193359375,-203.5399932861328,17.824289321899414,16.751541137695312,16.585693359375,16.488998413085938,71.98786163330078,72.13612365722656,72.69060516357422,72.56129455566406,25666.0859375,25428.92578125,23791.21875,30.829999923706055,261.5216979980469,229.9547576904297,191.82350158691406,219.50425720214844,16.91565704345703,69.11653900146484,19117.123046875,145.3638458251953,-0.13541002571582794,-2.243588447570801,-3607.902587890625,-101.97479248046875,16.217594146728516,16.027029037475586,16.142465591430664,16.72540283203125,69.86065673828125,70.52474212646484,68.88117980957031,70.15282440185547,19747.48046875,19196.166015625,20871.271484375,20150.8515625,62.0123176574707,180.75343322753906,96.74283599853516,108.18925476074219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20240125101002,16.845632553100586,69.51901245117188,22569.439453125,173.03590393066406,-0.015046154148876667,-0.44976577162742615,1083.5419921875,-2.6365489959716797,17.444408416748047,16.633039474487305,16.859066009521484,16.7876033782959,69.12567901611328,69.91014862060547,69.72559356689453,70.48239135742188,23341.017578125,21647.5234375,21881.142578125,22381.40234375,160.39633178710938,154.0445556640625,164.17172241210938,184.649658203125,16.965717315673828,72.33265686035156,27150.55078125,248.32516479492188,1.0443711280822754,0.026920702308416367,0.22880114614963531,1.1660369634628296,1176.6197509765625,-203.5399932861328,18.065597534179688,17.031898498535156,16.998960494995117,16.566736221313477,70.8298568725586,70.9971694946289,71.70085144042969,71.48356628417969,26659.0546875,26810.076171875,24344.216796875,30.829999923706055,259.9981384277344,241.05528259277344,203.08531188964844,223.56369018554688,17.155683517456055,68.02739715576172,20061.865234375,151.9115447998047,-0.12656629085540771,-1.7962162494659424,-3277.229248046875,-96.80547332763672,16.56944465637207,16.10098648071289,16.693113327026367,16.801897048950195,68.44759368896484,69.21694946289062,68.25125885009766,69.65851593017578,20713.49609375,19615.7890625,20894.712890625,20530.81640625,70.89147186279297,163.19589233398438,95.36895751953125,122.0228271484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20240125102002,17.089746475219727,68.90455627441406,24417.50390625,197.38134765625,-0.004964344669133425,-0.3856371343135834,1241.2882080078125,1.389610767364502,17.612499237060547,16.8956356048584,17.426494598388672,16.936359405517578,68.09325408935547,69.20557403564453,68.52558135986328,69.1987533569336,24743.1484375,23404.0625,23986.818359375,24551.732421875,181.1372833251953,170.55841064453125,181.7866668701172,200.6496124267578,17.175291061401367,71.46430206298828,28644.87890625,284.5105285644531,1.075836420059204,0.045857928693294525,0.20936205983161926,1.1688168048858643,1879.060546875,-203.5399932861328,18.3725643157959,17.27692222595215,17.335962295532227,16.879125595092773,69.83952331542969,70.1121597290039,70.73332977294922,70.9493179321289,29100.060546875,28588.51953125,26749.39453125,30.829999923706055,279.936279296875,278.0021057128906,236.4066619873047,251.97023010253906,17.42250633239746,67.41858673095703,21017.068359375,157.56114196777344,-0.14178253710269928,-1.8760069608688354,-4314.70703125,-82.7696762084961,16.708629608154297,16.40011215209961,17.12639045715332,17.167051315307617,67.41108703613281,68.57296752929688,67.86819458007812,68.98236846923828,21734.376953125,21255.431640625,22351.40234375,22031.654296875,91.66557312011719,176.1791534423828,116.87138366699219,126.87277221679688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20240125103002,17.2357177734375,67.36521911621094,26062.1953125,218.6122283935547,0.0029312772676348686,-0.33887767791748047,1103.3621826171875,-3.2280313968658447,17.708093643188477,17.076030731201172,17.744590759277344,16.98307991027832,66.8136215209961,67.99784851074219,67.6007308959961,67.99977111816406,26882.064453125,24589.3984375,25548.173828125,26214.953125,203.9788055419922,191.14151000976562,216.1845245361328,220.27471923828125,17.34906578063965,70.63670349121094,30696.662109375,325.0603942871094,1.1016144752502441,0.04522795230150223,0.2621707618236542,1.2477797269821167,2830.38330078125,-203.5399932861328,18.564279556274414,17.379793167114258,17.57754135131836,17.08789825439453,68.79814147949219,69.05799865722656,69.68424224853516,69.96304321289062,30991.396484375,30409.29296875,29113.951171875,30.829999923706055,313.4600524902344,306.6809387207031,278.92919921875,284.40814208984375,17.53017807006836,66.24603271484375,22294.955078125,176.07505798339844,-0.1609424352645874,-1.9415415525436401,-5214.60400390625,-86.96700286865234,16.975051879882812,16.894927978515625,17.448375701904297,17.349945068359375,66.11612701416016,67.11409759521484,66.0315933227539,67.36994934082031,22525.857421875,23316.689453125,23521.46875,23432.916015625,110.79900360107422,183.68817138671875,135.76370239257812,135.93370056152344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
