SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Avg_Sin_Hour,Avg_Cos_Hour,Avg_Sin_Minute,Avg_Cos_Minute,Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Max_Sin_Hour,Max_Cos_Hour,Max_Sin_Minute,Max_Cos_Minute,Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),Min_Sin_Hour,Min_Cos_Hour,Min_Sin_Minute,Min_Cos_Minute,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50
20240309090009,19.026023864746094,57.89638900756836,11573.5986328125,61.37375926022057,0.05131148174405098,-0.11046341806650162,267.9231262207031,2.825275182723999,19.020626068115234,18.98599624633789,57.92753982543945,58.14101791381836,11446.1943359375,11304.4677734375,58.788673400878906,54.32779312133789,0.7236981987953186,-0.6582223176956177,-0.03047071397304535,0.8929821252822876,19.343042373657227,58.899600982666016,15718.068359375,113.31784057617188,0.3119581639766693,0.07231584936380386,0.13270893692970276,0.7405197024345398,3300.4091796875,48.52994155883789,19.29367446899414,19.246931076049805,59.101009368896484,59.27369689941406,15295.5419921875,14942.0400390625,108.13170623779297,108.64608001708984,0.7252732515335083,-0.6579382419586182,-0.03293413296341896,0.8923670053482056,18.776613235473633,56.532623291015625,9315.8681640625,37.783203125,-0.03701281175017357,-0.9710018038749695,-2695.676513671875,-44.01535415649414,18.733474731445312,18.727985382080078,56.81867218017578,56.78916931152344,9258.1318359375,9189.2890625,34.841773986816406,34.01694869995117,0.7248681783676147,-0.6587245464324951,-0.030214855447411537,0.8923718929290771,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20240309091009,19.618927001953125,56.3636360168457,17604.16015625,138.54416178158513,0.057638172060251236,-0.11893318593502045,207.08937072753906,2.3211565017700195,19.5966796875,19.58741569519043,56.316524505615234,56.49287033081055,17419.92578125,17384.4140625,136.26429748535156,131.8331756591797,0.7562794089317322,-0.6634889841079712,0.8199247717857361,0.4859555959701538,20.044456481933594,57.413326263427734,24186.28515625,226.66123962402344,0.3410664200782776,0.07180072367191315,0.17014257609844208,0.8817898631095886,4837.087890625,85.33208465576172,20.04369354248047,19.94019317626953,57.607688903808594,57.80167007446289,23984.509765625,23853.580078125,221.7222137451172,224.2057342529297,0.7544637322425842,-0.6635638475418091,0.8185225129127502,0.4828681945800781,19.258922576904297,54.674659729003906,13387.2939453125,77.920166015625,-0.03247295320034027,-1.0662763118743896,-3582.65576171875,-63.97639465332031,19.219884872436523,19.187313079833984,54.97610855102539,55.02930450439453,13064.2080078125,12981.7109375,77.44226837158203,78.91394805908203,0.756675660610199,-0.6633201837539673,0.8196418881416321,0.4833580255508423,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20240309092009,20.37405776977539,54.13613510131836,18753.22265625,150.71110335061744,0.0508955679833889,-0.09755638241767883,216.20089721679688,2.112032890319824,20.3492431640625,20.346336364746094,54.13144302368164,54.211761474609375,18581.09375,18636.19921875,148.67567443847656,145.7179718017578,0.747094452381134,-0.674578845500946,0.8216800093650818,-0.45982080698013306,20.798145294189453,55.13246536254883,25206.017578125,229.29684448242188,0.3843141198158264,0.07037067413330078,0.1635035276412964,0.9261950254440308,4521.77734375,79.69355010986328,20.802661895751953,20.709516525268555,55.32109832763672,55.45375061035156,25168.138671875,24917.06640625,227.51318359375,229.17489624023438,0.7457990646362305,-0.6740994453430176,0.8205554485321045,-0.4646478295326233,20.011869430541992,52.49131774902344,14458.0888671875,91.04515075683594,-0.047560688108205795,-1.0679271221160889,-3953.541015625,-77.01284790039062,19.983842849731445,19.95697021484375,52.740604400634766,52.78546142578125,14030.068359375,13936.640625,91.96649932861328,91.22525024414062,0.7488209009170532,-0.672821044921875,0.8213013410568237,-0.46531909704208374,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20240309093009,20.841272354125977,52.42214584350586,19861.75390625,150.53381043371215,0.036917418241500854,-0.1043669655919075,233.06484985351562,2.5741279125213623,20.808137893676758,20.804500579833984,52.49190902709961,52.62202453613281,19671.47265625,19731.3515625,148.03330993652344,144.459228515625,0.7298126816749573,-0.6763825416564941,0.0049654231406748295,-0.9489749073982239,21.247962951660156,53.63690185546875,26470.361328125,223.54075622558594,0.4094453454017639,0.06967345625162125,0.15967638790607452,0.9748601913452148,4509.212890625,78.10126495361328,21.252103805541992,21.160388946533203,53.79823684692383,53.87425231933594,26254.875,26018.46484375,220.04412841796875,217.79693603515625,0.7304956912994385,-0.6762746572494507,0.0040867747738957405,-0.954046905040741,20.488231658935547,50.91166687011719,15501.0458984375,97.88036346435547,-0.10877817869186401,-1.3133602142333984,-5274.7451171875,-99.66145324707031,20.465173721313477,20.44249153137207,51.124656677246094,51.12312698364258,14959.859375,14900.77734375,96.03276824951172,94.7853012084961,0.7324203252792358,-0.6756710410118103,0.004128155764192343,-0.9537742137908936,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240309094009,21.13010025024414,51.2947883605957,20827.966796875,139.51916284440088,0.03078179620206356,-0.13238529860973358,193.87876892089844,2.593623638153076,21.088390350341797,21.057897567749023,51.38308334350586,51.524436950683594,20592.263671875,20514.0546875,136.8553466796875,132.09246826171875,0.7258815169334412,-0.6722072958946228,-0.8292083144187927,-0.4847370386123657,21.593603134155273,52.615196228027344,29154.11328125,244.99876403808594,0.4238496720790863,0.06923223286867142,0.18690869212150574,0.9808239936828613,6015.47265625,112.30525970458984,21.590919494628906,21.504467010498047,52.7495002746582,52.87601089477539,28731.833984375,28590.171875,240.8445587158203,238.662109375,0.7268939018249512,-0.6720060110092163,-0.8331884145736694,-0.4896218776702881,20.7247257232666,49.734500885009766,15475.5009765625,77.91372680664062,-0.1554938107728958,-1.6136693954467773,-7113.38671875,-128.29539489746094,20.697856903076172,20.634113311767578,49.95680236816406,49.9553108215332,15108.0146484375,14780.453125,72.16883087158203,70.71879577636719,0.7282896041870117,-0.6727352142333984,-0.8311806321144104,-0.48866039514541626,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240309095009,21.381052017211914,50.28407669067383,21816.83984375,138.25615519885943,0.03944874554872513,-0.1362670361995697,271.1147155761719,3.452456474304199,21.33999252319336,21.31068229675293,50.45867156982422,50.58256912231445,21607.025390625,21421.54296875,134.9079132080078,130.9049072265625,0.7474066019058228,-0.6796265840530396,-0.8486526012420654,0.47079408168792725,21.86357307434082,51.71693420410156,31085.794921875,261.0478820800781,0.42665988206863403,0.06925586611032486,0.20512254536151886,0.9998019933700562,6808.8837890625,130.08584594726562,21.88160514831543,21.795644760131836,51.837398529052734,52.04508972167969,30588.173828125,30448.453125,258.2199401855469,255.20773315429688,0.7489590048789978,-0.6790883541107178,-0.8545839786529541,0.46742379665374756,20.93848991394043,48.71337127685547,16161.90234375,70.72010803222656,-0.15173237025737762,-1.5526338815689087,-7204.75830078125,-123.83859252929688,20.914409637451172,20.84975814819336,48.89729309082031,48.9317626953125,15670.677734375,15381.6787109375,65.45966339111328,62.095123291015625,0.7504375576972961,-0.6799372434616089,-0.8509514927864075,0.46791231632232666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20240309100009,21.72357749938965,49.17100524902344,23331.205078125,142.84591801152337,0.05425724387168884,-0.1139238253235817,375.5147705078125,4.913431644439697,21.68307876586914,21.647048950195312,49.24815368652344,49.44715881347656,23193.521484375,22951.0546875,138.338134765625,133.63844299316406,0.5212268829345703,-0.8387091159820557,-0.03612006455659866,0.9029483795166016,22.229114532470703,50.57924270629883,33255.29296875,275.34600830078125,0.37797755002975464,0.06761407107114792,0.2156885415315628,1.0384161472320557,7403.11474609375,138.04965209960938,22.232017517089844,22.139249801635742,50.72482681274414,50.87797546386719,32606.58203125,32437.380859375,272.595458984375,271.89471435546875,0.5236791372299194,-0.8380784392356873,-0.0410756878554821,0.9020229578018188,21.253759384155273,47.51613998413086,17456.1171875,68.26383972167969,-0.12514735758304596,-1.3462042808532715,-6600.4140625,-115.44791412353516,21.216642379760742,21.152441024780273,47.68792724609375,47.76954650878906,16889.0546875,16663.837890625,63.93640899658203,59.82832717895508,0.5241699814796448,-0.8388218879699707,-0.03923536837100983,0.9018405675888062,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20240309101009,22.029569625854492,48.49284744262695,24557.958984375,172.18294877766576,0.04128214716911316,-0.12214088439941406,218.29995727539062,2.898189067840576,21.994102478027344,21.97516441345215,48.56654357910156,48.705406188964844,24448.951171875,24226.5,169.47183227539062,164.9781036376953,0.5579560995101929,-0.838371992111206,0.8197161555290222,0.4964710474014282,22.54032325744629,49.8963508605957,34158.46484375,302.5668640136719,0.4138658940792084,0.06730455160140991,0.21367181837558746,1.0916889905929565,7017.86376953125,133.48077392578125,22.580759048461914,22.46691131591797,50.02384948730469,50.17451095581055,33766.37890625,33691.49609375,299.4278259277344,299.51910400390625,0.5569808483123779,-0.837337851524353,0.8183435797691345,0.4928210973739624,21.556106567382812,46.7562141418457,18464.205078125,90.42707824707031,-0.12663359940052032,-1.4654574394226074,-6692.1142578125,-126.11763000488281,21.53043556213379,21.46465301513672,46.92593002319336,47.03593444824219,18037.787109375,17757.173828125,87.82440185546875,87.29623413085938,0.5593228936195374,-0.8386811017990112,0.8192526698112488,0.492831826210022,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20240309102009,22.302270889282227,47.054935455322266,25934.82421875,188.19365441870335,0.03589007630944252,-0.11356088519096375,175.6164093017578,2.374669313430786,22.26564598083496,22.245132446289062,47.13401412963867,47.222999572753906,25843.642578125,25747.1015625,185.9635467529297,182.19790649414062,0.5537842512130737,-0.844456672668457,0.8170404434204102,-0.4473622441291809,22.835641860961914,48.38779830932617,35922.3828125,317.4742736816406,0.46735820174217224,0.0667203962802887,0.21448704600334167,1.1088306903839111,7077.1123046875,136.20677185058594,22.849761962890625,22.76788330078125,48.542938232421875,48.664405822753906,35742.34375,35545.625,316.9739074707031,315.9731140136719,0.5539080500602722,-0.8428574800491333,0.8158383369445801,-0.45273083448410034,21.817501068115234,45.382667541503906,19344.96484375,103.02079772949219,-0.15134373307228088,-1.5299664735794067,-7637.40283203125,-146.45303344726562,21.78862190246582,21.73761749267578,45.50041580200195,45.557369232177734,18974.8984375,18625.099609375,101.15223693847656,96.23155212402344,0.5571717619895935,-0.8441272974014282,0.8165363073348999,-0.4547252655029297,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20240309103009,22.571422576904297,45.850467681884766,28182.0703125,216.9636697637446,0.027674883604049683,-0.11298182606697083,140.82949829101562,2.6758944988250732,22.531856536865234,22.51063346862793,45.93507766723633,46.10300064086914,28056.447265625,28152.6015625,214.314453125,209.6951446533203,0.533832311630249,-0.8448052406311035,-0.010872552171349525,-0.9373221397399902,23.13112449645996,47.37031173706055,38973.796875,350.9675598144531,0.5020307898521423,0.0665365606546402,0.22017215192317963,1.1603882312774658,7465.0400390625,145.18948364257812,23.121986389160156,23.05514144897461,47.516963958740234,47.601646423339844,38709.5,38635.84765625,349.1536865234375,345.75396728515625,0.5362407565116882,-0.8437647819519043,-0.01295540202409029,-0.9434689879417419,22.066457748413086,44.268123626708984,20853.1796875,125.02762603759766,-0.2065357118844986,-1.6980918645858765,-9299.0830078125,-176.00987243652344,22.04250717163086,21.996335983276367,44.34686279296875,44.37618637084961,20530.39453125,20204.2734375,121.36102294921875,115.31684875488281,0.5381827354431152,-0.8454984426498413,-0.01139049045741558,-0.9443114995956421,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
