SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Avg_Power(mW)
20240322090011,24.755281448364254,57.02650833129883,17419.90234375,23.67710494995117,50.1980094909668,11947.5419921875,191.65277099609372,25.340925216674805,58.7509765625,24082.58984375,536.21142578125,0.1242749243974685,-0.3418496549129486,640.3505249023438,-0.1551483869552612,-1.794704794883728,-7093.90869140625,-227.4589385986328,0.3890707492828369,1.657467246055603,9495.8876953125,318.5704040527344,355.72348662252523
20240322091011,26.69943618774414,51.267066955566406,25249.60546875,25.801618576049805,43.86186599731445,17302.05078125,314.3393249511719,27.7007999420166,52.98942565917969,32673.578125,763.397216796875,0.1617464274168014,-0.8155363202095032,455.8499145507813,-0.2225200682878494,-2.423590421676636,-9423.26171875,-304.6568298339844,0.4616427421569824,1.6373542547225952,10861.7744140625,378.1698913574219,517.760590026868
20240322092011,29.07176399230957,43.42361068725586,33344.76171875,28.01203346252441,37.082122802734375,23535.5234375,462.4994201660156,30.008338928222656,45.67232131958008,39686.8671875,954.4598388671876,0.1506085246801376,-0.785934329032898,351.5382080078125,-0.304865300655365,-2.6900830268859863,-10610.884765625,-348.03076171875,0.4836202263832092,1.4294185638427734,10529.0791015625,394.524658203125,717.8895723068304
20240322093011,31.126672744750977,37.53977584838867,39791.05859375,30.10772705078125,32.4379768371582,29106.662109375,611.1017456054688,31.99560165405273,40.13479995727539,45919.80078125,1111.5296630859375,0.1261797696352005,-0.3713356852531433,369.1484069824219,-0.3525392115116119,-2.503290891647339,-11188.642578125,-360.1439819335937,0.4967890679836273,1.002743363380432,9540.7861328125,369.6617736816406,875.9880447291522
20240322094011,32.4406623840332,33.948978424072266,43487.71875,31.68943977355957,29.27715492248535,33396.015625,722.0513916015625,33.33805847167969,36.623008728027344,51300.765625,1212.8199462890625,0.0823913514614105,-0.1612922698259353,247.2362518310547,-0.3965136408805847,-2.096926212310791,-10579.0439453125,-359.3700866699219,0.4812853634357452,0.9216651320457458,8669.439453125,345.9862670898437,951.2830763461471
20240322095011,33.24778366088867,31.744272232055664,45386.0546875,32.712158203125,27.78017234802246,35314.09765625,784.3742065429688,34.25962448120117,34.74054718017578,53808.6875,1269.9400634765625,0.0551756918430328,-0.1315482407808303,134.09994506835938,-0.4295161068439483,-1.8524588346481323,-10944.6474609375,-362.9737854003906,0.4507030844688415,0.8980281949043274,8762.0810546875,337.5487976074219,995.6494194342898
20240322100011,33.75510025024414,30.798507690429688,46230.7265625,33.33660125732422,26.87825965881348,36006.87109375,802.1588134765625,34.804439544677734,33.666961669921875,55048.0859375,1295.0975341796875,0.0198476202785968,-0.1998251229524612,-30.77325820922852,-0.4712149202823639,-1.6999956369400024,-11308.626953125,-375.4090270996094,0.4117040336132049,0.957482933998108,9411.1884765625,342.7468566894531,1009.1069705575561
20240322101011,34.05175018310547,30.364660263061523,46771.484375,33.71106719970703,26.32118034362793,36110.0234375,796.3583374023438,35.1774787902832,32.93330764770508,56085.6328125,1300.782470703125,-0.0070462934672832,-0.2945366501808166,-178.8340606689453,-0.5107148885726929,-1.6349653005599976,-11857.6162109375,-389.8265686035156,0.3858400285243988,1.0182901620864868,10246.73828125,356.79364013671875,1002.463585398733
20240322102011,34.23979949951172,30.166732788085938,47347.796875,33.94690704345703,26.05913352966309,36019.20703125,779.5082397460938,35.48735046386719,32.420066833496094,57226.28125,1296.63720703125,-0.0221820473670959,-0.372040182352066,-310.1550598144531,-0.5458516478538513,-1.6015923023223877,-12529.5673828125,-401.3346862792969,0.375771552324295,1.0886718034744265,11046.0986328125,371.9230346679688,986.9749617812304
20240322103011,34.34322738647461,30.101472854614254,47913.546875,34.08049774169922,26.05398750305176,35700.20703125,751.530517578125,35.74980163574219,32.119136810302734,58440.85546875,1282.93896484375,-0.0288600232452154,-0.4076159000396728,-435.4101867675781,-0.5778034925460815,-1.5676895380020142,-13333.5283203125,-410.601318359375,0.3768975436687469,1.1785504817962646,11757.5146484375,385.2386474609375,962.1846541319741
20240322104011,34.31697082519531,30.16703414916992,48208.8203125,34.079105377197266,26.29392433166504,34845.5234375,704.9701538085938,35.9248046875,32.072540283203125,59517.625,1252.6011962890625,-0.0313609167933464,-0.3952016532421112,-559.4545288085938,-0.608163595199585,-1.5269595384597778,-14344.8046875,-419.95159912109375,0.3832238018512726,1.2865662574768066,12429.2490234375,397.7991943359375,919.7199312067702
20240322105011,34.104061126708984,30.499422073364254,47849.56640625,33.90696716308594,26.805295944213867,33106.36328125,630.2418823242188,35.929561614990234,32.42527389526367,60006.92578125,1196.8271484375,-0.0335184298455715,-0.341306060552597,-692.6378173828125,-0.6358440518379211,-1.4812268018722534,-15477.546875,-430.4197082519531,0.3875121176242828,1.42526113986969,13079.9326171875,410.0146179199219,849.7300222197181
20240322110011,33.684349060058594,31.40250968933105,46345.72265625,33.578426361083984,27.68866539001465,30230.25390625,520.2791137695312,35.66143035888672,33.43805313110352,59149.85546875,1108.01025390625,-0.0371864065527915,-0.2514694929122925,-843.2405395507812,-0.6533648371696472,-1.4139983654022217,-16312.373046875,-438.1731872558594,0.3822700083255768,1.633459210395813,13607.083984375,418.9517822265625,745.0985025680737
20240322111011,33.16391372680664,32.743900299072266,42576.7109375,33.24129867553711,29.476362228393555,26113.162109375,395.6729736328125,35.02961730957031,34.933082580566406,56203.65234375,965.8656616210938,-0.0386754274368286,-0.0056430818513035,-866.4982299804688,-0.6495000123977661,-1.2058755159378052,-16445.65234375,-422.83984375,0.382289856672287,1.860978841781616,13526.27734375,411.7360534667969,606.374628736799
20240322112011,32.456390380859375,34.16069030761719,36680.84375,32.848472595214844,31.78533172607422,21061.912109375,275.3460998535156,33.97600555419922,36.51033401489258,50696.44921875,779.4951171875,-0.0412245504558086,0.3019486963748932,-727.9428100585938,-0.6139865517616272,-0.9246443510055542,-15259.3037109375,-378.4592895507813,0.3742164075374603,2.0267648696899414,12665.8046875,378.07464599609375,446.9350669363887
20240322113011,31.50987243652344,35.662384033203125,29652.701171875,32.266395568847656,34.12429428100586,15782.599609375,172.02944946289062,32.71335220336914,38.12808609008789,42804.703125,574.045166015625,-0.0416262820363044,0.5361639261245728,-436.2275085449219,-0.5364408493041992,-0.7463335394859314,-12549.09375,-308.7229309082031,0.3478202521800995,2.0406417846679688,11156.9423828125,313.15673828125,284.5206728070816
20240322114011,30.637460708618164,38.05887985229492,22779.322265625,31.36366081237793,36.78224563598633,11576.5244140625,92.52178192138672,31.668088912963867,40.6781005859375,33363.578125,357.0871276855469,-0.0366278737783432,0.6902866959571838,-162.9224395751953,-0.4318735599517822,-0.6769914031028748,-9490.826171875,-207.3631134033203,0.2831999361515045,1.957780599594116,8798.8828125,223.07955932617188,148.84901370402548
20240322115011,29.801841735839844,40.46607971191406,16927.515625,30.41837310791016,39.8325309753418,8890.90625,40.71371078491211,30.68585968017578,43.21077346801758,24316.4609375,186.36817932128903,-0.0327423587441444,0.8253967761993408,53.207462310791016,-0.3227492570877075,-0.729076087474823,-6317.2412109375,-114.3677749633789,0.2226970940828323,1.7594281435012815,5961.525390625,131.4441375732422,53.26688459049251
20240322120011,29.19139862060547,42.54933547973633,13300.0146484375,29.692588806152344,42.62844467163086,7739.4580078125,22.135284423828125,30.037412643432617,45.19491958618164,17429.60546875,86.17186737060547,-0.032052032649517,0.7673263549804688,151.1226348876953,-0.2493992745876312,-0.9990349411964417,-3518.94091796875,-43.30238342285156,0.1587315052747726,1.4984042644500732,3228.60498046875,55.19564056396485,10.981237200096189
20240322121011,28.76019096374512,44.75542449951172,11186.0263671875,29.069433212280277,44.53612518310547,7163.91748046875,21.199188232421875,29.426143646240234,47.22887802124024,13455.353515625,42.58049774169922,-0.011507804505527,0.5658905506134033,187.60044860839844,-0.2096316218376159,-1.1308937072753906,-1637.3255615234375,-1.4783920049667358,0.135974571108818,1.3823562860488892,1475.318603515625,21.573619842529297,9.46006534653479
