"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1009.6","1011.8","25.2","23.6","91","3.1","240","4.5","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1009.4","1011.6","24.9","23.3","91","2.5","230","4.9","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1009.4","1011.6","24.4","23.2","93","1.7","250","5.6","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1009.6","1011.8","24.3","22.9","92","2.5","250","4.1","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1009.6","1011.8","24.0","22.6","92","1.9","250","3.6","270","0.0","0.0","--","0.00","--","0","--","25.0","25.5","26.0","26.4","26.9","27.0","25.2"
"06","1010.2","1012.4","23.4","22.2","93","3.6","230","5.9","230","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"07","1010.5","1012.7","24.1","22.4","90","4.3","230","7.1","230","0.0","0.0","0.7","0.40","--","0","--","--","--","--","--","--","--","--"
"08","1010.7","1012.9","26.6","22.9","80","4.2","220","6.7","230","0.0","0.0","1.0","1.13","15.0","1","9.0","--","--","--","--","--","--","--"
"09","1011.1","1013.3","28.6","22.1","68","3.0","220","6.0","230","0.0","0.0","1.0","1.90","15.0","3","9.0","25.8","25.3","25.6","25.9","26.6","26.9","25.3"
"10","1011.3","1013.5","28.2","23.6","76","2.4","160","5.1","190","0.0","0.0","1.0","2.53","--","5","--","--","--","--","--","--","--","--"
"11","1010.6","1012.8","29.1","24.0","74","4.2","170","6.1","160","0.0","0.0","1.0","3.05","18.0","7","8.0","--","--","--","--","--","--","--"
"12","1009.7","1011.9","28.8","24.4","77","3.5","150","8.3","160","0.0","0.0","0.9","3.13","--","8","--","--","--","--","--","--","--","--"
"13","1008.8","1011.0","29.5","25.1","77","6.4","160","10.2","170","0.0","0.0","0.6","2.76","--","7","--","--","--","--","--","--","--","--"
"14","1008.2","1010.4","28.7","25.3","82","8.0","170","12.3","180","0.0","0.0","0.6","2.42","12.0","6","9.0","28.5","27.7","27.6","26.7","26.6","27.0","25.4"
"15","1007.6","1009.8","28.6","25.4","83","7.6","180","12.7","170","0.0","0.0","0.4","1.64","--","3","--","--","--","--","--","--","--","--"
"16","1007.6","1009.8","27.9","25.2","85","6.7","180","11.5","180","0.0","0.0","0.5","1.16","--","2","--","--","--","--","--","--","--","--"
"17","1007.7","1009.9","28.0","25.1","84","6.7","180","11.6","190","0.0","0.0","0.6","1.03","12.0","1","8.0","--","--","--","--","--","--","--"
"18","1008.2","1010.4","27.5","25.0","86","5.5","180","11.7","190","0.0","0.0","0.1","0.39","--","0","--","--","--","--","--","--","--","--"
"19","1008.6","1010.8","27.4","25.2","88","4.6","170","9.5","180","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"20","1009.1","1011.3","27.3","25.5","90","2.3","150","7.2","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1009.8","1012.0","27.2","25.8","92","2.2","140","4.2","140","T","0.2","--","0.00","--","0","--","27.4","27.7","28.2","28.1","27.8","27.6","25.4"
"22","1009.7","1011.9","27.2","26.0","93","1.0","100","3.2","140","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1009.6","1011.8","27.0","26.0","94","0.6","210","2.3","170","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1009.1","1011.3","26.9","25.7","93","0.6","200","1.7","200","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
