"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1006.2","1008.4","21.7","20.9","95","3.8","230","5.2","230","1.0","0.8","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1005.0","1007.2","22.0","21.3","96","4.2","220","8.4","220","0.5","0.7","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1004.4","1006.6","21.9","21.1","95","4.1","200","8.2","240","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1004.5","1006.7","21.5","20.5","94","2.2","270","7.0","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1004.0","1006.2","21.4","20.1","92","3.9","260","7.5","230","0.0","0.0","--","0.00","--","0","--","23.4","23.6","24.2","24.7","25.8","26.7","26.9"
"06","1004.3","1006.5","21.9","20.5","92","1.8","290","5.8","230","0.0","0.0","0.0","0.08","--","0","--","--","--","--","--","--","--","--"
"07","1004.6","1006.8","23.0","20.7","87","1.6","290","3.6","270","0.0","0.0","0.4","0.50","--","0","--","--","--","--","--","--","--","--"
"08","1004.3","1006.5","25.7","20.7","74","2.5","10","4.1","360","0.0","0.0","1.0","1.51","20.0","2","8.0","--","--","--","--","--","--","--"
"09","1004.7","1006.9","26.0","21.0","74","3.0","10","4.8","360","0.0","0.0","0.4","1.56","18.0","3","10.0","24.2","23.8","24.1","24.2","25.5","26.5","26.8"
"10","1004.4","1006.6","26.3","21.3","74","3.2","20","5.5","30","0.0","0.0","0.0","1.18","--","3","--","--","--","--","--","--","--","--"
"11","1004.3","1006.5","26.9","20.8","69","1.3","30","6.5","340","0.0","0.0","0.0","1.32","18.0","4","10.0","--","--","--","--","--","--","--"
"12","1004.2","1006.4","26.5","20.8","71","2.1","50","3.1","70","0.0","0.0","0.0","0.73","--","2","--","--","--","--","--","--","--","--"
"13","1003.9","1006.1","26.0","21.9","78","2.3","10","6.2","80","T","0.3","0.0","0.58","--","2","--","--","--","--","--","--","--","--"
"14","1003.6","1005.8","25.5","21.6","79","1.9","350","5.2","220","T","0.6","0.0","0.61","18.0","2","10.0","25.3","25.2","25.4","24.9","25.5","26.5","26.8"
"15","1003.1","1005.3","25.5","22.4","83","1.5","230","2.8","180","T","1.0","0.0","0.34","--","1","--","--","--","--","--","--","--","--"
"16","1002.7","1004.9","25.1","22.0","83","4.2","190","6.4","190","T","0.3","0.0","0.35","--","1","--","--","--","--","--","--","--","--"
"17","1002.6","1004.8","25.3","21.8","81","1.5","80","6.7","180","0.0","0.0","0.0","0.24","18.0","0","10.0","--","--","--","--","--","--","--"
"18","1003.2","1005.4","25.0","21.7","82","0.8","310","3.6","130","0.0","0.0","0.0","0.08","--","0","--","--","--","--","--","--","--","--"
"19","1002.5","1004.7","24.6","21.9","85","1.7","10","2.7","330","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"20","1004.1","1006.3","24.5","22.2","87","2.5","360","4.4","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1004.7","1006.9","24.9","22.0","84","3.9","20","5.7","30","0.0","0.0","--","0.00","--","0","--","24.3","24.5","25.0","25.1","25.8","26.6","26.7"
"22","1005.2","1007.4","24.9","22.0","84","2.6","360","4.6","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1004.9","1007.1","24.5","22.0","86","1.4","360","4.1","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1004.8","1007.0","24.3","21.6","85","0.7","350","3.5","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
