"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1008.5","1010.7","26.9","25.7","93","1.0","180","2.9","190","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1007.7","1009.9","26.2","24.4","90","1.3","240","2.2","210","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1007.5","1009.7","25.5","22.8","85","1.4","250","2.7","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1008.0","1010.2","26.5","24.0","86","1.7","10","3.5","10","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1008.3","1010.5","26.5","23.8","85","1.7","10","3.9","20","0.0","0.0","--","0.00","--","0","--","26.2","26.5","27.0","27.3","27.6","27.8","25.6"
"06","1008.8","1011.0","26.4","23.3","83","1.9","360","3.7","350","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"07","1009.5","1011.7","26.5","23.4","83","2.3","360","3.9","360","0.0","0.0","0.0","0.21","--","0","--","--","--","--","--","--","--","--"
"08","1010.3","1012.5","26.9","23.4","81","1.3","360","3.4","340","0.0","0.0","0.0","0.26","15.0","0","10.0","--","--","--","--","--","--","--"
"09","1010.6","1012.8","27.3","24.8","86","2.1","40","4.2","40","0.0","0.0","0.0","0.33","15.0","1","10.0","26.3","26.3","26.6","26.9","27.3","27.8","25.6"
"10","1011.0","1013.2","27.8","24.2","81","0.9","40","2.8","50","0.0","0.0","0.0","0.51","--","1","--","--","--","--","--","--","--","--"
"11","1011.1","1013.3","29.0","23.2","71","2.6","30","5.6","60","0.0","0.0","0.2","1.69","15.0","4","9.0","--","--","--","--","--","--","--"
"12","1010.7","1012.9","31.2","24.1","66","2.8","40","5.7","40","0.0","0.0","0.7","2.94","--","7","--","--","--","--","--","--","--","--"
"13","1010.0","1012.2","31.1","24.3","67","3.7","50","6.3","60","0.0","0.0","1.0","3.32","--","8","--","--","--","--","--","--","--","--"
"14","1009.5","1011.7","29.6","25.2","77","6.4","40","9.8","30","0.0","0.0","0.7","2.53","15.0","6","8.0","29.4","28.4","28.4","27.3","27.3","27.7","25.7"
"15","1009.5","1011.7","28.6","24.2","77","5.6","40","9.9","30","0.0","0.0","0.1","1.36","--","3","--","--","--","--","--","--","--","--"
"16","1009.3","1011.5","28.7","24.1","76","4.4","50","8.5","40","0.0","0.0","0.0","0.76","--","1","--","--","--","--","--","--","--","--"
"17","1009.7","1011.9","28.6","24.0","76","3.1","50","6.4","30","0.0","0.0","0.2","0.71","15.0","1","8.0","--","--","--","--","--","--","--"
"18","1010.2","1012.4","27.9","23.5","77","3.1","30","6.1","20","0.0","0.0","0.0","0.15","--","0","--","--","--","--","--","--","--","--"
"19","1010.8","1013.0","27.7","23.7","79","1.7","20","5.4","10","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1011.2","1013.4","27.6","23.6","79","2.5","20","5.5","10","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1011.5","1013.7","27.5","24.2","82","2.6","30","4.5","30","0.0","0.0","--","0.00","--","0","--","27.5","28.1","28.7","28.7","28.4","28.0","25.8"
"22","1011.8","1014.0","27.2","24.7","86","2.8","30","4.6","30","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1011.9","1014.1","27.0","24.3","85","2.4","10","5.1","30","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1011.6","1013.8","27.0","24.7","87","1.4","20","3.2","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
