"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1009.5","1011.7","21.9","19.3","85","1.8","270","3.4","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1009.0","1011.2","21.8","19.0","84","1.4","290","2.8","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1008.6","1010.8","21.5","18.7","84","1.2","290","2.6","270","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1008.8","1011.0","20.9","18.7","87","1.8","260","3.1","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1009.6","1011.8","20.6","18.5","88","2.2","250","3.7","240","0.0","0.0","--","0.00","--","0","--","21.5","22.1","22.8","23.5","24.3","24.7","23.6"
"06","1010.6","1012.8","20.6","18.9","90","2.9","250","4.1","260","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"07","1011.2","1013.4","21.5","19.3","87","2.0","250","4.4","250","0.0","0.0","0.3","0.29","--","0","--","--","--","--","--","--","--","--"
"08","1011.7","1013.9","23.7","19.6","78","2.5","240","4.6","240","0.0","0.0","0.9","1.20","20.0","1","2.0","--","--","--","--","--","--","--"
"09","1012.0","1014.2","25.4","19.3","69","2.3","190","4.5","220","0.0","0.0","1.0","2.05","20.0","3","1.0","22.7","22.1","22.4","22.8","23.8","24.5","23.7"
"10","1011.7","1013.9","26.8","19.9","66","3.5","170","4.8","170","0.0","0.0","1.0","2.79","--","6","--","--","--","--","--","--","--","--"
"11","1011.1","1013.3","27.0","20.8","69","1.9","150","5.8","170","0.0","0.0","1.0","3.30","20.0","8","1.0","--","--","--","--","--","--","--"
"12","1010.4","1012.6","27.4","21.2","69","5.2","170","7.7","170","0.0","0.0","1.0","3.53","--","10","--","--","--","--","--","--","--","--"
"13","1009.2","1011.4","27.4","21.7","71","7.0","170","10.4","170","0.0","0.0","1.0","3.54","--","10","--","--","--","--","--","--","--","--"
"14","1008.0","1010.2","26.7","22.1","76","7.5","170","11.8","170","0.0","0.0","0.8","3.11","20.0","8","3.0","26.4","25.5","25.3","24.0","23.9","24.6","23.7"
"15","1007.4","1009.6","26.4","22.1","77","8.4","180","13.3","180","0.0","0.0","0.3","1.78","--","4","--","--","--","--","--","--","--","--"
"16","1007.2","1009.4","26.5","21.9","76","6.5","170","13.6","170","0.0","0.0","1.0","2.06","--","3","--","--","--","--","--","--","--","--"
"17","1007.1","1009.3","25.8","22.5","82","7.5","180","13.0","180","0.0","0.0","0.5","0.86","20.0","1","5.0","--","--","--","--","--","--","--"
"18","1007.4","1009.6","25.8","22.9","84","6.9","190","12.8","190","0.0","0.0","0.1","0.22","--","0","--","--","--","--","--","--","--","--"
"19","1007.4","1009.6","25.8","23.3","86","5.9","190","9.9","190","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"20","1007.8","1010.0","25.9","23.0","84","2.2","190","8.3","210","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1008.1","1010.3","25.7","23.9","90","3.5","180","5.4","180","0.0","0.0","--","0.00","--","0","--","25.4","25.7","26.2","26.1","25.8","25.3","23.8"
"22","1008.0","1010.2","25.5","22.8","85","1.3","330","4.4","190","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1007.5","1009.7","25.2","21.5","80","0.8","340","2.2","290","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1007.6","1009.8","24.0","20.9","83","0.6","260","1.8","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
