"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1008.4","1010.6","24.9","23.2","90","2.4","250","4.4","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1007.8","1010.0","24.9","23.2","90","1.6","270","4.6","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1007.7","1009.9","24.7","23.0","90","2.1","270","3.8","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1007.7","1009.9","24.6","22.9","90","2.3","260","4.1","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1007.5","1009.7","24.2","22.8","92","4.1","240","6.2","240","T","0.5","--","0.00","--","0","--","24.5","24.5","24.9","25.0","25.7","26.4","26.4"
"06","1008.2","1010.4","24.1","22.9","93","3.5","240","5.9","250","T","0.5","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"07","1008.2","1010.4","24.2","22.8","92","4.7","230","9.0","220","T","0.2","0.0","0.18","--","0","--","--","--","--","--","--","--","--"
"08","1008.3","1010.5","24.4","22.5","89","4.9","220","9.4","230","T","0.1","0.0","0.31","18.0","1","10.0","--","--","--","--","--","--","--"
"09","1009.0","1011.2","25.6","22.5","83","3.6","240","6.7","240","0.0","0.0","0.0","0.67","18.0","2","10.0","24.9","24.5","24.8","24.7","25.5","26.4","26.4"
"10","1009.1","1011.3","26.1","22.0","78","3.0","220","6.8","250","T","0.1","0.0","0.68","--","2","--","--","--","--","--","--","--","--"
"11","1008.4","1010.6","28.0","22.7","73","1.2","160","3.3","210","0.0","0.0","0.3","1.67","18.0","5","8.0","--","--","--","--","--","--","--"
"12","1008.6","1010.8","28.7","23.2","72","1.5","120","2.9","130","0.0","0.0","0.3","2.11","--","6","--","--","--","--","--","--","--","--"
"13","1008.3","1010.5","28.2","21.8","68","2.7","40","6.4","50","0.0","0.0","0.0","1.49","--","5","--","--","--","--","--","--","--","--"
"14","1007.9","1010.1","27.6","21.4","69","1.5","30","6.2","30","0.0","0.0","0.0","0.71","18.0","2","10.0","27.1","26.7","26.7","25.4","25.7","26.4","26.4"
"15","1007.0","1009.2","27.3","22.7","76","1.3","160","2.2","40","0.0","0.0","0.0","0.76","--","2","--","--","--","--","--","--","--","--"
"16","1006.2","1008.4","27.5","23.3","78","2.6","170","3.6","170","0.0","0.0","0.4","1.40","--","3","--","--","--","--","--","--","--","--"
"17","1005.9","1008.1","26.7","23.8","84","2.1","170","3.9","170","0.0","0.0","0.2","0.67","18.0","1","8.0","--","--","--","--","--","--","--"
"18","1005.9","1008.1","26.7","23.6","83","0.3","330","3.7","160","0.0","0.0","0.4","0.32","--","0","--","--","--","--","--","--","--","--"
"19","1006.6","1008.8","26.3","23.4","84","0.8","80","1.8","110","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"20","1007.6","1009.8","26.4","22.3","78","1.2","290","2.3","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1007.8","1010.0","26.3","22.6","80","1.1","330","2.7","340","0.0","0.0","--","0.00","--","0","--","25.9","26.1","26.6","26.3","26.4","26.7","26.4"
"22","1008.0","1010.2","25.9","22.8","83","1.3","350","2.6","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1007.8","1010.0","25.9","22.0","79","2.0","360","3.4","300","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1007.5","1009.7","25.2","21.9","82","0.8","300","2.2","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
