"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1012.0","1014.2","25.8","22.3","81","0.4","150","2.0","10","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1011.6","1013.8","23.8","21.7","88","4.8","50","9.2","360","T","0.4","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1011.5","1013.7","23.5","21.0","86","3.3","30","9.5","40","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1010.9","1013.1","23.4","20.9","86","1.0","20","5.6","40","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1010.8","1013.0","23.4","20.9","86","1.3","220","2.4","40","0.0","0.0","--","0.00","--","0","--","24.9","25.6","26.3","27.0","27.4","27.2","24.7"
"06","1011.2","1013.4","23.4","21.1","87","1.7","220","3.0","230","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"07","1011.7","1013.9","23.9","21.8","88","0.4","180","2.8","240","0.0","0.0","0.1","0.30","--","0","--","--","--","--","--","--","--","--"
"08","1012.5","1014.7","24.1","21.4","85","3.0","30","5.6","20","0.0","0.0","0.0","0.28","10.0","0","10.0","--","--","--","--","--","--","--"
"09","1012.7","1014.9","24.2","21.1","83","3.9","40","6.1","20","0.0","0.0","0.0","0.44","10.0","1","10.0","24.8","25.2","25.7","26.3","26.9","27.1","24.8"
"10","1013.2","1015.4","24.0","20.7","82","3.6","40","6.6","20","0.0","0.0","0.0","0.91","--","2","--","--","--","--","--","--","--","--"
"11","1013.1","1015.3","23.4","20.7","85","4.1","20","7.1","340","T","0.3","0.0","0.53","8.0","2","10.0","--","--","--","--","--","--","--"
"12","1012.9","1015.1","22.9","21.0","89","4.0","40","7.3","30","T","1.0","0.0","0.41","--","2","--","--","--","--","--","--","--","--"
"13","1012.0","1014.2","23.4","20.9","86","3.6","40","7.9","30","T","0.8","0.0","0.70","--","2","--","--","--","--","--","--","--","--"
"14","1011.7","1013.9","23.1","20.1","83","4.1","30","8.0","50","T","0.1","0.0","0.51","10.0","2","10.0","24.7","25.2","25.7","26.0","26.6","26.9","24.9"
"15","1011.1","1013.3","22.5","20.2","87","3.7","20","7.2","30","T","0.5","0.0","0.30","--","1","--","--","--","--","--","--","--","--"
"16","1011.4","1013.6","22.7","20.2","86","2.6","360","5.2","20","T","0.7","0.0","0.18","--","0","--","--","--","--","--","--","--","--"
"17","1012.0","1014.2","22.2","20.7","91","2.4","350","4.8","340","T","1.0","0.0","0.07","8.0","0","10.0","--","--","--","--","--","--","--"
"18","1012.5","1014.7","22.0","20.8","93","2.8","10","5.2","20","T","0.8","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"19","1013.1","1015.3","22.1","20.9","93","1.6","30","5.3","20","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1013.7","1015.9","22.0","21.0","94","2.1","340","3.8","10","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1014.2","1016.4","22.2","21.0","93","1.4","340","2.9","340","T","0.1","--","0.00","--","0","--","23.7","24.2","24.8","25.4","26.2","26.6","25.0"
"22","1014.3","1016.5","22.0","21.0","94","2.0","330","3.4","360","T","0.7","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1014.5","1016.7","21.9","21.1","95","1.9","350","3.9","350","1.0","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1014.0","1016.2","21.6","20.8","95","1.1","340","3.1","350","0.5","0.7","--","0.00","--","0","--","--","--","--","--","--","--","--"
