"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1006.6","1008.8","29.1","24.7","77","1.3","260","3.1","280","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1005.8","1008.0","28.0","24.2","80","3.1","240","4.1","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1005.3","1007.5","27.7","24.8","84","1.7","240","3.6","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1005.0","1007.2","27.7","23.7","79","1.7","250","2.8","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1005.0","1007.2","27.7","24.2","81","0.3","320","2.3","340","0.0","0.0","--","0.00","--","0","--","30.1","31.7","32.9","34.0","34.7","35.3","33.2"
"06","1005.7","1007.9","28.0","23.8","78","1.5","280","3.4","260","0.0","0.0","0.3","0.09","--","0","--","--","--","--","--","--","--","--"
"07","1005.8","1008.0","29.3","24.0","73","0.9","260","2.2","250","0.0","0.0","1.0","0.61","--","0","--","--","--","--","--","--","--","--"
"08","1006.1","1008.3","32.0","24.4","64","1.9","30","4.8","70","0.0","0.0","1.0","1.50","25.0","2","2.0","--","--","--","--","--","--","--"
"09","1005.8","1007.9","33.3","24.8","61","2.1","50","4.8","20","0.0","0.0","1.0","2.29","25.0","5","1.0","31.5","31.3","32.2","33.3","34.4","35.3","33.3"
"10","1005.5","1007.6","32.6","25.2","65","3.3","80","5.4","80","0.0","0.0","1.0","2.96","--","8","--","--","--","--","--","--","--","--"
"11","1004.7","1006.8","33.4","25.9","65","4.9","80","7.2","80","0.0","0.0","1.0","3.45","25.0","11","1.0","--","--","--","--","--","--","--"
"12","1003.8","1005.9","33.5","25.8","64","4.5","80","7.4","70","0.0","0.0","1.0","3.71","--","13","--","--","--","--","--","--","--","--"
"13","1003.0","1005.1","33.4","25.7","64","5.0","80","7.7","80","0.0","0.0","1.0","3.71","--","13","--","--","--","--","--","--","--","--"
"14","1002.7","1004.8","34.1","25.0","59","4.4","60","8.7","70","0.0","0.0","1.0","3.44","25.0","11","2.0","39.0","36.0","34.7","33.3","34.0","35.2","33.3"
"15","1002.8","1004.9","34.1","26.3","64","3.9","40","8.8","70","0.0","0.0","1.0","2.92","--","8","--","--","--","--","--","--","--","--"
"16","1002.3","1004.4","33.8","25.5","62","5.1","50","9.4","100","0.0","0.0","1.0","2.26","--","5","--","--","--","--","--","--","--","--"
"17","1002.4","1004.5","32.6","25.2","65","5.4","40","8.8","60","0.0","0.0","1.0","1.46","25.0","2","1.0","--","--","--","--","--","--","--"
"18","1001.9","1004.0","32.1","24.5","64","5.0","40","7.2","40","0.0","0.0","1.0","0.59","--","0","--","--","--","--","--","--","--","--"
"19","1002.3","1004.5","31.2","25.6","72","3.6","30","6.4","60","0.0","0.0","0.0","0.04","--","0","--","--","--","--","--","--","--","--"
"20","1002.4","1004.6","30.9","25.3","72","2.3","20","5.5","50","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1002.2","1004.4","30.8","24.7","70","3.1","10","5.5","350","0.0","0.0","--","0.00","--","0","--","34.0","35.4","36.4","35.7","35.0","35.5","33.4"
"22","1002.0","1004.2","30.8","24.2","68","2.5","10","5.4","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1002.5","1004.7","30.7","24.1","68","2.3","10","4.6","360","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1001.9","1004.1","30.5","23.9","68","1.9","350","4.3","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
