"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1009.6","1011.8","26.8","23.9","84","3.4","240","6.3","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1009.4","1011.6","26.4","23.9","86","3.1","250","5.4","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1009.3","1011.5","26.1","24.0","88","2.8","230","5.5","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1009.8","1012.0","26.3","23.8","86","3.6","250","6.2","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1010.5","1012.7","26.0","23.7","87","2.9","230","6.5","240","0.0","0.0","--","0.00","--","0","--","27.6","28.0","28.8","29.7","30.9","32.4","31.3"
"06","1011.4","1013.6","26.0","23.5","86","3.1","240","5.6","230","0.0","0.0","0.5","0.12","--","0","--","--","--","--","--","--","--","--"
"07","1012.1","1014.3","27.8","24.0","80","3.9","220","6.1","220","0.0","0.0","0.9","0.72","--","1","--","--","--","--","--","--","--","--"
"08","1012.4","1014.6","29.8","23.8","70","3.2","240","5.4","220","0.0","0.0","1.0","1.58","25.0","2","2.0","--","--","--","--","--","--","--"
"09","1012.7","1014.9","30.0","24.2","71","3.0","190","5.2","240","0.0","0.0","1.0","2.17","25.0","5","3.0","28.5","28.2","28.6","29.1","30.4","32.1","31.3"
"10","1012.7","1014.9","30.8","24.9","71","4.3","170","6.3","180","0.0","0.0","1.0","2.79","--","8","--","--","--","--","--","--","--","--"
"11","1012.3","1014.5","30.6","25.5","74","6.4","170","9.3","180","0.0","0.0","0.7","2.55","25.0","9","3.0","--","--","--","--","--","--","--"
"12","1012.0","1014.2","31.2","26.7","77","5.5","170","9.2","170","0.0","0.0","1.0","3.69","--","13","--","--","--","--","--","--","--","--"
"13","1011.5","1013.7","30.9","26.8","79","4.5","160","8.3","180","0.0","0.0","1.0","3.66","--","13","--","--","--","--","--","--","--","--"
"14","1011.1","1013.3","31.3","27.0","78","5.4","170","10.2","180","0.0","0.0","1.0","3.40","25.0","11","2.0","31.5","30.7","30.9","30.0","30.4","32.1","31.3"
"15","1011.1","1013.3","31.9","27.4","77","4.5","170","9.4","180","0.0","0.0","1.0","2.92","--","8","--","--","--","--","--","--","--","--"
"16","1010.8","1013.0","31.0","27.2","80","4.5","160","10.0","180","0.0","0.0","1.0","2.16","--","5","--","--","--","--","--","--","--","--"
"17","1010.6","1012.8","30.5","27.3","83","4.1","170","7.5","170","0.0","0.0","1.0","1.44","20.0","2","2.0","--","--","--","--","--","--","--"
"18","1011.1","1013.3","30.1","26.7","82","3.8","170","7.6","180","0.0","0.0","0.8","0.59","--","1","--","--","--","--","--","--","--","--"
"19","1011.7","1013.9","29.8","26.8","84","3.5","170","7.0","170","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"20","1012.5","1014.7","29.8","27.0","85","2.9","160","5.2","170","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1013.1","1015.3","29.2","26.8","87","2.8","180","5.1","220","0.0","0.0","--","0.00","--","0","--","30.7","31.2","31.9","31.9","32.0","32.7","31.2"
"22","1013.4","1015.6","29.5","26.5","84","3.5","200","5.8","190","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1013.5","1015.7","29.8","26.0","80","2.8","200","5.2","200","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1013.1","1015.3","29.4","25.8","81","1.8","250","3.5","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
