"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1006.9","1009.1","25.8","24.4","92","3.0","240","6.4","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1006.8","1009.0","25.9","23.4","86","2.8","240","4.3","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1006.9","1009.1","25.8","21.5","77","2.1","260","4.7","270","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1006.8","1009.0","25.4","22.5","84","4.6","240","6.0","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1007.1","1009.3","24.9","22.8","88","3.5","230","6.1","230","0.0","0.0","--","0.00","--","0","--","27.6","28.4","29.7","31.1","32.4","34.0","32.0"
"06","1007.7","1009.9","25.1","21.6","81","3.6","240","6.1","250","0.0","0.0","0.0","0.04","--","0","--","--","--","--","--","--","--","--"
"07","1008.3","1010.5","26.7","22.3","77","4.0","240","6.6","230","0.0","0.0","0.6","0.59","--","1","--","--","--","--","--","--","--","--"
"08","1007.7","1009.9","29.0","22.3","67","2.5","230","6.2","210","0.0","0.0","1.0","1.57","25.0","2","2.0","--","--","--","--","--","--","--"
"09","1007.3","1009.5","30.0","23.2","67","1.9","160","3.8","210","0.0","0.0","1.0","2.33","25.0","5","1.0","28.2","28.3","29.1","30.3","31.8","33.6","32.1"
"10","1007.7","1009.9","30.3","23.5","67","2.9","110","4.0","120","0.0","0.0","1.0","2.98","--","8","--","--","--","--","--","--","--","--"
"11","1008.1","1010.3","31.2","24.9","69","3.2","120","5.1","140","0.0","0.0","1.0","3.45","25.0","11","1.0","--","--","--","--","--","--","--"
"12","1008.3","1010.5","31.7","25.3","69","2.8","160","5.3","170","0.0","0.0","1.0","3.69","--","13","--","--","--","--","--","--","--","--"
"13","1007.9","1010.1","31.1","25.7","73","5.0","170","7.5","180","0.0","0.0","1.0","3.69","--","13","--","--","--","--","--","--","--","--"
"14","1007.5","1009.7","31.2","26.3","75","4.8","170","7.0","180","0.0","0.0","1.0","3.43","25.0","11","2.0","31.6","30.9","31.3","30.8","31.6","33.4","32.1"
"15","1007.2","1009.4","31.3","25.9","73","5.8","170","8.5","170","0.0","0.0","1.0","2.97","--","8","--","--","--","--","--","--","--","--"
"16","1006.8","1009.0","30.4","25.3","74","5.1","190","9.2","170","0.0","0.0","0.6","1.60","--","4","--","--","--","--","--","--","--","--"
"17","1006.7","1008.9","30.6","25.7","75","5.2","170","9.4","180","0.0","0.0","1.0","1.47","25.0","2","2.0","--","--","--","--","--","--","--"
"18","1006.9","1009.1","29.7","26.1","81","4.5","170","8.6","180","0.0","0.0","0.6","0.55","--","1","--","--","--","--","--","--","--","--"
"19","1007.7","1009.9","29.6","25.6","79","4.2","170","8.3","210","0.0","0.0","0.0","0.06","--","0","--","--","--","--","--","--","--","--"
"20","1008.1","1010.3","29.5","24.8","76","3.7","200","6.8","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1008.3","1010.5","29.4","24.7","76","2.2","200","5.0","200","0.0","0.0","--","0.00","--","0","--","30.5","31.8","32.8","33.0","33.0","33.9","32.1"
"22","1008.9","1011.1","29.0","25.4","81","0.8","200","2.5","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1008.7","1010.9","28.7","25.1","81","2.3","230","3.5","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1008.5","1010.7","28.1","24.9","83","1.9","230","4.1","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
