"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1008.6","1010.8","27.7","23.9","80","2.4","240","4.8","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1008.9","1011.1","27.4","23.9","81","3.5","230","5.8","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1008.7","1010.9","27.2","23.5","80","3.8","240","6.0","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1008.9","1011.1","26.7","23.6","83","3.7","230","6.0","210","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1009.2","1011.4","26.5","23.0","81","3.8","240","6.9","230","0.0","0.0","--","0.00","--","0","--","29.1","30.4","31.4","32.5","33.4","34.2","32.4"
"06","1009.6","1011.8","26.6","22.7","79","3.5","240","6.1","220","0.0","0.0","0.4","0.11","--","0","--","--","--","--","--","--","--","--"
"07","1009.8","1012.0","28.5","23.2","73","3.5","230","6.5","240","0.0","0.0","1.0","0.73","--","1","--","--","--","--","--","--","--","--"
"08","1009.6","1011.8","30.5","23.2","65","3.0","200","5.8","230","0.0","0.0","1.0","1.54","25.0","2","2.0","--","--","--","--","--","--","--"
"09","1009.8","1012.0","31.5","24.1","65","2.9","180","4.2","190","0.0","0.0","1.0","2.31","25.0","5","1.0","30.1","30.1","30.9","31.8","33.0","34.2","32.4"
"10","1009.9","1012.1","31.1","24.5","68","3.2","160","5.8","180","0.0","0.0","1.0","2.95","--","8","--","--","--","--","--","--","--","--"
"11","1009.7","1011.9","31.5","26.5","75","4.8","160","7.1","180","0.0","0.0","1.0","3.44","25.0","12","3.0","--","--","--","--","--","--","--"
"12","1009.0","1011.2","31.8","26.4","73","5.2","160","8.0","170","0.0","0.0","1.0","3.71","--","14","--","--","--","--","--","--","--","--"
"13","1008.7","1010.9","31.7","27.0","76","3.9","160","6.6","160","0.0","0.0","1.0","3.69","--","14","--","--","--","--","--","--","--","--"
"14","1008.5","1010.7","32.1","27.3","76","4.5","160","7.1","180","0.0","0.0","1.0","3.44","20.0","12","3.0","34.8","32.7","32.6","32.0","32.7","34.1","32.5"
"15","1008.3","1010.5","31.8","26.8","75","4.7","160","8.1","160","0.0","0.0","1.0","2.93","--","9","--","--","--","--","--","--","--","--"
"16","1008.1","1010.3","31.4","26.4","75","5.5","160","8.7","170","0.0","0.0","0.8","2.00","--","5","--","--","--","--","--","--","--","--"
"17","1008.4","1010.6","30.4","26.6","80","4.2","170","8.8","170","0.0","0.0","0.7","1.15","20.0","2","3.0","--","--","--","--","--","--","--"
"18","1008.9","1011.1","30.1","25.4","76","3.3","200","7.9","170","0.0","0.0","0.0","0.11","--","0","--","--","--","--","--","--","--","--"
"19","1009.4","1011.6","30.2","25.1","74","2.9","180","5.6","240","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"20","1009.7","1011.9","30.0","24.2","71","0.3","320","4.9","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1010.0","1012.2","29.5","23.5","70","1.6","290","3.4","310","0.0","0.0","--","0.00","--","0","--","31.9","33.1","34.0","34.0","33.9","34.5","32.5"
"22","1009.9","1012.1","28.5","23.7","75","3.1","240","4.7","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1009.9","1012.1","28.3","23.0","73","4.2","230","5.8","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1009.5","1011.7","27.7","23.5","78","3.1","230","6.2","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
