"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1019.4","1021.7","15.5","14.5","94","2.3","260","4.2","250","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1019.0","1021.3","15.5","14.5","94","2.4","250","4.2","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1018.8","1021.1","15.5","14.5","94","3.1","250","4.7","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1018.8","1021.1","15.5","14.5","94","3.0","240","4.6","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1019.3","1021.6","15.6","14.5","93","3.3","250","5.6","260","0.0","0.0","--","0.00","--","0","--","16.7","17.0","17.6","18.0","19.3","20.4","22.2"
"06","1020.0","1022.3","15.7","14.6","93","2.7","260","5.1","250","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1020.5","1022.8","15.8","14.3","91","3.2","240","5.5","240","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"08","1021.0","1023.3","16.4","14.6","89","2.2","250","5.9","240","0.0","0.0","0.0","0.18","20.0","0","10.0","--","--","--","--","--","--","--"
"09","1021.2","1023.5","17.5","14.8","84","1.1","260","3.5","250","0.0","0.0","0.0","0.33","20.0","1","10.0","17.1","17.1","17.6","17.9","19.1","20.3","22.2"
"10","1021.4","1023.7","17.3","14.6","84","0.9","330","2.8","140","T","0.5","0.0","0.30","--","1","--","--","--","--","--","--","--","--"
"11","1021.2","1023.5","17.0","15.0","88","3.0","360","4.9","20","T","1.0","0.0","0.34","8.0","1","10.0","--","--","--","--","--","--","--"
"12","1020.6","1022.9","17.0","15.2","89","1.8","330","4.4","30","T","1.0","0.0","0.38","--","1","--","--","--","--","--","--","--","--"
"13","1019.8","1022.1","17.2","15.2","88","1.7","330","3.5","320","T","1.0","0.0","0.50","--","2","--","--","--","--","--","--","--","--"
"14","1019.1","1021.4","17.0","15.0","88","2.7","20","4.8","40","T","1.0","0.0","0.49","8.0","2","10.0","17.7","17.7","18.1","18.1","19.1","20.2","22.1"
"15","1018.7","1021.0","16.6","15.0","90","2.1","330","3.8","320","T","1.0","0.0","0.31","--","1","--","--","--","--","--","--","--","--"
"16","1018.8","1021.1","16.6","14.8","89","2.9","360","5.3","350","T","1.0","0.0","0.20","--","0","--","--","--","--","--","--","--","--"
"17","1019.1","1021.4","16.4","14.9","91","2.5","330","4.6","360","T","0.8","0.0","0.10","10.0","0","10.0","--","--","--","--","--","--","--"
"18","1019.2","1021.5","16.5","14.9","90","2.1","350","3.9","320","T","0.6","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"19","1019.7","1022.0","16.7","14.9","89","1.7","310","3.9","360","0.5","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1020.2","1022.5","16.7","14.5","87","2.1","330","3.2","300","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1020.5","1022.8","16.6","14.8","89","1.7","330","3.2","340","T","0.2","--","0.00","--","0","--","17.1","17.4","17.9","18.2","19.2","20.2","22.0"
"22","1020.5","1022.8","16.4","14.9","91","1.9","300","3.1","300","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1020.2","1022.5","16.5","14.9","90","1.8","300","2.7","320","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1019.7","1022.0","16.2","14.9","92","1.3","260","2.9","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
