"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1010.9","1013.1","24.1","18.3","70","3.6","240","7.1","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1010.4","1012.6","23.8","18.2","71","3.6","250","6.6","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1010.0","1012.2","23.8","17.3","67","3.2","240","6.6","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1009.8","1012.0","23.8","17.1","66","2.8","250","5.5","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1010.0","1012.2","23.1","18.0","73","3.6","240","5.4","240","0.0","0.0","--","0.00","--","0","--","23.6","24.0","24.6","25.2","26.2","27.0","27.2"
"06","1010.4","1012.6","23.2","18.5","75","4.0","240","5.8","250","0.0","0.0","0.0","0.06","--","0","--","--","--","--","--","--","--","--"
"07","1011.0","1013.2","23.9","18.6","72","3.4","250","5.9","260","0.0","0.0","0.0","0.34","--","0","--","--","--","--","--","--","--","--"
"08","1011.3","1013.5","24.5","18.5","69","3.6","240","6.0","240","0.0","0.0","0.0","0.63","25.0","1","9.0","--","--","--","--","--","--","--"
"09","1011.3","1013.5","27.2","17.7","56","3.1","230","5.2","230","0.0","0.0","0.0","1.41","20.0","3","9.0","24.2","24.1","24.5","24.8","25.9","26.9","27.2"
"10","1011.2","1013.4","29.6","20.5","58","2.2","220","5.1","220","0.0","0.0","0.2","2.18","--","6","--","--","--","--","--","--","--","--"
"11","1011.2","1013.4","29.0","21.0","62","4.5","180","6.5","180","0.0","0.0","0.9","3.68","20.0","10","7.0","--","--","--","--","--","--","--"
"12","1010.8","1013.0","29.0","21.0","62","5.0","170","7.5","180","0.0","0.0","0.4","2.47","--","9","--","--","--","--","--","--","--","--"
"13","1010.2","1012.4","27.9","21.7","69","5.5","160","8.9","170","0.0","0.0","0.1","1.76","--","6","--","--","--","--","--","--","--","--"
"14","1009.8","1012.0","27.5","20.8","67","5.6","190","8.2","170","0.0","0.0","0.0","0.35","20.0","1","10.0","26.1","26.2","26.6","25.9","26.2","26.9","27.2"
"15","1009.5","1011.7","27.0","20.6","68","2.0","240","8.8","180","T","0.1","0.0","0.26","--","1","--","--","--","--","--","--","--","--"
"16","1009.2","1011.4","27.3","20.2","65","2.8","260","4.5","250","0.0","0.0","0.0","0.32","--","1","--","--","--","--","--","--","--","--"
"17","1009.3","1011.5","27.6","19.9","63","2.1","240","4.8","230","0.0","0.0","0.0","0.24","15.0","0","10.0","--","--","--","--","--","--","--"
"18","1009.5","1011.7","27.1","20.5","67","2.2","210","3.7","240","0.0","0.0","0.0","0.22","--","0","--","--","--","--","--","--","--","--"
"19","1009.9","1012.1","26.7","20.3","68","2.0","240","3.0","240","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"20","1010.4","1012.6","26.3","20.6","71","1.9","260","3.7","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1010.5","1012.7","25.9","20.5","72","1.7","240","2.9","270","0.0","0.0","--","0.00","--","0","--","25.4","25.5","26.0","26.2","26.7","27.4","27.1"
"22","1011.2","1013.4","25.7","20.5","73","2.6","270","4.1","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1010.9","1013.1","25.6","20.6","74","2.9","250","4.8","270","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1010.2","1012.4","25.2","21.1","78","2.5","230","5.7","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
