"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1005.9","1008.1","28.8","27.0","90","1.1","200","2.2","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1005.5","1007.7","28.5","26.5","89","1.7","190","2.8","190","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1005.5","1007.7","28.5","26.9","91","2.1","230","3.2","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1005.8","1008.0","28.4","27.0","92","0.8","220","3.6","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1006.0","1008.2","28.4","27.0","92","2.5","240","3.3","240","0.0","0.0","--","0.00","--","0","--","29.2","29.2","29.7","30.0","30.7","32.0","29.9"
"06","1006.0","1008.2","28.5","25.3","83","1.4","240","3.1","230","0.0","0.0","0.5","0.18","--","0","--","--","--","--","--","--","--","--"
"07","1006.3","1008.5","29.4","26.6","85","1.9","190","3.2","210","0.0","0.0","1.0","0.77","--","1","--","--","--","--","--","--","--","--"
"08","1006.3","1008.5","30.4","26.6","80","2.6","180","4.3","170","0.0","0.0","1.0","1.64","25.0","2","1.0","--","--","--","--","--","--","--"
"09","1006.3","1008.5","31.1","26.6","77","5.1","170","7.5","170","0.0","0.0","1.0","2.40","25.0","5","2.0","30.1","29.5","29.7","29.6","30.4","31.8","29.9"
"10","1006.3","1008.5","30.6","26.6","79","6.9","170","10.1","170","0.0","0.0","1.0","2.92","--","8","--","--","--","--","--","--","--","--"
"11","1006.0","1008.2","31.2","26.5","76","7.9","180","12.9","180","0.0","0.0","1.0","3.37","25.0","11","2.0","--","--","--","--","--","--","--"
"12","1005.9","1008.1","31.6","26.9","76","6.4","170","12.8","190","0.0","0.0","1.0","3.64","--","12","--","--","--","--","--","--","--","--"
"13","1005.3","1007.5","32.0","27.7","78","6.9","170","13.6","170","0.0","0.0","0.9","3.52","--","12","--","--","--","--","--","--","--","--"
"14","1004.6","1006.8","31.6","27.5","79","8.1","180","14.4","200","0.0","0.0","1.0","3.38","25.0","10","1.0","35.0","34.1","33.0","30.7","30.6","31.9","30.0"
"15","1004.3","1006.5","31.3","27.4","80","7.4","170","14.0","190","0.0","0.0","1.0","2.84","--","7","--","--","--","--","--","--","--","--"
"16","1004.2","1006.4","30.8","27.6","83","6.6","180","12.7","180","0.0","0.0","1.0","2.20","--","4","--","--","--","--","--","--","--","--"
"17","1004.5","1006.7","29.9","27.5","87","3.6","160","10.6","160","0.0","0.0","0.2","0.62","25.0","1","6.0","--","--","--","--","--","--","--"
"18","1005.3","1007.5","29.9","27.3","86","2.3","150","7.6","170","0.0","0.0","0.0","0.09","--","0","--","--","--","--","--","--","--","--"
"19","1005.3","1007.5","29.8","27.2","86","1.8","140","3.8","120","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"20","1005.9","1008.1","30.0","27.4","86","1.9","110","3.9","110","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1006.6","1008.8","30.2","27.4","85","1.7","70","3.0","70","0.0","0.0","--","0.00","--","0","--","31.8","32.0","32.5","32.3","32.2","32.7","30.0"
"22","1007.0","1009.2","30.2","27.2","84","1.5","80","2.8","80","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1007.3","1009.5","30.0","27.2","85","1.6","90","2.6","90","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1007.1","1009.3","29.8","27.2","86","1.0","90","1.9","70","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
