"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1007.4","1009.6","25.7","24.7","94","2.2","20","5.5","20","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1007.0","1009.2","25.6","24.4","93","3.1","30","5.3","10","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1006.6","1008.8","25.6","24.2","92","1.8","10","5.9","20","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1006.3","1008.5","25.6","24.6","94","2.1","30","3.6","20","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1006.4","1008.6","25.5","24.5","94","2.0","20","3.9","30","T","0.1","--","0.00","--","0","--","26.4","26.5","26.9","27.2","28.0","28.9","27.7"
"06","1006.8","1009.0","25.7","24.5","93","0.9","20","2.5","350","T","0.1","0.0","0.04","--","0","--","--","--","--","--","--","--","--"
"07","1006.9","1009.1","26.1","24.9","93","1.2","30","2.1","340","T","0.2","0.0","0.19","--","0","--","--","--","--","--","--","--","--"
"08","1007.2","1009.4","26.0","25.0","94","0.4","190","1.9","20","T","0.6","0.0","0.21","8.0","0","10.0","--","--","--","--","--","--","--"
"09","1006.8","1009.0","26.3","25.3","94","0.6","170","2.4","190","T","0.5","0.0","0.49","10.0","1","10.0","26.6","26.5","26.8","26.9","27.8","28.7","27.8"
"10","1006.6","1008.8","26.3","25.1","93","1.3","110","2.2","150","0.0","0.0","0.0","0.38","--","1","--","--","--","--","--","--","--","--"
"11","1006.1","1008.3","26.5","24.9","91","0.9","200","1.9","140","T","0.5","0.0","0.59","8.0","2","10.0","--","--","--","--","--","--","--"
"12","1005.2","1007.4","26.5","24.9","91","1.1","180","2.9","180","T","1.0","0.0","0.68","--","3","--","--","--","--","--","--","--","--"
"13","1004.2","1006.4","26.4","25.4","94","1.6","170","2.6","180","T","1.0","0.0","0.59","--","2","--","--","--","--","--","--","--","--"
"14","1003.7","1005.9","26.4","25.0","92","1.6","80","2.4","80","T","0.3","0.0","0.53","10.0","2","10.0","27.0","26.9","27.3","27.0","27.7","28.5","27.8"
"15","1003.0","1005.2","26.1","24.7","92","4.9","60","8.1","50","0.0","0.0","0.0","0.38","--","1","--","--","--","--","--","--","--","--"
"16","1002.6","1004.8","25.4","23.5","89","5.9","30","11.5","30","T","0.1","0.0","0.19","--","1","--","--","--","--","--","--","--","--"
"17","1002.6","1004.8","25.2","23.4","90","4.4","20","10.0","30","0.5","1.0","0.0","0.17","6.0","0","10.0","--","--","--","--","--","--","--"
"18","1002.8","1005.0","24.7","23.3","92","4.2","20","9.9","20","1.0","1.0","0.0","0.09","--","0","--","--","--","--","--","--","--","--"
"19","1003.4","1005.6","24.3","23.1","93","3.7","10","8.5","30","0.5","0.8","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"20","1003.6","1005.8","24.8","22.9","89","4.5","30","8.5","360","1.5","0.8","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1004.1","1006.3","25.0","23.3","90","2.4","360","7.9","60","T","0.3","--","0.00","--","0","--","25.5","25.7","26.3","26.7","27.5","28.4","27.8"
"22","1004.5","1006.7","24.6","23.4","93","2.4","10","5.9","30","2.5","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1004.4","1006.6","24.2","23.4","95","0.6","30","4.4","350","1.5","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1004.0","1006.2","23.4","22.6","95","4.3","40","8.3","20","T","0.8","--","0.00","--","0","--","--","--","--","--","--","--","--"
