"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1001.6","1003.8","27.5","23.8","80","3.1","260","5.1","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1001.3","1003.5","27.2","23.5","80","2.8","260","5.0","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1001.1","1003.3","27.0","24.5","86","3.6","250","5.4","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1001.4","1003.6","26.8","24.3","86","3.0","250","5.2","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1001.5","1003.7","26.4","24.4","89","2.6","220","5.1","240","0.0","0.0","--","0.00","--","0","--","27.1","27.1","27.6","28.0","28.7","29.4","28.1"
"06","1002.0","1004.2","26.4","24.6","90","2.6","230","4.3","220","0.0","0.0","0.1","0.08","--","0","--","--","--","--","--","--","--","--"
"07","1002.6","1004.8","27.1","24.8","87","2.6","230","4.5","230","0.0","0.0","0.2","0.39","--","0","--","--","--","--","--","--","--","--"
"08","1003.2","1005.4","27.3","24.8","86","2.6","240","4.7","230","T","0.3","0.0","0.27","20.0","1","10.0","--","--","--","--","--","--","--"
"09","1003.7","1005.9","27.8","24.7","83","2.8","240","4.0","240","T","0.3","0.0","0.50","20.0","2","10.0","27.4","27.2","27.5","27.6","28.4","29.3","28.1"
"10","1002.8","1005.0","28.6","24.8","80","0.8","320","3.6","260","T","0.3","0.0","0.82","--","3","--","--","--","--","--","--","--","--"
"11","1002.0","1004.2","30.0","25.5","77","1.7","90","3.6","120","0.0","0.0","0.1","1.57","20.0","6","9.0","--","--","--","--","--","--","--"
"12","1001.0","1003.2","31.1","25.7","73","2.5","100","4.2","90","0.0","0.0","0.4","2.02","--","8","--","--","--","--","--","--","--","--"
"13","1001.1","1003.2","31.5","24.4","66","2.3","80","4.7","110","0.0","0.0","1.0","3.01","--","11","--","--","--","--","--","--","--","--"
"14","1001.0","1003.1","31.7","25.1","68","4.2","80","6.3","70","0.0","0.0","1.0","3.51","20.0","11","6.0","29.3","28.8","29.2","28.2","28.4","29.2","28.1"
"15","1001.4","1003.6","30.7","24.4","69","4.6","40","7.1","30","0.0","0.0","0.1","1.19","--","4","--","--","--","--","--","--","--","--"
"16","1000.9","1003.1","30.8","24.5","69","3.1","50","7.2","30","0.0","0.0","0.0","0.82","--","2","--","--","--","--","--","--","--","--"
"17","1001.2","1003.4","29.7","25.5","78","2.6","80","5.8","30","0.0","0.0","0.2","0.74","20.0","2","6.0","--","--","--","--","--","--","--"
"18","1001.5","1003.7","29.8","25.3","77","1.6","20","3.7","360","0.0","0.0","0.2","0.33","--","0","--","--","--","--","--","--","--","--"
"19","1002.0","1004.2","29.6","24.7","75","2.2","20","4.6","20","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"20","1002.4","1004.6","29.4","24.5","75","2.2","10","4.3","30","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1003.1","1005.3","28.9","24.5","77","1.3","240","4.6","20","0.0","0.0","--","0.00","--","0","--","28.6","28.8","29.4","29.4","29.4","29.5","28.2"
"22","1003.5","1005.7","28.2","24.6","81","1.6","260","4.4","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1003.3","1005.5","27.5","24.6","84","3.1","240","4.4","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1003.0","1005.2","27.5","24.8","85","2.3","250","4.2","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
