"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1021.9","1024.2","17.6","15.9","90","0.9","200","5.2","120","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1021.6","1023.9","17.1","15.8","92","1.5","240","2.6","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1021.3","1023.6","17.1","16.0","93","1.0","300","2.4","290","T","0.4","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1020.5","1022.8","16.9","15.4","91","2.8","310","6.6","310","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1020.4","1022.7","16.6","15.3","92","4.8","240","7.4","240","0.0","0.0","--","0.00","--","0","--","17.3","17.7","18.2","18.6","19.6","20.2","21.4"
"06","1021.0","1023.3","16.6","15.0","90","5.0","240","7.4","220","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1021.4","1023.7","16.9","15.1","89","3.5","240","6.2","250","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"08","1021.7","1024.0","17.4","15.2","87","3.0","250","5.4","230","0.0","0.0","0.0","0.19","10.0","0","9.0","--","--","--","--","--","--","--"
"09","1022.0","1024.3","18.7","15.8","83","1.8","260","3.9","240","0.0","0.0","0.0","0.62","10.0","1","8.0","17.6","17.6","18.0","18.3","19.4","20.2","21.4"
"10","1022.3","1024.6","19.3","15.6","79","0.4","180","2.6","220","0.0","0.0","0.0","0.87","--","2","--","--","--","--","--","--","--","--"
"11","1021.6","1023.9","18.5","17.2","92","3.1","10","5.3","360","1.0","0.9","0.0","0.66","8.0","2","10.0","--","--","--","--","--","--","--"
"12","1020.5","1022.8","19.1","16.9","87","1.3","20","6.6","330","0.5","0.3","0.0","1.27","--","4","--","--","--","--","--","--","--","--"
"13","1019.2","1021.5","20.6","16.4","77","3.0","280","4.5","270","0.0","0.0","0.0","1.17","--","3","--","--","--","--","--","--","--","--"
"14","1018.4","1020.7","21.9","15.3","66","3.2","300","5.4","290","0.0","0.0","0.0","1.22","15.0","3","9.0","19.3","19.0","19.2","18.7","19.4","20.1","21.4"
"15","1017.9","1020.2","22.5","13.6","57","1.5","280","4.5","300","0.0","0.0","0.4","1.55","--","3","--","--","--","--","--","--","--","--"
"16","1018.0","1020.3","21.7","14.1","62","1.3","170","2.8","120","0.0","0.0","0.2","0.60","--","1","--","--","--","--","--","--","--","--"
"17","1018.2","1020.5","21.5","14.7","65","1.5","190","2.6","160","0.0","0.0","0.5","0.35","20.0","0","2.0","--","--","--","--","--","--","--"
"18","1018.4","1020.7","20.0","14.4","70","3.5","300","4.9","300","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"19","1019.0","1021.3","19.0","15.1","78","2.6","230","5.4","300","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1018.9","1021.2","18.5","14.4","77","4.0","240","5.6","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1019.3","1021.6","18.4","14.3","77","2.6","250","5.5","240","0.0","0.0","--","0.00","--","0","--","18.0","18.8","19.5","19.6","20.0","20.3","21.4"
"22","1019.2","1021.5","18.4","14.1","76","2.8","270","6.0","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1019.0","1021.3","17.3","14.6","84","2.7","260","4.6","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1018.6","1020.9","17.3","13.8","80","3.3","260","5.0","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
