"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1004.6","1006.8","25.5","24.5","94","0.2","0","3.3","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1004.2","1006.4","25.4","24.5","95","1.4","260","3.3","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1003.6","1005.8","25.1","24.1","94","1.0","280","3.0","270","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1003.4","1005.6","25.0","23.8","93","0.8","280","2.4","280","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1004.0","1006.2","24.9","23.7","93","0.6","260","2.8","330","0.0","0.0","--","0.00","--","0","--","25.7","25.7","26.2","26.4","27.1","27.9","27.2"
"06","1003.7","1005.9","25.4","23.5","89","0.9","280","2.8","260","0.0","0.0","0.2","0.15","--","0","--","--","--","--","--","--","--","--"
"07","1003.8","1006.0","27.2","24.3","84","1.2","330","2.2","340","0.0","0.0","0.7","0.86","--","1","--","--","--","--","--","--","--","--"
"08","1003.8","1006.0","27.9","25.0","84","1.6","140","2.8","90","0.0","0.0","0.6","1.55","20.0","2","8.0","--","--","--","--","--","--","--"
"09","1003.3","1005.5","28.2","25.6","86","1.9","110","3.1","120","0.0","0.0","0.2","1.74","20.0","4","8.0","26.8","26.4","26.5","26.1","26.9","27.8","27.3"
"10","1002.7","1004.9","30.2","26.2","79","2.2","100","4.9","100","0.0","0.0","0.8","2.88","--","8","--","--","--","--","--","--","--","--"
"11","1002.5","1004.7","29.3","25.9","82","2.8","120","4.7","120","0.0","0.0","0.7","3.22","20.0","10","8.0","--","--","--","--","--","--","--"
"12","1001.7","1003.9","28.6","25.6","84","3.4","170","4.7","170","0.0","0.0","0.0","1.82","--","7","--","--","--","--","--","--","--","--"
"13","1000.6","1002.8","28.9","25.7","83","3.8","170","6.2","170","0.0","0.0","0.5","2.78","--","10","--","--","--","--","--","--","--","--"
"14","1000.1","1002.3","29.0","25.8","83","2.5","140","4.6","180","0.0","0.0","0.2","1.93","20.0","7","8.0","29.1","28.7","28.8","27.5","27.4","28.0","27.3"
"15","999.6","1001.8","29.6","26.4","83","1.7","130","4.9","140","0.0","0.0","0.0","1.24","--","4","--","--","--","--","--","--","--","--"
"16","999.0","1001.2","30.1","25.0","74","3.4","30","5.4","30","0.0","0.0","0.6","2.04","--","4","--","--","--","--","--","--","--","--"
"17","998.4","1000.6","29.8","24.9","75","3.4","50","7.2","20","0.0","0.0","0.7","1.33","20.0","2","4.0","--","--","--","--","--","--","--"
"18","998.6","1000.8","28.2","25.2","84","3.0","360","7.4","30","0.0","0.0","0.2","0.34","--","0","--","--","--","--","--","--","--","--"
"19","998.8","1001.0","27.7","25.2","86","4.8","40","7.6","80","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"20","999.8","1002.0","27.4","25.4","89","1.3","360","7.9","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","999.7","1001.9","27.3","25.1","88","1.0","40","4.2","360","T","0.2","--","0.00","--","0","--","28.1","28.4","28.9","28.7","28.6","28.6","27.3"
"22","998.9","1001.1","27.3","24.8","86","0.9","320","3.4","40","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","998.3","1000.5","26.8","25.4","92","2.1","250","3.1","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","998.2","1000.4","26.9","25.3","91","0.8","20","3.7","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
