"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1010.5","1012.7","21.5","20.3","93","2.6","330","4.2","320","T","0.6","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1009.9","1012.1","21.5","20.3","93","3.0","340","4.3","330","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1009.7","1011.9","21.7","20.5","93","1.1","20","3.2","330","T","0.4","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1009.5","1011.7","21.8","20.8","94","2.2","350","3.6","330","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1009.8","1012.0","22.1","20.9","93","1.9","350","3.2","340","0.5","0.2","--","0.00","--","0","--","23.8","24.0","24.7","25.5","26.8","27.9","27.1"
"06","1010.5","1012.7","22.2","21.0","93","1.7","360","3.2","350","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"07","1011.4","1013.6","22.5","21.1","92","2.9","40","6.2","20","T","0.5","0.0","0.06","--","0","--","--","--","--","--","--","--","--"
"08","1012.1","1014.3","22.4","21.2","93","1.3","340","6.3","30","T","1.0","0.0","0.14","6.0","0","10.0","--","--","--","--","--","--","--"
"09","1012.4","1014.6","22.4","21.6","95","1.4","270","3.0","270","0.5","1.0","0.0","0.18","6.0","0","10.0","23.9","23.9","24.5","25.1","26.3","27.5","27.1"
"10","1012.7","1014.9","22.1","21.3","95","1.0","240","2.5","270","1.0","1.0","0.0","0.16","--","0","--","--","--","--","--","--","--","--"
"11","1012.1","1014.3","22.5","21.8","96","0.8","250","1.7","220","0.5","1.0","0.0","0.30","6.0","1","10.0","--","--","--","--","--","--","--"
"12","1011.1","1013.3","22.6","21.6","94","1.6","30","3.0","360","T","0.8","0.0","0.50","--","2","--","--","--","--","--","--","--","--"
"13","1010.7","1012.9","23.3","21.9","92","1.9","10","3.4","20","0.0","0.0","0.0","0.48","--","2","--","--","--","--","--","--","--","--"
"14","1010.7","1012.9","23.1","21.6","91","1.5","10","4.7","30","T","0.4","0.0","0.43","10.0","1","10.0","24.3","24.3","24.8","24.9","26.0","27.2","27.1"
"15","1010.7","1012.9","23.0","21.3","90","4.1","30","7.6","30","T","0.7","0.0","0.33","--","1","--","--","--","--","--","--","--","--"
"16","1011.0","1013.2","22.5","21.0","91","3.8","30","8.3","40","T","1.0","0.0","0.17","--","0","--","--","--","--","--","--","--","--"
"17","1011.2","1013.4","22.4","21.2","93","2.9","40","6.5","20","T","1.0","0.0","0.13","6.0","0","10.0","--","--","--","--","--","--","--"
"18","1011.8","1014.0","22.4","21.0","92","2.5","30","5.6","20","T","1.0","0.0","0.04","--","0","--","--","--","--","--","--","--","--"
"19","1012.5","1014.7","22.1","21.1","94","3.5","30","6.3","30","T","0.7","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1013.1","1015.3","22.0","21.0","94","1.7","30","5.2","20","0.5","0.8","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1013.5","1015.7","22.0","21.2","95","2.5","30","5.0","30","2.5","1.0","--","0.00","--","0","--","23.4","23.6","24.2","24.7","25.8","26.9","27.1"
"22","1013.3","1015.5","21.8","21.0","95","2.6","30","5.1","30","1.5","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1013.4","1015.6","21.8","21.1","96","1.8","30","5.3","30","2.0","1.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1012.7","1014.9","21.6","20.9","96","2.2","30","5.9","30","0.5","0.7","--","0.00","--","0","--","--","--","--","--","--","--","--"
