"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1011.4","1013.6","25.9","23.4","86","1.9","360","4.3","20","0.5","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1011.0","1013.2","25.8","23.3","86","1.9","20","3.7","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1010.8","1013.0","25.7","23.0","85","1.2","10","3.5","100","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1011.2","1013.4","25.9","23.2","85","0.4","330","2.2","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1011.4","1013.6","26.0","22.9","83","0.8","330","1.8","360","0.0","0.0","--","0.00","--","0","--","26.1","26.4","27.0","27.4","28.1","28.6","26.9"
"06","1012.1","1014.3","24.7","21.6","83","1.3","240","2.7","310","T","0.1","0.0","0.04","--","0","--","--","--","--","--","--","--","--"
"07","1012.7","1014.9","26.5","23.0","81","0.7","330","2.6","310","0.0","0.0","0.0","0.45","--","0","--","--","--","--","--","--","--","--"
"08","1012.9","1015.1","27.5","23.1","77","4.1","20","6.2","20","0.0","0.0","0.5","1.37","20.0","1","3.0","--","--","--","--","--","--","--"
"09","1012.9","1015.1","28.4","23.1","73","3.7","50","7.8","40","0.0","0.0","0.9","2.22","20.0","4","2.0","27.0","26.7","26.9","27.0","27.7","28.5","27.0"
"10","1012.8","1015.0","29.0","23.5","72","5.2","50","8.9","50","0.0","0.0","1.0","2.97","--","7","--","--","--","--","--","--","--","--"
"11","1012.9","1015.1","28.1","22.4","71","6.4","50","10.1","60","0.0","0.0","0.6","2.68","15.0","8","7.0","--","--","--","--","--","--","--"
"12","1012.7","1014.9","28.9","21.4","64","4.9","40","10.1","40","0.0","0.0","0.2","2.43","--","8","--","--","--","--","--","--","--","--"
"13","1012.3","1014.5","28.6","21.9","67","5.9","50","10.4","30","0.0","0.0","0.1","2.11","--","7","--","--","--","--","--","--","--","--"
"14","1011.8","1014.0","27.8","22.8","74","4.8","40","10.2","50","0.0","0.0","0.1","1.35","15.0","4","8.0","28.5","28.7","28.8","27.9","27.9","28.5","27.0"
"15","1011.6","1013.8","27.8","23.4","77","4.5","40","9.5","70","0.0","0.0","0.0","0.66","--","2","--","--","--","--","--","--","--","--"
"16","1011.3","1013.5","27.3","23.1","78","6.8","40","11.0","40","0.0","0.0","0.0","0.94","--","2","--","--","--","--","--","--","--","--"
"17","1011.5","1013.7","26.9","22.1","75","5.5","30","9.7","30","0.0","0.0","0.0","0.49","15.0","1","9.0","--","--","--","--","--","--","--"
"18","1011.9","1014.1","26.9","21.7","73","3.4","30","8.8","20","0.0","0.0","0.0","0.16","--","0","--","--","--","--","--","--","--","--"
"19","1012.6","1014.8","26.5","21.5","74","2.5","360","7.1","20","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"20","1013.1","1015.3","26.5","21.1","72","1.5","340","4.2","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1013.1","1015.3","26.2","19.8","68","1.5","300","3.4","300","0.0","0.0","--","0.00","--","0","--","26.5","27.2","27.8","28.2","28.5","28.8","27.1"
"22","1013.3","1015.5","25.1","20.8","77","1.9","250","3.1","300","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1013.4","1015.6","25.0","20.5","76","2.1","260","2.9","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1012.7","1014.9","24.4","20.1","77","2.3","250","4.1","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
