"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1008.0","1010.2","25.0","22.9","88","2.3","310","5.5","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1007.5","1009.7","24.4","21.9","86","2.0","250","3.6","290","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1007.5","1009.7","24.9","21.8","83","1.9","230","4.1","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1007.5","1009.7","24.9","21.6","82","2.6","240","3.5","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1008.3","1010.5","24.8","21.5","82","1.7","260","3.7","270","0.0","0.0","--","0.00","--","0","--","25.0","25.4","25.9","26.3","27.1","27.8","26.7"
"06","1008.6","1010.8","24.6","21.7","84","2.2","240","3.3","230","0.0","0.0","0.0","0.07","--","0","--","--","--","--","--","--","--","--"
"07","1008.8","1011.0","26.1","22.0","78","2.0","230","4.5","230","0.0","0.0","0.3","0.50","--","0","--","--","--","--","--","--","--","--"
"08","1009.1","1011.3","28.0","22.0","70","1.3","220","3.9","240","0.0","0.0","0.9","1.41","20.0","2","5.0","--","--","--","--","--","--","--"
"09","1009.2","1011.4","29.4","21.9","64","2.1","90","3.7","110","0.0","0.0","0.7","2.06","20.0","4","5.0","26.3","25.8","25.9","25.9","26.8","27.7","26.7"
"10","1009.5","1011.7","29.7","23.2","68","4.2","70","6.8","80","0.0","0.0","1.0","2.88","--","7","--","--","--","--","--","--","--","--"
"11","1009.7","1011.9","30.6","25.2","73","4.0","80","7.6","70","0.0","0.0","1.0","3.44","20.0","10","4.0","--","--","--","--","--","--","--"
"12","1009.3","1011.5","30.2","25.3","75","4.9","60","9.0","80","0.0","0.0","0.8","3.29","--","10","--","--","--","--","--","--","--","--"
"13","1008.9","1011.1","31.0","25.1","71","4.3","60","8.6","70","0.0","0.0","0.8","3.30","--","10","--","--","--","--","--","--","--","--"
"14","1008.4","1010.6","31.0","25.1","71","5.3","40","8.5","20","0.0","0.0","0.9","3.20","20.0","9","6.0","31.1","30.0","29.4","27.3","27.1","27.8","26.8"
"15","1008.0","1010.2","30.0","25.3","76","6.0","60","9.2","50","0.0","0.0","0.9","2.47","--","6","--","--","--","--","--","--","--","--"
"16","1008.1","1010.3","29.1","25.1","79","4.5","40","9.2","20","0.0","0.0","0.1","0.80","--","2","--","--","--","--","--","--","--","--"
"17","1008.5","1010.7","28.6","25.4","83","5.2","50","9.7","60","0.0","0.0","0.2","0.61","18.0","1","9.0","--","--","--","--","--","--","--"
"18","1009.5","1011.7","27.5","25.1","87","5.4","60","9.5","60","T","0.3","0.0","0.17","--","0","--","--","--","--","--","--","--","--"
"19","1010.2","1012.4","26.8","24.8","89","4.0","30","8.3","30","0.5","0.4","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"20","1010.9","1013.1","27.0","24.8","88","2.3","20","6.1","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1011.6","1013.8","26.9","24.7","88","1.9","20","4.2","30","T","0.2","--","0.00","--","0","--","27.9","28.4","29.1","29.1","28.8","28.6","26.8"
"22","1012.2","1014.4","26.4","23.9","86","4.0","40","7.5","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1012.3","1014.5","26.4","23.5","84","3.4","30","5.8","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1012.0","1014.2","26.4","23.3","83","2.3","40","5.8","30","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
