"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1008.1","1010.3","25.3","24.4","95","0.9","300","1.7","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1007.5","1009.7","24.9","24.2","96","1.5","280","2.5","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1007.5","1009.7","24.8","24.3","97","1.3","250","2.7","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1007.4","1009.6","24.7","24.0","96","1.4","290","4.1","270","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1007.8","1010.0","24.7","24.0","96","2.9","250","4.2","260","0.0","0.0","--","0.00","--","0","--","25.6","25.6","26.1","26.3","27.2","28.0","27.3"
"06","1008.4","1010.6","24.9","24.2","96","1.5","260","4.2","250","0.0","0.0","0.0","0.07","--","0","--","--","--","--","--","--","--","--"
"07","1009.0","1011.2","25.5","24.5","94","2.1","250","4.7","230","0.0","0.0","0.0","0.30","--","0","--","--","--","--","--","--","--","--"
"08","1009.7","1011.9","26.3","24.3","89","2.4","240","3.6","240","0.0","0.0","0.0","0.62","25.0","1","10.0","--","--","--","--","--","--","--"
"09","1009.7","1011.9","27.2","24.7","86","2.1","240","4.4","230","0.0","0.0","0.0","0.82","25.0","2","10.0","26.3","26.0","26.2","26.1","26.9","27.9","27.4"
"10","1009.6","1011.8","27.9","24.6","82","0.5","100","3.9","230","0.0","0.0","0.0","0.97","--","3","--","--","--","--","--","--","--","--"
"11","1009.1","1011.3","28.1","24.9","83","1.8","120","2.7","120","0.0","0.0","0.0","0.91","25.0","3","10.0","--","--","--","--","--","--","--"
"12","1009.0","1011.2","28.8","25.2","81","2.2","100","3.2","90","0.0","0.0","0.0","1.51","--","6","--","--","--","--","--","--","--","--"
"13","1009.0","1011.2","28.3","25.3","84","3.0","110","3.9","110","0.0","0.0","0.0","1.32","--","5","--","--","--","--","--","--","--","--"
"14","1008.6","1010.8","28.0","25.1","84","3.7","80","6.1","70","0.0","0.0","0.0","1.12","20.0","4","10.0","27.5","27.4","27.6","26.8","27.1","27.8","27.4"
"15","1008.3","1010.5","27.1","24.4","85","4.2","40","7.2","40","T","0.3","0.0","0.44","--","2","--","--","--","--","--","--","--","--"
"16","1008.5","1010.7","24.8","23.9","95","5.2","20","9.8","20","27.0","1.0","0.0","0.11","--","0","--","--","--","--","--","--","--","--"
"17","1008.7","1010.9","24.2","23.4","95","4.3","20","9.0","10","1.5","1.0","0.0","0.13","8.0","0","10.0","--","--","--","--","--","--","--"
"18","1009.0","1011.2","24.8","23.8","94","2.8","320","7.8","20","T","0.3","0.0","0.15","--","0","--","--","--","--","--","--","--","--"
"19","1009.6","1011.8","25.0","23.8","93","2.9","40","5.7","30","T","0.6","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"20","1010.5","1012.7","25.2","24.2","94","1.6","20","4.3","20","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1011.0","1013.2","25.1","24.1","94","1.5","360","5.1","20","T","0.5","--","0.00","--","0","--","25.5","25.6","26.1","26.4","27.2","27.9","27.3"
"22","1011.5","1013.7","25.0","24.1","95","1.8","330","2.6","340","T","0.8","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1011.0","1013.2","24.8","24.1","96","0.8","320","3.9","350","0.5","0.6","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1010.6","1012.8","24.6","24.1","97","0.9","200","2.5","270","T","0.4","--","0.00","--","0","--","--","--","--","--","--","--","--"
