"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","998.1","1000.3","26.9","24.9","89","1.0","330","1.8","330","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","997.6","999.8","26.8","24.5","87","0.7","220","2.7","320","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","997.4","999.6","26.2","24.2","89","1.5","270","2.4","270","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","997.4","999.6","26.5","24.7","90","0.4","360","2.0","30","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","997.2","999.4","26.1","24.0","88","2.5","350","3.8","340","0.0","0.0","--","0.00","--","0","--","26.6","26.8","27.2","27.4","28.1","28.7","27.3"
"06","998.1","1000.3","26.8","23.5","82","3.9","20","7.4","20","0.0","0.0","0.0","0.08","--","0","--","--","--","--","--","--","--","--"
"07","999.8","1002.0","27.6","23.6","79","2.7","10","7.3","20","0.0","0.0","0.0","0.36","--","0","--","--","--","--","--","--","--","--"
"08","1001.0","1003.2","27.2","24.5","85","3.6","20","6.9","20","T","0.3","0.0","0.14","6.0","0","10.0","--","--","--","--","--","--","--"
"09","1001.1","1003.3","25.8","24.4","92","4.3","40","10.2","30","0.5","0.9","0.0","0.06","10.0","0","10.0","26.3","26.4","26.8","27.0","27.7","28.6","27.4"
"10","1001.8","1004.0","24.8","23.6","93","5.8","40","10.8","30","2.0","0.8","0.0","0.05","--","0","--","--","--","--","--","--","--","--"
"11","1002.5","1004.7","23.8","22.8","94","6.1","50","10.4","30","2.0","1.0","0.0","0.08","6.0","0","10.0","--","--","--","--","--","--","--"
"12","1002.3","1004.5","24.1","22.9","93","4.5","30","9.5","50","1.5","0.9","0.0","0.35","--","1","--","--","--","--","--","--","--","--"
"13","1001.5","1003.7","24.8","22.3","86","6.1","40","11.2","20","0.0","0.0","0.0","0.90","--","3","--","--","--","--","--","--","--","--"
"14","1001.5","1003.7","24.5","21.6","84","8.6","50","15.8","30","0.0","0.0","0.0","0.71","10.0","3","10.0","25.3","25.7","26.2","26.4","27.3","28.3","27.4"
"15","1002.6","1004.8","24.1","21.0","83","9.2","50","16.9","30","0.0","0.0","0.0","0.42","--","1","--","--","--","--","--","--","--","--"
"16","1002.6","1004.8","24.2","20.9","82","8.0","50","15.5","70","0.0","0.0","0.0","0.29","--","1","--","--","--","--","--","--","--","--"
"17","1002.7","1004.9","24.1","20.6","81","8.1","50","15.7","40","0.0","0.0","0.0","0.21","10.0","0","10.0","--","--","--","--","--","--","--"
"18","1003.4","1005.6","24.2","20.5","80","6.6","50","16.5","50","0.0","0.0","0.0","0.12","--","0","--","--","--","--","--","--","--","--"
"19","1004.1","1006.3","24.3","20.6","80","6.6","50","12.3","20","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"20","1005.3","1007.5","24.1","20.4","80","6.4","50","12.0","60","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1005.7","1007.9","24.0","19.7","77","5.5","50","12.3","30","0.0","0.0","--","0.00","--","0","--","24.0","24.6","25.3","25.7","26.8","27.9","27.5"
"22","1006.2","1008.4","24.2","19.1","73","5.1","40","11.6","50","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1006.0","1008.2","24.1","18.3","70","5.7","50","11.1","60","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1006.0","1008.2","24.0","18.2","70","5.9","50","10.6","50","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
