Position_ID,Year,Month,Day,Hour,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount,TxSoil0cm,TxSoil5cm,TxSoil10cm,TxSoil20cm,TxSoil30cm,TxSoil50cm,TxSoil100cm
466990,2024,05,01,01,1004.6,1006.8,26.1,21.6,76,2.6,240,3.5,260,0.0,0.0,--,0.00,--,0,--,--,--,--,--,--,--,--
466990,2024,05,01,02,1004.3,1006.5,26.4,20.7,71,3.2,250,4.9,240,0.0,0.0,--,0.00,--,0,--,--,--,--,--,--,--,--
466990,2024,05,01,03,1004.6,1006.8,26.2,21.9,77,1.5,10,5.5,250,T,0.4,--,0.00,--,0,--,--,--,--,--,--,--,--
466990,2024,05,01,04,1004.3,1006.5,26.2,22.3,79,2.2,360,4.5,350,0.0,0.0,--,0.00,--,0,--,--,--,--,--,--,--,--
466990,2024,05,01,05,1004.1,1006.3,26.0,21.7,77,1.9,250,3.9,230,T,0.1,--,0.00,--,0,--,26.3,26.8,27.4,27.9,28.5,28.9,26.8
466990,2024,05,01,06,1004.8,1007.0,25.8,19.9,70,3.4,250,8.2,280,T,0.1,0.0,0.02,--,0,--,--,--,--,--,--,--,--
466990,2024,05,01,07,1004.7,1006.9,28.6,14.5,42,9.2,230,18.3,220,T,0.1,0.0,0.04,--,0,--,--,--,--,--,--,--,--
466990,2024,05,01,08,1005.2,1007.4,26.8,19.2,63,5.6,220,13.2,220,T,0.1,0.0,0.14,15.0,0,10.0,--,--,--,--,--,--,--
466990,2024,05,01,09,1005.9,1008.1,26.7,20.6,69,1.7,240,7.2,240,0.0,0.0,0.0,0.43,20.0,1,8.0,25.9,26.1,26.7,27.2,28.0,28.8,26.9
466990,2024,05,01,10,1006.5,1008.7,28.4,19.6,59,4.2,360,8.4,30,0.0,0.0,0.0,1.13,--,3,--,--,--,--,--,--,--,--
466990,2024,05,01,11,1007.5,1009.7,28.4,22.7,71,3.2,40,10.4,360,0.0,0.0,0.2,1.79,20.0,5,8.0,--,--,--,--,--,--,--
466990,2024,05,01,12,1007.7,1009.9,27.2,23.3,79,4.8,70,8.9,80,0.0,0.0,0.0,1.23,--,4,--,--,--,--,--,--,--,--
