DateTime,SeqNumber,Device_ID,Year,Month,Day,Hour,Minute,Avg_WindSpeed(m/s),Avg_Pressure(hpa),Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_WindSpeed(m/s),Avg_Diff_Pressure(hpa),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Min_WindSpeed(m/s),Min_Pressure(hpa),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_WindSpeed(m/s),Min_Diff_Pressure(hpa),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Max_WindSpeed(m/s),Max_Pressure(hpa),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW)
2024-04-21 16:30:00,20240421163005,5,2024,4,21,16,30,1.14,1004.55,34.16,51.19,30410.88,155.57,0.1,0.01,0.05,-0.25,58.1,-15.13,0.0,1004.49,33.8,50.51,27306.25,93.6,-0.78,-0.05,-0.19,-1.35,-12852.5,-238.32,2.18,1004.59,34.44,52.77,40567.5,332.46,1.74,0.04,0.28,0.13,13261.25,97.71
2024-04-21 16:40:00,20240421164005,5,2024,4,21,16,40,1.19,1004.63,34.23,50.79,25631.0,93.4,-0.01,0.0,0.01,0.01,-642.58,-4.34,0.44,1004.58,34.02,50.35,21403.33,55.14,-0.87,-0.06,-0.16,-0.45,-4358.33,-71.3,1.92,1004.67,34.38,51.33,29830.83,160.95,1.13,0.05,0.16,0.49,5126.66,85.36
2024-04-21 16:50:00,20240421165005,5,2024,4,21,16,50,0.72,1004.69,33.84,52.04,18820.75,42.24,0.02,0.01,-0.07,0.19,-496.25,-2.32,0.0,1004.61,33.61,51.05,16440.83,31.97,-1.57,-0.04,-0.21,-0.02,-964.16,-6.82,1.92,1004.74,34.15,52.52,20714.17,50.16,1.48,0.07,0.01,0.46,110.83,3.47
2024-04-21 17:00:00,20240421170005,5,2024,4,21,17,0,0.94,1004.72,32.68,54.73,11643.83,16.75,-0.08,0.0,-0.16,0.42,-831.08,-2.39,0.0,1004.69,31.98,52.69,8130.0,8.05,-1.92,-0.04,-0.28,0.06,-1194.17,-4.23,2.7,1004.75,33.43,56.69,15771.67,29.58,1.22,0.06,-0.09,1.0,-484.17,-0.57
2024-04-22 06:30:00,20240422063005,5,2024,4,22,6,30,0.45,1004.73,28.33,65.91,11999.17,24.96,0.21,-0.02,0.39,-1.44,481.42,1.86,0.0,1004.63,26.87,56.81,9455.0,15.36,-0.7,-0.05,0.04,-3.84,104.16,0.83,2.35,1004.8,30.72,70.89,13870.83,33.05,1.91,0.01,0.81,-0.21,735.0,3.22
2024-04-22 06:40:00,20240422064005,5,2024,4,22,6,40,0.5,1004.65,33.23,49.83,13756.58,31.18,-0.17,0.01,0.26,-0.84,103.33,0.18,0.0,1004.59,31.4,47.2,13226.67,28.3,-1.65,-0.05,-0.41,-2.57,-181.67,-1.28,1.39,1004.71,34.22,55.93,14904.17,34.87,0.78,0.06,0.68,0.63,830.84,3.82
2024-04-22 06:50:00,20240422065005,5,2024,4,22,6,50,0.75,1004.88,34.43,46.0,18300.75,55.05,-0.01,0.03,0.27,-0.61,564.08,3.55,0.0,1004.76,33.29,42.36,15741.67,38.98,-1.39,-0.04,-0.08,-1.26,310.0,1.97,2.61,1004.98,36.03,48.82,20545.0,70.36,2.17,0.06,0.49,0.36,837.5,4.31
2024-04-22 07:00:00,20240422070005,5,2024,4,22,7,0,0.19,1005.04,37.92,38.56,23102.17,92.9,0.02,0.02,0.3,-0.61,402.58,3.86,0.0,1004.96,36.29,36.01,21006.67,73.86,-1.05,-0.04,-0.04,-1.4,120.0,2.07,1.05,1005.17,39.09,42.41,24570.83,108.95,0.7,0.07,0.47,0.27,565.83,5.6
2024-04-22 07:10:00,20240422071005,5,2024,4,22,7,10,1.72,1005.24,38.21,36.43,24519.92,115.99,0.05,-0.0,-0.08,0.01,-164.67,0.21,0.87,1005.16,37.73,35.96,22924.17,111.05,-0.96,-0.05,-0.49,-0.31,-804.16,-5.15,2.79,1005.28,38.92,36.94,25059.17,122.69,1.4,0.07,0.29,0.73,163.34,4.08
2024-04-22 07:20:00,20240422072005,5,2024,4,22,7,20,0.96,1005.11,38.31,36.14,20863.5,87.21,-0.01,-0.0,-0.15,0.25,-87.08,-1.98,0.0,1005.07,36.8,34.88,19662.5,72.21,-1.05,-0.05,-0.72,-1.51,-815.0,-8.97,2.18,1005.15,39.11,38.82,22109.17,102.08,1.22,0.03,0.32,1.44,1180.0,11.73
