"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1008.1","1010.3","28.7","24.7","79","2.8","240","3.9","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1007.5","1009.7","28.5","24.7","80","3.5","220","5.2","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1006.8","1009.0","27.9","25.0","84","2.8","240","5.3","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1007.7","1009.9","28.0","22.9","74","2.7","250","4.4","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1007.6","1009.8","27.6","24.1","81","3.6","220","5.7","220","0.0","0.0","--","0.00","--","0","--","30.0","31.5","32.6","33.6","34.4","35.2","33.1"
"06","1006.8","1009.0","27.5","24.0","81","3.3","230","7.2","240","0.0","0.0","0.0","0.06","--","0","--","--","--","--","--","--","--","--"
"07","1005.8","1008.0","28.9","21.9","66","0.3","210","4.5","240","0.0","0.0","0.5","0.51","--","0","--","--","--","--","--","--","--","--"
"08","1007.1","1009.3","31.1","23.5","64","1.3","360","2.9","320","0.0","0.0","0.6","1.30","25.0","2","9.0","--","--","--","--","--","--","--"
"09","1007.0","1009.2","32.6","23.3","58","1.9","30","4.7","360","0.0","0.0","1.0","2.41","25.0","5","8.0","31.4","31.2","32.0","33.0","34.1","35.2","33.1"
"10","1007.2","1009.4","31.8","24.9","67","1.3","100","4.8","340","0.0","0.0","1.0","2.79","--","8","--","--","--","--","--","--","--","--"
"11","1007.4","1009.5","33.1","25.4","64","2.6","100","4.4","100","0.0","0.0","1.0","3.29","25.0","11","8.0","--","--","--","--","--","--","--"
"12","1007.4","1009.5","33.2","25.5","64","3.9","110","5.4","110","0.0","0.0","1.0","3.38","--","12","--","--","--","--","--","--","--","--"
"13","1007.3","1009.4","33.1","26.4","68","2.4","110","5.2","90","0.0","0.0","1.0","3.68","--","13","--","--","--","--","--","--","--","--"
"14","1007.1","1009.2","33.1","26.4","68","3.3","130","4.7","130","0.0","0.0","1.0","3.43","20.0","12","4.0","37.7","34.6","34.0","33.1","33.8","35.1","33.2"
"15","1006.6","1008.7","33.5","26.5","67","3.0","140","5.3","120","0.0","0.0","1.0","2.97","--","9","--","--","--","--","--","--","--","--"
"16","1006.2","1008.3","32.9","27.0","71","3.9","140","5.7","140","0.0","0.0","1.0","2.28","--","5","--","--","--","--","--","--","--","--"
"17","1006.5","1008.7","31.0","26.3","76","2.8","160","5.8","160","0.0","0.0","0.3","0.65","20.0","2","6.0","--","--","--","--","--","--","--"
"18","1006.6","1008.8","30.6","26.6","79","2.5","160","4.5","180","0.0","0.0","0.0","0.20","--","0","--","--","--","--","--","--","--","--"
"19","1006.7","1008.9","30.2","26.6","81","2.3","180","5.1","170","0.0","0.0","0.0","0.04","--","0","--","--","--","--","--","--","--","--"
"20","1007.1","1009.3","30.1","25.2","75","1.5","200","4.9","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1007.9","1010.1","30.3","25.2","74","0.9","190","2.1","270","0.0","0.0","--","0.00","--","0","--","33.3","34.5","35.5","35.1","34.7","35.4","33.2"
"22","1008.3","1010.5","30.0","25.1","75","1.3","250","2.2","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1007.7","1009.9","29.9","25.0","75","1.2","280","2.4","310","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1007.5","1009.7","29.2","24.1","74","1.7","290","2.9","300","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
