"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1020.7","1023.0","15.3","10.7","74","2.3","250","3.7","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1019.7","1022.0","14.4","10.2","76","2.6","250","3.8","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1019.0","1021.3","14.4","9.8","74","3.4","250","4.5","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1018.7","1021.0","14.1","9.7","75","3.3","240","6.0","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1019.1","1021.4","14.3","9.9","75","3.9","240","5.4","240","0.0","0.0","--","0.00","--","0","--","15.3","16.0","16.8","17.7","19.1","20.1","21.4"
"06","1019.6","1021.9","14.5","9.9","74","3.7","240","5.9","230","T","0.1","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1019.9","1022.2","15.1","9.9","71","3.6","240","6.0","250","0.0","0.0","0.0","0.20","--","0","--","--","--","--","--","--","--","--"
"08","1020.1","1022.4","17.5","11.1","66","2.9","240","5.3","220","0.0","0.0","0.7","0.95","15.0","1","4.0","--","--","--","--","--","--","--"
"09","1020.2","1022.5","19.2","10.2","56","2.9","220","4.8","250","0.0","0.0","1.0","1.86","15.0","3","4.0","16.5","16.2","16.6","17.2","18.7","20.0","21.4"
"10","1019.8","1022.1","20.7","9.6","49","2.2","160","3.9","120","0.0","0.0","1.0","2.67","--","5","--","--","--","--","--","--","--","--"
"11","1018.8","1021.1","22.3","10.8","48","2.8","130","5.0","140","0.0","0.0","1.0","3.15","15.0","8","6.0","--","--","--","--","--","--","--"
"12","1018.0","1020.3","22.3","11.1","49","2.9","150","5.5","120","0.0","0.0","0.8","3.30","--","9","--","--","--","--","--","--","--","--"
"13","1016.9","1019.2","21.5","10.4","49","2.4","140","5.2","130","0.0","0.0","0.4","2.39","--","7","--","--","--","--","--","--","--","--"
"14","1016.0","1018.3","21.1","10.0","49","2.8","150","5.1","140","0.0","0.0","0.4","2.40","18.0","6","8.0","21.0","20.0","19.7","18.4","18.8","20.0","21.4"
"15","1015.4","1017.7","20.2","9.5","50","2.3","150","5.0","150","0.0","0.0","0.0","0.89","--","2","--","--","--","--","--","--","--","--"
"16","1015.1","1017.4","20.2","9.8","51","2.0","160","5.0","170","0.0","0.0","0.0","0.53","--","1","--","--","--","--","--","--","--","--"
"17","1015.0","1017.3","19.9","10.1","53","2.1","190","4.4","180","0.0","0.0","0.0","0.20","15.0","0","10.0","--","--","--","--","--","--","--"
"18","1015.1","1017.4","19.7","10.2","54","2.4","240","3.8","190","0.0","0.0","0.0","0.05","--","0","--","--","--","--","--","--","--","--"
"19","1015.4","1017.7","19.3","10.9","58","2.1","260","4.3","270","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1016.0","1018.3","19.1","10.7","58","2.4","290","4.1","300","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1016.8","1019.1","18.8","11.9","64","1.5","250","3.3","290","0.0","0.0","--","0.00","--","0","--","18.6","19.1","19.7","20.0","20.2","20.6","21.3"
"22","1016.2","1018.5","18.5","11.8","65","3.0","240","4.6","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1016.2","1018.5","18.6","11.4","63","4.0","240","5.6","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1015.7","1018.0","18.2","12.0","67","3.9","230","6.4","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
