"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1014.2","1016.5","16.8","14.6","87","2.4","350","6.0","320","T","0.3","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1013.8","1016.1","16.8","14.6","87","1.8","340","4.9","40","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1013.6","1015.9","17.4","13.3","77","3.3","30","8.5","10","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1013.6","1015.9","17.6","12.9","74","5.5","40","11.7","20","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1014.1","1016.4","17.3","13.0","76","5.2","50","10.0","40","T","0.3","--","0.00","--","0","--","17.5","18.0","18.7","19.2","20.3","21.3","21.7"
"06","1014.8","1017.1","17.3","12.8","75","5.1","40","8.9","40","T","0.4","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1015.8","1018.1","17.2","12.5","74","4.9","40","10.6","70","T","0.5","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"08","1016.2","1018.5","17.5","12.6","73","3.8","30","8.0","20","T","0.4","0.0","0.16","10.0","0","10.0","--","--","--","--","--","--","--"
"09","1016.5","1018.8","17.5","13.8","79","1.7","310","4.7","30","0.0","0.0","0.0","0.38","10.0","1","10.0","17.6","17.8","18.3","18.8","20.0","21.1","21.8"
"10","1016.5","1018.8","17.8","13.7","77","1.0","310","3.5","20","T","0.1","0.0","0.34","--","1","--","--","--","--","--","--","--","--"
"11","1016.2","1018.5","18.2","13.3","73","2.7","20","7.9","20","T","0.2","0.0","0.24","10.0","1","10.0","--","--","--","--","--","--","--"
"12","1015.3","1017.6","18.3","13.4","73","2.5","20","7.0","30","0.0","0.0","0.0","0.26","--","1","--","--","--","--","--","--","--","--"
"13","1014.6","1016.9","18.3","13.6","74","1.8","330","4.8","320","T","0.3","0.0","0.64","--","2","--","--","--","--","--","--","--","--"
"14","1013.9","1016.2","18.4","13.9","75","3.3","30","6.8","20","T","0.2","0.0","0.43","10.0","1","10.0","18.3","18.3","18.7","18.8","19.8","20.9","21.8"
"15","1013.7","1016.0","18.2","14.1","77","5.5","40","8.7","40","T","0.2","0.0","0.15","--","0","--","--","--","--","--","--","--","--"
"16","1013.9","1016.2","17.3","14.8","85","2.4","10","7.9","30","T","1.0","0.0","0.10","--","0","--","--","--","--","--","--","--","--"
"17","1014.4","1016.7","17.2","15.0","87","2.9","20","6.4","10","0.5","0.7","0.0","0.09","10.0","0","10.0","--","--","--","--","--","--","--"
"18","1014.7","1017.0","17.5","14.4","82","3.3","20","6.2","20","T","0.4","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"19","1014.9","1017.2","17.5","14.0","80","3.4","30","7.7","20","T","0.4","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1015.5","1017.8","17.5","14.0","80","4.1","30","8.2","20","0.5","0.6","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1015.9","1018.2","17.4","13.9","80","4.5","30","10.5","50","T","0.5","--","0.00","--","0","--","17.3","17.7","18.3","18.7","19.7","20.7","21.7"
"22","1016.0","1018.3","17.5","13.8","79","4.4","30","8.7","40","T","0.4","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1015.9","1018.2","17.5","13.6","78","5.3","40","8.9","50","T","0.5","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1016.2","1018.5","17.3","13.4","78","5.3","40","10.2","60","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
