"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1015.0","1017.3","18.1","11.9","67","3.9","230","5.7","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1014.1","1016.4","17.9","12.1","69","4.7","230","7.6","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1013.4","1015.7","17.9","11.9","68","4.5","240","7.3","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1013.6","1015.9","17.9","11.9","68","2.2","220","5.7","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1014.1","1016.4","17.6","12.5","72","3.3","250","5.0","250","0.0","0.0","--","0.00","--","0","--","17.6","18.0","18.5","19.1","20.0","20.8","21.2"
"06","1014.6","1016.9","17.4","12.9","75","2.9","240","5.6","260","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1014.9","1017.2","17.6","12.9","74","3.5","240","5.7","240","0.0","0.0","0.0","0.05","--","0","--","--","--","--","--","--","--","--"
"08","1015.2","1017.5","17.8","13.3","75","4.3","230","6.3","230","0.0","0.0","0.0","0.17","20.0","0","10.0","--","--","--","--","--","--","--"
"09","1015.3","1017.6","19.4","13.1","67","4.7","230","7.1","240","0.0","0.0","0.0","0.70","20.0","1","9.0","18.1","18.0","18.4","18.8","19.8","20.7","21.3"
"10","1015.2","1017.4","21.9","13.3","58","4.0","220","7.0","230","0.0","0.0","0.5","1.77","--","4","--","--","--","--","--","--","--","--"
"11","1014.7","1016.9","23.8","15.3","59","3.8","170","5.8","180","0.0","0.0","0.8","2.73","20.0","6","7.0","--","--","--","--","--","--","--"
"12","1014.1","1016.3","22.7","16.0","66","4.8","180","7.3","180","0.0","0.0","0.3","1.98","--","5","--","--","--","--","--","--","--","--"
"13","1013.0","1015.2","23.1","16.9","68","6.0","180","8.7","180","0.0","0.0","0.1","1.71","--","5","--","--","--","--","--","--","--","--"
"14","1012.1","1014.3","22.7","17.0","70","5.2","180","9.1","180","0.0","0.0","0.1","1.27","15.0","3","10.0","21.5","20.9","20.7","19.7","19.9","20.7","21.3"
"15","1011.5","1013.7","22.3","17.0","72","4.4","190","8.2","180","0.0","0.0","0.0","0.56","--","1","--","--","--","--","--","--","--","--"
"16","1011.6","1013.8","22.6","17.1","71","4.0","190","7.0","190","0.0","0.0","0.0","0.40","--","1","--","--","--","--","--","--","--","--"
"17","1011.9","1014.1","22.5","17.0","71","1.9","230","5.9","190","0.0","0.0","0.0","0.22","15.0","0","9.0","--","--","--","--","--","--","--"
"18","1012.3","1014.5","22.3","16.8","71","1.4","290","3.1","220","0.0","0.0","0.0","0.06","--","0","--","--","--","--","--","--","--","--"
"19","1012.7","1014.9","22.2","16.5","70","2.0","310","3.0","310","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1013.0","1015.2","21.7","16.4","72","1.6","310","3.3","310","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1013.5","1015.7","21.5","16.5","73","1.1","280","2.3","310","0.0","0.0","--","0.00","--","0","--","20.4","20.5","20.7","20.7","20.9","21.2","21.3"
"22","1013.8","1016.1","21.0","16.8","77","1.5","230","3.0","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1013.4","1015.7","20.1","16.9","82","2.7","230","4.1","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1013.2","1015.5","20.1","17.1","83","1.7","260","5.3","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
