SeqNumber,Device_ID,Year,Month,Day,Hour,Minute,Avg_WindSpeed(m/s),Avg_Pressure(hpa),Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Min_WindSpeed(m/s),Min_Pressure(hpa),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_WindSpeed(m/s),Max_Pressure(hpa),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Std_Avg_WindSpeed(m/s),Std_Avg_Pressure(hpa),Std_Avg_Temperature(°C),Std_Avg_Humidity(%),Std_Avg_Sunlight(Lux),Std_Avg_Power(mW),Std_Min_WindSpeed(m/s),Std_Min_Pressure(hpa),Std_Min_Temperature(°C),Std_Min_Humidity(%),Std_Min_Sunlight(Lux),Std_Min_Power(mW),Std_Max_WindSpeed(m/s),Std_Max_Pressure(hpa),Std_Max_Temperature(°C),Std_Max_Humidity(%),Std_Max_Sunlight(Lux),Std_Max_Power(mW)
20240228060011,11,2024,2,28,6,00,0.0,1017.07,15.98,87.88,36.67,0.01,0.0,1017.05,15.93,87.51,21.67,0.0,0.0,1017.09,16.03,88.19,54.17,0.01,-0.4472575410294049,1.332546347178437,-1.7277691904851327,0.3904278913800421,-0.4930118953142229,-0.2572962053552293,-0.2914410078215622,1.3415214453952353,-1.740837761461274,0.4123021435845426,-0.46418293053328913,-0.20803703114013505,-0.5144287757581281,1.3235749066319258,-1.7122091460806919,0.3652347033082188,-0.49925332015799284,-0.28600660952534446
20240228061011,11,2024,2,28,6,10,0.0,1017.11,15.85,88.02,73.75,0.01,0.0,1017.09,15.82,87.49,55.83,0.0,0.0,1017.15,15.91,88.45,110.0,0.02,-0.4472575410294049,1.3408827299459058,-1.7500242364848995,0.39797547266630023,-0.490056076953975,-0.2572962053552293,-0.2914410078215622,1.3498570823960545,-1.760126968709321,0.411255951142226,-0.46092502584653555,-0.20803703114013505,-0.5144287757581281,1.3360792973429898,-1.7322257051428351,0.3796682603531558,-0.4957630288063481,-0.2859761938866389
20240228062011,11,2024,2,28,6,20,0.0,1017.14,15.79,87.05,276.75,0.09,0.0,1017.09,15.78,86.86,124.17,0.02,0.0,1017.22,15.81,87.37,503.33,0.24,-0.4472575410294049,1.3471350170215077,-1.7602957961770993,0.3456815166115118,-0.4738740077217657,-0.25699646821501737,-0.2914410078215622,1.3498570823960545,-1.7671412258904295,0.37830088920927124,-0.45440730903468723,-0.20794986941502824,-0.5144287757581281,1.3506677531725881,-1.7489061710279543,0.3197134849357263,-0.4711734479834495,-0.28530704983511723
20240228063011,11,2024,2,28,6,30,0.0,1017.27,15.81,86.83,782.5,0.51,0.0,1017.24,15.75,86.57,552.5,0.31,0.0,1017.29,15.91,87.29,994.17,0.68,-0.4472575410294049,1.3742282610158054,-1.756871942946366,0.33382103173310623,-0.4335583352380717,-0.25542284822890465,-0.2914410078215622,1.3811157211490614,-1.7724019187762605,0.36313109879568845,-0.4135566558005785,-0.20668602440097938,-0.5144287757581281,1.365256209002163,-1.7322257051428351,0.31527239046036126,-0.44048789170472297,-0.28396876173207375
20240228064011,11,2024,2,28,6,40,0.0,1017.34,16.05,86.85,1344.08,1.2,0.0,1017.3,15.91,86.35,1038.33,0.79,0.0,1017.39,16.19,87.36,1758.33,1.84,-0.4472575410294049,1.3888169308588998,-1.7157857041775662,0.3348992576311429,-0.3887921951423864,-0.25283761539457666,-0.2914410078215622,1.3936191766502548,-1.744344890051828,0.35162298193021213,-0.36722211733554666,-0.2045941429984158,-0.5144287757581281,1.3860968601872934,-1.6855204006645008,0.3191583481263054,-0.3927153493570094,-0.28044054764223203
20240228065011,11,2024,2,28,6,50,0.11,1017.5,16.35,86.77,2361.08,3.46,0.0,1017.4,16.2,86.48,1925.83,2.18,0.7,1017.6,16.44,87.11,2603.33,4.36,-0.24144581066134174,1.4221624619287991,-1.6644279057165663,0.3305863540389955,-0.3077224197278204,-0.2443700411835892,-0.2914410078215622,1.4144582691522674,-1.6934915254887941,0.35842323280526683,-0.2825795409452132,-0.198536403103492,0.2669961975025888,1.4298622276760649,-1.6438192359517025,0.30527992789078934,-0.33988898016231467,-0.2727758066884378
20240228070011,11,2024,2,28,7,00,0.03,1017.65,16.9,84.95,3641.25,9.72,0.0,1017.61,16.52,83.17,2490.0,3.67,0.26,1017.72,17.46,86.12,5439.17,23.11,-0.3911270691108422,1.4534238973068314,-1.5702719418714008,0.23246779731764014,-0.20567414598891676,-0.2209156099620045,-0.2914410078215622,1.4582203634064912,-1.6373774680399291,0.1852783836019634,-0.2287735664977378,-0.1920428545830341,-0.22418521426129034,1.4548710090982166,-1.4736784839234858,0.25032138375814583,-0.16260243481665418,-0.21574648411556452
20240228071011,11,2024,2,28,7,10,0.07,1017.8,17.47,82.92,3812.92,6.86,0.0,1017.73,17.39,82.5,3255.83,4.4,0.44,1017.84,17.57,83.58,4796.67,17.1,-0.316286439886092,1.4846853326848637,-1.4726921247955014,0.12302786866689716,-0.1919895360130873,-0.23163121272458154,-0.2914410078215622,1.4832272744089015,-1.484817374350827,0.1502309367843762,-0.15573489125603743,-0.18886145161663528,-0.023247363994248867,1.4798797905203684,-1.4553299714498547,0.10931663416530192,-0.20276923032859664,-0.23402628297758954
20240228072011,11,2024,2,28,7,20,0.0,1017.85,17.62,82.48,4657.17,8.38,0.0,1017.81,17.44,82.26,4189.17,6.82,0.0,1017.9,17.76,82.8,4968.33,9.63,-0.4472575410294049,1.4951058111442235,-1.4470132255650012,0.09930689891008601,-0.12469046237125117,-0.22593620706055456,-0.2914410078215622,1.4998985484104925,-1.476049552874442,0.1376766274765841,-0.06672046618769506,-0.17831488287871042,-0.5144287757581281,1.4923841812314325,-1.4236370862681276,0.06601596303049163,-0.1920376628304176,-0.2567467650906223
20240228073011,11,2024,2,28,7,30,0.07,1017.92,18.2,80.77,7583.58,26.87,0.0,1017.88,17.79,78.41,4908.33,8.62,0.35,1017.95,18.93,82.22,10661.67,65.86,-0.316286439886092,1.509694480987294,-1.3477214818737355,0.00711858462793268,0.10858721852446182,-0.15665946052906873,-0.2914410078215622,1.5144859131619084,-1.4146748025397462,-0.06371541766925258,0.0018672016848369978,-0.1704703276190969,-0.12371628912776964,1.5028045068240095,-1.2284756354122321,0.03381802808409438,0.16388953337185855,-0.08571962864941333
