SeqNumber,Device_ID,Year,Month,Day,Hour,Minute,Avg_WindSpeed(m/s),Avg_Pressure(hpa),Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Min_WindSpeed(m/s),Min_Pressure(hpa),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_WindSpeed(m/s),Max_Pressure(hpa),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Std_Avg_WindSpeed(m/s),Std_Avg_Pressure(hpa),Std_Avg_Temperature(°C),Std_Avg_Humidity(%),Std_Avg_Sunlight(Lux),Std_Avg_Power(mW),Std_Min_WindSpeed(m/s),Std_Min_Pressure(hpa),Std_Min_Temperature(°C),Std_Min_Humidity(%),Std_Min_Sunlight(Lux),Std_Min_Power(mW),Std_Max_WindSpeed(m/s),Std_Max_Pressure(hpa),Std_Max_Temperature(°C),Std_Max_Humidity(%),Std_Max_Sunlight(Lux),Std_Max_Power(mW)
20240514165006,6,2024,5,14,16,50,0.22,1007.62,25.6,63.3,5998.0,8.47,0.0,1006.95,25.15,62.96,5389.17,6.17,0.7,1007.95,25.74,63.69,6390.0,10.0,-0.592592296121024,0.9948257472269945,-1.3579650481397345,0.524609201509603,-0.8177409180744818,-0.7139086649241884,-0.4666998530524443,0.879858287296657,-1.372386235074526,0.5633142429620351,-0.7688146321972942,-0.6219361665846787,-0.5643011784317049,1.0512798808474197,-1.3741881178013517,0.4877414033758361,-0.8433288366264902,-0.7540929339169217
20240514170006,6,2024,5,14,17,00,0.45,1007.77,25.36,64.63,4886.33,5.63,0.0,1007.48,25.16,63.59,4335.83,4.14,1.13,1008.01,25.73,65.98,5415.83,6.85,-0.32419962738676916,1.0265647729907261,-1.3839568408258593,0.5757634957280825,-0.8580669011410893,-0.7188924880728329,-0.4666998530524443,0.9915428350645501,-1.3712839442888272,0.5875091635168305,-0.8116049173539361,-0.6259691288457261,-0.2420573971143757,1.064038451190231,-1.3752507084545769,0.5758725923334392,-0.8745075247409684,-0.7588175626934169
20240514171006,6,2024,5,14,17,10,0.54,1008.0,24.96,67.08,2893.83,1.89,0.0,1007.63,24.67,66.06,2249.17,1.03,1.13,1008.14,25.22,67.9,4163.33,3.72,-0.21917640918640857,1.0752312791617924,-1.4272764953027337,0.6699950903410713,-0.9303451143340471,-0.7254556917967522,-0.4666998530524443,1.023151669338479,-1.425296192788059,0.6823686139459479,-0.8963722065720036,-0.6321477064968875,-0.2420573971143757,1.0916820202663464,-1.4294428317690595,0.6497642442105561,-0.9145942722936378,-0.7635121938268868
20240514172006,6,2024,5,14,17,20,0.37,1008.01,24.64,68.68,1971.33,0.93,0.0,1007.48,24.46,67.81,1625.0,0.61,0.96,1008.22,24.81,69.46,2515.0,1.34,-0.41755359912042306,1.0773472142127063,-1.4619322188842332,0.731534090904656,-0.9638089294760815,-0.7271403644103784,-0.4666998530524443,0.9915428350645501,-1.44844429928773,0.7495767265981567,-0.9217281337049532,-0.6329821124819316,-0.36945610135611046,1.108693447390119,-1.4730090485512906,0.7098012113607131,-0.9673497122884416,-0.7670819133469056
20240514173006,6,2024,5,14,17,30,0.45,1008.09,24.6,69.75,2304.83,1.32,0.0,1007.99,24.54,69.4,1890.83,0.91,1.31,1008.17,24.66,70.08,2702.5,1.88,-0.32419962738676916,1.094274694620041,-1.4662641843319206,0.7726882975315529,-0.9517111708312377,-0.7264559661610928,-0.4666998530524443,1.0990128715959226,-1.4396259730021412,0.8106400975221636,-0.9109292069546255,-0.6323861082069,-0.10716465144665634,1.0980613054377522,-1.4889479083496677,0.7336620572793656,-0.9613487021757665,-0.7662719769852205
20240514174006,6,2024,5,14,17,40,0.41,1008.21,24.55,69.94,1878.67,1.04,0.0,1008.13,24.49,69.74,1593.33,0.79,1.74,1008.31,24.59,70.34,2074.17,1.17,-0.37087661325359617,1.119665915231031,-1.47167914114153,0.7799960538484785,-0.9671701837970146,-0.7269473290067338,-0.4666998530524443,1.1285144502515911,-1.4451374269306345,0.8236976736945923,-0.9230146777751592,-0.6326245099169127,0.2150791298706729,1.127831302904336,-1.4963860429222438,0.7436682184710587,-0.9814586471576179,-0.7673368933126211
20240514175006,6,2024,5,14,17,50,0.41,1008.26,24.41,69.85,1283.75,0.48,0.0,1008.17,24.32,69.57,755.0,0.16,1.57,1008.43,24.52,70.35,1626.67,0.78,-0.37087661325359617,1.1302455904856004,-1.4868410202084361,0.7765344850667767,-0.9887509891133281,-0.7279300546980157,-0.4666998530524443,1.1369434727246324,-1.4638763702875106,0.8171688856083777,-0.9570705189616403,-0.633876118894479,0.08768042562893813,1.1533484435899828,-1.50382417749482,0.7440530708245849,-0.995781057959869,-0.7679218473516158
20240514180006,6,2024,5,14,18,00,0.32,1008.36,24.25,70.64,564.08,0.08,0.0,1008.26,24.21,70.47,486.67,0.07,1.31,1008.43,24.29,70.9,674.17,0.12,-0.4758998314539567,1.1514049409947626,-1.5041688819991859,0.8069193665950468,-1.0148571179407186,-0.7286320016203601,-0.4666998530524443,1.1559087732889992,-1.4760015689301953,0.8517330578295139,-0.9679710042902918,-0.6340549201769886,-0.10716465144665634,1.1533484435899828,-1.5282637625189983,0.7652199502685512,-1.0262661893322584,-0.7689117695714528
20240514181006,6,2024,5,14,18,10,0.48,1008.4,24.09,71.28,490.75,0.07,0.0,1008.17,23.91,70.67,405.0,0.05,0.87,1008.47,24.21,71.9,545.83,0.09,-0.289191887986649,1.159868681198418,-1.5214967437899358,0.8315349668204807,-1.0175171738370499,-0.7286495502934187,-0.4666998530524443,1.1369434727246324,-1.5090702925011539,0.8594139849897664,-0.9712887199269741,-0.634094653795324,-0.4369024741899701,1.1618541571518812,-1.5367644877447995,0.8037051856212162,-1.030373760734182,-0.7689567660359908
20240514182006,6,2024,5,14,18,20,0.46,1008.49,23.98,71.96,251.58,0.02,0.0,1008.3,23.88,71.79,162.5,0.01,0.87,1008.57,24.04,72.17,370.0,0.04,-0.3125303809200624,1.1789120966566666,-1.5334096487710762,0.8576890420600037,-1.0261930986798902,-0.7287372936587118,-0.4666998530524443,1.1643377957620407,-1.5123771648582498,0.9024271770871802,-0.981139902024384,-0.634174121031995,-0.4369024741899701,1.183118441056591,-1.554828528849627,0.8140961991664356,-1.0360012679774444,-0.7690317601435543
