SeqNumber,Device_ID,Year,Month,Day,Hour,Minute,Avg_WindSpeed(m/s),Avg_Pressure(hpa),Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Min_WindSpeed(m/s),Min_Pressure(hpa),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_WindSpeed(m/s),Max_Pressure(hpa),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Std_Avg_WindSpeed(m/s),Std_Avg_Pressure(hpa),Std_Avg_Temperature(°C),Std_Avg_Humidity(%),Std_Avg_Sunlight(Lux),Std_Avg_Power(mW),Std_Min_WindSpeed(m/s),Std_Min_Pressure(hpa),Std_Min_Temperature(°C),Std_Min_Humidity(%),Std_Min_Sunlight(Lux),Std_Min_Power(mW),Std_Max_WindSpeed(m/s),Std_Max_Pressure(hpa),Std_Max_Temperature(°C),Std_Max_Humidity(%),Std_Max_Sunlight(Lux),Std_Max_Power(mW)
20240126160013,13,2024,1,26,16,00,0.0,1020.37,22.47,47.96,454.23,0.01,0.0,1020.34,22.42,47.83,450.42,0.01,0.0,1020.41,22.49,48.14,456.67,0.01,-0.4917104208161378,1.6579731273048994,-0.6977075448450663,-0.6902074796836584,-0.7301723116717642,-0.4911281766747013,-0.2839377976519904,1.664338467523226,-0.6650843566600269,-0.6147820154080957,-0.6973910080985014,-0.43072272079582324,-0.5776707192751809,1.6534119034960721,-0.7311530058129646,-0.7638943273206106,-0.7429825629553145,-0.5116317520187122
20240130172013,13,2024,1,30,17,20,0.0,1016.01,23.41,52.46,330.0,0.02,0.0,1016.01,23.41,52.46,330.0,0.02,0.0,1016.01,23.41,52.46,330.0,0.02,-0.4917104208161378,0.917555058540399,-0.5900440749622234,-0.5030281414332539,-0.7349623800406303,-0.49110419068145333,-0.2839377976519904,0.92883890042114,-0.5470202342101753,-0.42635734107649015,-0.7026921748661649,-0.43069323041077673,-0.5776707192751809,0.9063568001146195,-0.6299441377013828,-0.5801851773794501,-0.7472092103815021,-0.5116130791780351
20240130173013,13,2024,1,30,17,30,0.0,1015.98,22.92,53.97,184.82,0.03,0.0,1015.94,22.88,53.62,183.33,0.02,0.0,1016.03,22.99,54.32,185.83,0.05,-0.4917104208161378,0.9124604388011983,-0.6461665220288114,-0.44021907459811827,-0.7405602398634749,-0.4910802046882054,-0.2839377976519904,0.9169486071885536,-0.6102262795621163,-0.3791494313087446,-0.7091489273143727,-0.43069323041077673,-0.5776707192751809,0.9097525051299867,-0.676148186187105,-0.5010881822658949,-0.7520197871513251,-0.5115570606560036
20240130174013,13,2024,1,30,17,40,0.0,1016.05,22.84,54.03,185.62,0.02,0.0,1016.01,22.79,53.94,185.0,0.01,0.0,1016.1,22.87,54.31,185.83,0.04,-0.4917104208161378,0.9243478848593332,-0.6553293705294791,-0.4377233500881128,-0.7405293934117717,-0.49110419068145333,-0.2839377976519904,0.92883890042114,-0.6209593816030119,-0.36612655964867685,-0.7090754100539344,-0.43072272079582324,-0.5776707192751809,0.921637472683791,-0.689349342897311,-0.5015134349277957,-0.7520197871513251,-0.5115757334966807
20240130175013,13,2024,1,30,17,50,0.0,1016.08,22.78,54.15,185.69,0.03,0.0,1016.03,22.77,54.11,184.17,0.02,0.0,1016.11,22.79,54.23,186.67,0.04,-0.4917104208161378,0.929442504598553,-0.6622015069049796,-0.4327319010681021,-0.7405266943472477,-0.4910802046882054,-0.2839377976519904,0.9322361270590218,-0.6233445153898776,-0.3592081590792658,-0.7091119485725953,-0.43069323041077673,-0.5776707192751809,0.9233353251914747,-0.6981501140374488,-0.5049154562230025,-0.7519917585428307,-0.5115757334966807
20240201160013,13,2024,2,1,16,00,1.31,1012.14,25.93,63.28,5063.92,5.72,0.0,1012.11,25.79,62.6,4663.33,4.93,2.87,1012.19,26.16,64.01,5532.5,6.74,1.2668229158402604,0.2603491121829193,-0.30141434719119836,-0.05296582146228137,-0.552431586731908,-0.47743217453012404,-0.2839377976519904,0.26637970603359007,-0.2631893135731582,-0.013695095348092837,-0.5119289711681158,-0.4162134513529693,1.573847332193941,0.25777714217891134,-0.3274176297591551,-0.08901835288398599,-0.5736153583664919,-0.49906493024298176
20240201161013,13,2024,2,1,16,10,0.95,1012.25,25.8,64.21,4573.92,4.75,0.35,1012.16,25.7,63.93,4283.33,4.23,2.09,1012.31,25.89,64.8,4772.5,5.18,0.7835618462247614,0.27902938456000753,-0.3163039760047829,-0.014282091557198088,-0.5713250384001394,-0.47975881587517477,0.6849032173628148,0.27487277262829457,-0.2739224156140538,0.04043121498906374,-0.5286574495912357,-0.41827777830622087,0.9891142032232386,0.2781513722711143,-0.3571202323571192,-0.0554233925938204,-0.5989745755757966,-0.5019778933886191
20240201162013,13,2024,2,1,16,20,1.1,1012.38,25.58,65.73,4057.75,3.84,0.0,1012.32,25.42,65.0,3830.0,3.42,3.22,1012.46,25.7,67.49,4359.17,4.35,0.9849206252312195,0.30110607009656293,-0.34150180938161867,0.04894292936293896,-0.5912275546197129,-0.4819415412607379,-0.2839377976519904,0.3020505857313876,-0.3073142886301732,0.08397644210241534,-0.5486140841269015,-0.4206664994949834,1.8362275823731022,0.3036191598864067,-0.378022063814946,0.058969573457504,-0.6127663193246413,-0.5035277391648236
20240201163013,13,2024,2,1,16,30,2.36,1012.49,25.15,68.73,3396.42,2.77,0.17,1012.46,24.93,67.88,3129.17,2.32,4.01,1012.52,25.32,69.68,3735.83,3.21,2.6763343688854646,0.3197863424736512,-0.39075212007270627,0.1737291548632086,-0.6167271595008382,-0.4845080425382681,0.18664212392662935,0.32583117219657953,-0.36575006640838287,0.20118228704302504,-0.5794662407934152,-0.423910441850093,2.4284572899203516,0.3138062749325082,-0.41982572673059915,0.15209990641378726,-0.6335655488710201,-0.5056564430020203
20240201164013,13,2024,2,1,16,40,1.64,1012.51,24.82,70.12,2781.83,1.91,0.0,1012.46,24.7,69.69,2360.83,1.42,3.22,1012.56,24.91,70.54,3093.33,2.3,1.709812229654467,0.32318275563311827,-0.42854887013795934,0.23154677267833357,-0.6404245604412021,-0.48657083795759154,-0.2839377976519904,0.32583117219657953,-0.3931791049573384,0.2748429048702834,-0.6132903437187311,-0.42656457650427365,1.8362275823731022,0.32059768496324254,-0.46492967882380404,0.188671635337259,-0.6550040976302021,-0.5073556715036419
20240201165013,13,2024,2,1,16,50,1.54,1012.61,24.68,70.39,2265.0,1.32,0.52,1012.53,24.64,70.1,2140.0,1.21,2.87,1012.67,24.72,70.7,2340.83,1.39,1.5755730436501625,0.34016482143047305,-0.44458385501412745,0.2427775329733577,-0.6603525249834309,-0.48798601155922033,1.1554831389414346,0.3377214654291658,-0.40033450631793527,0.2915284591847451,-0.6230117907981458,-0.42718387459024904,1.573847332193941,0.33927406254778125,-0.4858315102816308,0.19547567792767223,-0.6801130594065202,-0.5090549000052638
20240201170013,13,2024,2,1,17,00,0.86,1012.65,24.7,69.43,1740.25,0.86,0.0,1012.63,24.66,68.95,1460.0,0.62,2.26,1012.68,24.75,69.91,2046.67,1.15,0.6627465788208868,0.3469576477494072,-0.44229314288896066,0.20284594081327165,-0.6805858693975215,-0.48908936724862584,-0.2839377976519904,0.35470759861859413,-0.39794937253106966,0.24472751415637692,-0.6529469627132027,-0.4289238073079897,1.1165560390245455,0.34097191505546487,-0.4825312211040791,0.16188071763750603,-0.6899284111621639,-0.5095030481815157
20240201171013,13,2024,2,1,17,10,0.05,1012.72,24.69,69.06,1091.0,0.39,0.0,1012.66,24.52,68.65,853.33,0.26,0.52,1012.78,24.75,70.01,1389.17,0.59,-0.4245908278139852,0.3588450938075613,-0.44343849895154386,0.1874556396682382,-0.7056196928579281,-0.49021670893127933,-0.2839377976519904,0.35980343857541686,-0.41464530903912955,0.2325185719750635,-0.6796539785157139,-0.42998546116966196,-0.18784863329471288,0.35795044013231997,-0.4825312211040791,0.16613324425651474,-0.7118674707873189,-0.5105487272594368
20240201172013,13,2024,2,1,17,20,0.18,1012.79,24.38,70.86,623.16,0.16,0.0,1012.74,24.34,69.77,458.33,0.09,0.96,1012.83,24.46,71.33,807.5,0.21,-0.2500798860083885,0.3707325398656961,-0.4789445368916305,0.26232737496839986,-0.72365869781398,-0.4907683867759821,-0.2839377976519904,0.37339234512696334,-0.4361115131209207,0.2780986227853003,-0.6970427916134306,-0.43048679771545156,0.14200082407337541,0.3664397026707572,-0.5144340164870775,0.2222665956274246,-0.7312762811480246,-0.511258295205169
20240201173013,13,2024,2,1,17,30,0.65,1012.85,24.14,72.72,289.67,0.04,0.0,1012.79,23.92,71.52,188.33,0.02,2.18,1012.87,24.34,73.9,413.33,0.06,0.38084428821184596,0.3809217793441167,-0.5064330823936327,0.33969483477856705,-0.7365174267871197,-0.49105621869495747,-0.2839377976519904,0.38188541172166784,-0.4861993226451,0.3493174521762959,-0.7089288157561738,-0.43069323041077673,1.056583410412166,0.37323111270149156,-0.5276351731972839,0.3315565297359394,-0.7444287056840662,-0.5115383878153265
20240201174013,13,2024,2,1,17,40,1.43,1012.94,23.79,74.79,89.58,0.01,0.0,1012.83,23.7,74.14,36.67,0.0,2.44,1013.04,23.89,75.43,167.5,0.03,1.4279099390454262,0.39620563856173785,-0.5465205445840531,0.4257973303737534,-0.7442325099387449,-0.4911281766747013,-0.2839377976519904,0.3886798649974508,-0.5124357943006229,0.45594221389310086,-0.7156052395394643,-0.43075221118086965,1.2514944534024,0.40209460533213176,-0.5771395108605575,0.39662018700676716,-0.7526314114295443,-0.511594406337358
20240201175013,13,2024,2,1,17,50,1.07,1013.0,23.67,75.52,24.72,0.0,0.52,1012.95,23.66,75.38,20.0,0.0,1.48,1013.02,23.67,75.61,30.0,0.0,0.9446488694299279,0.40639487804013913,-0.560264817335054,0.45616197857881857,-0.7467333860105847,-0.4911521626679492,1.1554831389414346,0.40906322482476093,-0.5172060618743543,0.5064058415758632,-0.7163390914744996,-0.43075221118086965,0.5318229100538435,0.39869890031676464,-0.6013416314959356,0.4042747349209818,-0.7572194277009645,-0.5116504248593894
20240202062013,13,2024,2,2,6,20,0.0,1014.44,21.03,87.07,45.52,0.0,0.0,1014.37,21.01,86.79,20.83,0.0,0.0,1014.48,21.05,87.32,80.83,0.01,-0.4917104208161378,0.650936625522001,-0.8626388178570803,0.9365889467548566,-0.7459313782663006,-0.4911521626679492,-0.2839377976519904,0.6502663161145812,-0.8332362886340582,0.9707526092051549,-0.7163025529558386,-0.43075221118086965,-0.5776707192751809,0.6465853664387995,-0.8895668863354399,0.9022456020068588,-0.755523363213137,-0.5116317520187122
20240202063013,13,2024,2,2,6,30,0.0,1014.5,21.12,86.81,205.17,0.02,0.0,1014.46,21.05,86.71,96.67,0.0,0.0,1014.54,21.16,86.89,354.17,0.04,-0.4917104208161378,0.6611258650004023,-0.8523306132938294,0.9257741405448336,-0.739775583248274,-0.49110419068145333,-0.2839377976519904,0.6655538359850687,-0.8284660210603269,0.9674968912901375,-0.712963900841077,-0.43075221118086965,-0.5776707192751809,0.6567724814849011,-0.8774658260177508,0.8839597375451232,-0.7464027205394642,-0.5115757334966807
20240202064013,13,2024,2,2,6,40,0.73,1014.61,21.13,86.92,633.08,0.14,0.0,1014.5,21.1,86.79,404.17,0.04,1.22,1014.71,21.15,86.98,877.5,0.25,0.4882356370152901,0.6798061373774905,-0.8511852572312463,0.9303496354798435,-0.7232762018128597,-0.49081635876247803,-0.2839377976519904,0.6723482892608322,-0.8225031865931626,0.9707526092051549,-0.6994270400118416,-0.43063424964068386,0.3369118670636094,0.6856359741155605,-0.8785659224102682,0.8877870115022309,-0.7289405637734833,-0.5111836038424603
20240202065013,13,2024,2,2,6,50,1.03,1014.8,21.36,86.06,1209.75,0.42,0.0,1014.73,21.19,85.47,935.83,0.26,2.09,1014.9,21.48,86.73,1508.33,0.61,0.8909531950282057,0.7120720623924471,-0.8248420677918272,0.8945775841697662,-0.7010409226832292,-0.49014475095153553,-0.2839377976519904,0.7114163955965116,-0.811770084552267,0.9170332636073751,-0.6760221378054312,-0.42998546116966196,0.9891142032232386,0.7178951717615679,-0.8422627414572007,0.87715569495471,-0.7078914124680283,-0.5105113815780824
20240202070013,13,2024,2,2,7,00,0.33,1014.94,21.58,84.94,1883.42,0.97,0.0,1014.86,21.52,84.52,1556.67,0.7,1.65,1014.98,21.66,85.39,2204.17,1.33,-0.04872110700193065,0.7358469545087554,-0.7996442344149919,0.8479907266496653,-0.6750655112845814,-0.48882552132289847,-0.2839377976519904,0.7334983687427626,-0.7724153770689832,0.8783716133665488,-0.6486913258469842,-0.4286878842276181,0.6592647458551503,0.731477991823056,-0.8224610063918912,0.8201718382599981,-0.6846730470694461,-0.5091669370493268
20240202071013,13,2024,2,2,7,10,0.02,1014.99,21.86,83.66,2602.67,1.63,0.0,1014.95,21.71,83.14,2036.67,0.94,0.17,1015.04,21.99,84.38,3062.5,2.25,-0.46486258361527677,0.7443379874074231,-0.7675742646626555,0.7947486037695503,-0.6473326233001417,-0.487242445768534,-0.2839377976519904,0.74878588861325,-0.749756606093759,0.8222104793325068,-0.6275606162598852,-0.4279801149865033,-0.450228883473874,0.7416651068691574,-0.7861578254388242,0.7772213194080135,-0.6560328142967322,-0.5074490357070278
